ColumnName,Value,Units,UnitsType,Notes,Expression
TapHeightA,174,mm,length,Flange Tap - DN200 CL150 RF 2in. Tap,Exp1 AND Exp21 AND Exp4 AND Exp36 AND Exp41
TapHeightA,201,mm,length,Flange Tap - DN250 CL150 RF 2in. Tap,Exp1 AND Exp22 AND Exp4 AND Exp36 AND Exp41
TapHeightA,226,mm,length,Flange Tap - DN300 CL150 RF 2in. Tap,Exp1 AND Exp23 AND Exp4 AND Exp36 AND Exp41
TapHeightA,242,mm,length,Flange Tap - DN350 CL150 RF 2in. Tap,Exp1 AND Exp24 AND Exp4 AND Exp36 AND Exp41
TapHeightA,267,mm,length,Flange Tap - DN400 CL150 RF 2in. Tap,Exp1 AND Exp25 AND Exp4 AND Exp36 AND Exp41
TapHeightA,293,mm,length,Flange Tap - DN450 CL150 RF 2in. Tap,Exp1 AND Exp26 AND Exp4 AND Exp36 AND Exp41
TapHeightA,318,mm,length,Flange Tap - DN500 CL150 RF 2in. Tap,Exp1 AND Exp27 AND Exp4 AND Exp36 AND Exp41
TapHeightA,369,mm,length,Flange Tap - DN600 CL150 RF 2in. Tap,Exp1 AND Exp29 AND Exp4 AND Exp36 AND Exp41
TapHeightA,394,mm,length,Flange Tap - DN650 CL150 RF 2in. Tap,Exp1 AND Exp30 AND Exp4 AND Exp36 AND Exp41
TapHeightA,420,mm,length,Flange Tap - DN700 CL150 RF 2in. Tap,Exp1 AND Exp31 AND Exp4 AND Exp36 AND Exp41
TapHeightA,445,mm,length,Flange Tap - DN750 CL150 RF 2in. Tap,Exp1 AND Exp32 AND Exp4 AND Exp36 AND Exp41
TapHeightA,496,mm,length,Flange Tap - DN850 CL150 RF 2in. Tap,Exp1 AND Exp34 AND Exp4 AND Exp36 AND Exp41
TapHeightA,521,mm,length,Flange Tap - DN900 CL150 RF 2in. Tap,Exp1 AND Exp35 AND Exp4 AND Exp36 AND Exp41
TapHeightA,170,mm,length,Flange Tap - DN40 CL300 RF 2in. Tap,Exp1 AND Exp13 AND Exp5 AND Exp36 AND Exp41
TapHeightA,176,mm,length,Flange Tap - DN50 CL300 RF 2in. Tap,Exp1 AND Exp14 AND Exp5 AND Exp36 AND Exp41
TapHeightA,190,mm,length,Flange Tap - DN80 CL300 RF 2in. Tap,Exp1 AND Exp16 AND Exp5 AND Exp36 AND Exp41
TapHeightA,203,mm,length,Flange Tap - DN100 CL300 RF 2in. Tap,Exp1 AND Exp18 AND Exp5 AND Exp36 AND Exp41
TapHeightA,154,mm,length,Flange Tap - DN150 CL300 RF 2in. Tap,Exp1 AND Exp20 AND Exp5 AND Exp36 AND Exp41
TapHeightA,180,mm,length,Flange Tap - DN200 CL300 RF 2in. Tap,Exp1 AND Exp21 AND Exp5 AND Exp36 AND Exp41
TapHeightA,207,mm,length,Flange Tap - DN250 CL300 RF 2in. Tap,Exp1 AND Exp22 AND Exp5 AND Exp36 AND Exp41
TapHeightA,232,mm,length,Flange Tap - DN300 CL300 RF 2in. Tap,Exp1 AND Exp23 AND Exp5 AND Exp36 AND Exp41
TapHeightA,248,mm,length,Flange Tap - DN350 CL300 RF 2in. Tap,Exp1 AND Exp24 AND Exp5 AND Exp36 AND Exp41
TapHeightA,273,mm,length,Flange Tap - DN400 CL300 RF 2in. Tap,Exp1 AND Exp25 AND Exp5 AND Exp36 AND Exp41
TapHeightA,299,mm,length,Flange Tap - DN450 CL300 RF 2in. Tap,Exp1 AND Exp26 AND Exp5 AND Exp36 AND Exp41
TapHeightA,324,mm,length,Flange Tap - DN500 CL300 RF 2in. Tap,Exp1 AND Exp27 AND Exp5 AND Exp36 AND Exp41
TapHeightA,375,mm,length,Flange Tap - DN600 CL300 RF 2in. Tap,Exp1 AND Exp29 AND Exp5 AND Exp36 AND Exp41
TapHeightA,400,mm,length,Flange Tap - DN650 CL300 RF 2in. Tap,Exp1 AND Exp30 AND Exp5 AND Exp36 AND Exp41
TapHeightA,426,mm,length,Flange Tap - DN700 CL300 RF 2in. Tap,Exp1 AND Exp31 AND Exp5 AND Exp36 AND Exp41
TapHeightA,451,mm,length,Flange Tap - DN750 CL300 RF 2in. Tap,Exp1 AND Exp32 AND Exp5 AND Exp36 AND Exp41
TapHeightA,502,mm,length,Flange Tap - DN850 CL300 RF 2in. Tap,Exp1 AND Exp34 AND Exp5 AND Exp36 AND Exp41
TapHeightA,527,mm,length,Flange Tap - DN900 CL300 RF 2in. Tap,Exp1 AND Exp35 AND Exp5 AND Exp36 AND Exp41
TapHeightA,180,mm,length,Flange Tap - DN40 CL600 RF 2in. Tap,Exp1 AND Exp13 AND Exp6 AND Exp36 AND Exp41
TapHeightA,186,mm,length,Flange Tap - DN50 CL600 RF 2in. Tap,Exp1 AND Exp14 AND Exp6 AND Exp36 AND Exp41
TapHeightA,200,mm,length,Flange Tap - DN80 CL600 RF 2in. Tap,Exp1 AND Exp16 AND Exp6 AND Exp36 AND Exp41
TapHeightA,213,mm,length,Flange Tap - DN100 CL600 RF 2in. Tap,Exp1 AND Exp18 AND Exp6 AND Exp36 AND Exp41
TapHeightA,164,mm,length,Flange Tap - DN150 CL600 RF 2in. Tap,Exp1 AND Exp20 AND Exp6 AND Exp36 AND Exp41
TapHeightA,190,mm,length,Flange Tap - DN200 CL600 RF 2in. Tap,Exp1 AND Exp21 AND Exp6 AND Exp36 AND Exp41
TapHeightA,217,mm,length,Flange Tap - DN250 CL600 RF 2in. Tap,Exp1 AND Exp22 AND Exp6 AND Exp36 AND Exp41
TapHeightA,242,mm,length,Flange Tap - DN300 CL600 RF 2in. Tap,Exp1 AND Exp23 AND Exp6 AND Exp36 AND Exp41
TapHeightA,258,mm,length,Flange Tap - DN350 CL600 RF 2in. Tap,Exp1 AND Exp24 AND Exp6 AND Exp36 AND Exp41
TapHeightA,283,mm,length,Flange Tap - DN400 CL600 RF 2in. Tap,Exp1 AND Exp25 AND Exp6 AND Exp36 AND Exp41
TapHeightA,309,mm,length,Flange Tap - DN450 CL600 RF 2in. Tap,Exp1 AND Exp26 AND Exp6 AND Exp36 AND Exp41
TapHeightA,334,mm,length,Flange Tap - DN500 CL600 RF 2in. Tap,Exp1 AND Exp27 AND Exp6 AND Exp36 AND Exp41
TapHeightA,385,mm,length,Flange Tap - DN600 CL600 RF 2in. Tap,Exp1 AND Exp29 AND Exp6 AND Exp36 AND Exp41
TapHeightA,209,mm,length,Flange Tap - DN40 CL900 RF 2in. Tap,Exp1 AND Exp13 AND Exp7 AND Exp36 AND Exp41
TapHeightA,215,mm,length,Flange Tap - DN50 CL900 RF 2in. Tap,Exp1 AND Exp14 AND Exp7 AND Exp36 AND Exp41
TapHeightA,229,mm,length,Flange Tap - DN80 CL900 RF 2in. Tap,Exp1 AND Exp16 AND Exp7 AND Exp36 AND Exp41
TapHeightA,242,mm,length,Flange Tap - DN100 CL900 RF 2in. Tap,Exp1 AND Exp18 AND Exp7 AND Exp36 AND Exp41
TapHeightA,193,mm,length,Flange Tap - DN150 CL900 RF 2in. Tap,Exp1 AND Exp20 AND Exp7 AND Exp36 AND Exp41
TapHeightA,219,mm,length,Flange Tap - DN200 CL900 RF 2in. Tap,Exp1 AND Exp21 AND Exp7 AND Exp36 AND Exp41
TapHeightA,246,mm,length,Flange Tap - DN250 CL900 RF 2in. Tap,Exp1 AND Exp22 AND Exp7 AND Exp36 AND Exp41
TapHeightA,271,mm,length,Flange Tap - DN300 CL900 RF 2in. Tap,Exp1 AND Exp23 AND Exp7 AND Exp36 AND Exp41
TapHeightA,287,mm,length,Flange Tap - DN350 CL900 RF 2in. Tap,Exp1 AND Exp24 AND Exp7 AND Exp36 AND Exp41
TapHeightA,312,mm,length,Flange Tap - DN400 CL900 RF 2in. Tap,Exp1 AND Exp25 AND Exp7 AND Exp36 AND Exp41
TapHeightA,338,mm,length,Flange Tap - DN450 CL900 RF 2in. Tap,Exp1 AND Exp26 AND Exp7 AND Exp36 AND Exp41
TapHeightA,209,mm,length,Flange Tap - DN40 CL1500 RF 2in. Tap,Exp1 AND Exp13 AND Exp8 AND Exp36 AND Exp41
TapHeightA,215,mm,length,Flange Tap - DN50 CL1500 RF 2in. Tap,Exp1 AND Exp14 AND Exp8 AND Exp36 AND Exp41
TapHeightA,229,mm,length,Flange Tap - DN80 CL1500 RF 2in. Tap,Exp1 AND Exp16 AND Exp8 AND Exp36 AND Exp41
TapHeightA,242,mm,length,Flange Tap - DN100 CL1500 RF 2in. Tap,Exp1 AND Exp18 AND Exp8 AND Exp36 AND Exp41
TapHeightA,193,mm,length,Flange Tap - DN150 CL1500 RF 2in. Tap,Exp1 AND Exp20 AND Exp8 AND Exp36 AND Exp41
TapHeightA,219,mm,length,Flange Tap - DN200 CL1500 RF 2in. Tap,Exp1 AND Exp21 AND Exp8 AND Exp36 AND Exp41
TapHeightA,246,mm,length,Flange Tap - DN250 CL1500 RF 2in. Tap,Exp1 AND Exp22 AND Exp8 AND Exp36 AND Exp41
TapHeightA,271,mm,length,Flange Tap - DN300 CL1500 RF 2in. Tap,Exp1 AND Exp23 AND Exp8 AND Exp36 AND Exp41
TapHeightA,287,mm,length,Flange Tap - DN350 CL1500 RF 2in. Tap,Exp1 AND Exp24 AND Exp8 AND Exp36 AND Exp41
TapHeightA,312,mm,length,Flange Tap - DN400 CL1500 RF 2in. Tap,Exp1 AND Exp25 AND Exp8 AND Exp36 AND Exp41
TapHeightA,338,mm,length,Flange Tap - DN450 CL1500 RF 2in. Tap,Exp1 AND Exp26 AND Exp8 AND Exp36 AND Exp41
TapHeightA,234,mm,length,Flange Tap - DN40 CL2500 RF 2in. Tap,Exp1 AND Exp13 AND Exp9 AND Exp36 AND Exp41
TapHeightA,240,mm,length,Flange Tap - DN50 CL2500 RF 2in. Tap,Exp1 AND Exp14 AND Exp9 AND Exp36 AND Exp41
TapHeightA,254,mm,length,Flange Tap - DN80 CL2500 RF 2in. Tap,Exp1 AND Exp16 AND Exp9 AND Exp36 AND Exp41
TapHeightA,267,mm,length,Flange Tap - DN100 CL2500 RF 2in. Tap,Exp1 AND Exp18 AND Exp9 AND Exp36 AND Exp41
TapHeightA,218,mm,length,Flange Tap - DN150 CL2500 RF 2in. Tap,Exp1 AND Exp20 AND Exp9 AND Exp36 AND Exp41
TapHeightA,244,mm,length,Flange Tap - DN200 CL2500 RF 2in. Tap,Exp1 AND Exp21 AND Exp9 AND Exp36 AND Exp41
TapHeightA,271,mm,length,Flange Tap - DN250 CL2500 RF 2in. Tap,Exp1 AND Exp22 AND Exp9 AND Exp36 AND Exp41
TapHeightA,296,mm,length,Flange Tap - DN300 CL2500 RF 2in. Tap,Exp1 AND Exp23 AND Exp9 AND Exp36 AND Exp41
TapHeightA,312,mm,length,Flange Tap - DN350 CL2500 RF 2in. Tap,Exp1 AND Exp24 AND Exp9 AND Exp36 AND Exp41
TapHeightA,337,mm,length,Flange Tap - DN400 CL2500 RF 2in. Tap,Exp1 AND Exp25 AND Exp9 AND Exp36 AND Exp41
TapHeightA,363,mm,length,Flange Tap - DN450 CL2500 RF 2in. Tap,Exp1 AND Exp26 AND Exp9 AND Exp36 AND Exp41
TapHeightA,183,mm,length,Flange Tap - DN40 CL150 RF 3in. Tap,Exp1 AND Exp13 AND Exp4 AND Exp36 AND Exp42
TapHeightA,189,mm,length,Flange Tap - DN50 CL150 RF 3in. Tap,Exp1 AND Exp14 AND Exp4 AND Exp36 AND Exp42
TapHeightA,203,mm,length,Flange Tap - DN80 CL150 RF 3in. Tap,Exp1 AND Exp16 AND Exp4 AND Exp36 AND Exp42
TapHeightA,216,mm,length,Flange Tap - DN100 CL150 RF 3in. Tap,Exp1 AND Exp18 AND Exp4 AND Exp36 AND Exp42
TapHeightA,154,mm,length,Flange Tap - DN150 CL150 RF 3in. Tap,Exp1 AND Exp20 AND Exp4 AND Exp36 AND Exp42
TapHeightA,180,mm,length,Flange Tap - DN200 CL150 RF 3in. Tap,Exp1 AND Exp21 AND Exp4 AND Exp36 AND Exp42
TapHeightA,207,mm,length,Flange Tap - DN250 CL150 RF 3in. Tap,Exp1 AND Exp22 AND Exp4 AND Exp36 AND Exp42
TapHeightA,232,mm,length,Flange Tap - DN300 CL150 RF 3in. Tap,Exp1 AND Exp23 AND Exp4 AND Exp36 AND Exp42
TapHeightA,248,mm,length,Flange Tap - DN350 CL150 RF 3in. Tap,Exp1 AND Exp24 AND Exp4 AND Exp36 AND Exp42
TapHeightA,273,mm,length,Flange Tap - DN400 CL150 RF 3in. Tap,Exp1 AND Exp25 AND Exp4 AND Exp36 AND Exp42
TapHeightA,299,mm,length,Flange Tap - DN450 CL150 RF 3in. Tap,Exp1 AND Exp26 AND Exp4 AND Exp36 AND Exp42
TapHeightA,324,mm,length,Flange Tap - DN500 CL150 RF 3in. Tap,Exp1 AND Exp27 AND Exp4 AND Exp36 AND Exp42
TapHeightA,375,mm,length,Flange Tap - DN600 CL150 RF 3in. Tap,Exp1 AND Exp29 AND Exp4 AND Exp36 AND Exp42
TapHeightA,400,mm,length,Flange Tap - DN650 CL150 RF 3in. Tap,Exp1 AND Exp30 AND Exp4 AND Exp36 AND Exp42
TapHeightA,426,mm,length,Flange Tap - DN700 CL150 RF 3in. Tap,Exp1 AND Exp31 AND Exp4 AND Exp36 AND Exp42
TapHeightA,451,mm,length,Flange Tap - DN750 CL150 RF 3in. Tap,Exp1 AND Exp32 AND Exp4 AND Exp36 AND Exp42
TapHeightA,502,mm,length,Flange Tap - DN850 CL150 RF 3in. Tap,Exp1 AND Exp34 AND Exp4 AND Exp36 AND Exp42
TapHeightA,527,mm,length,Flange Tap - DN900 CL150 RF 3in. Tap,Exp1 AND Exp35 AND Exp4 AND Exp36 AND Exp42
TapHeightA,193,mm,length,Flange Tap - DN40 CL300 RF 3in. Tap,Exp1 AND Exp13 AND Exp5 AND Exp36 AND Exp42
TapHeightA,199,mm,length,Flange Tap - DN50 CL300 RF 3in. Tap,Exp1 AND Exp14 AND Exp5 AND Exp36 AND Exp42
TapHeightA,213,mm,length,Flange Tap - DN80 CL300 RF 3in. Tap,Exp1 AND Exp16 AND Exp5 AND Exp36 AND Exp42
TapHeightA,226,mm,length,Flange Tap - DN100 CL300 RF 3in. Tap,Exp1 AND Exp18 AND Exp5 AND Exp36 AND Exp42
TapHeightA,164,mm,length,Flange Tap - DN150 CL300 RF 3in. Tap,Exp1 AND Exp20 AND Exp5 AND Exp36 AND Exp42
TapHeightA,190,mm,length,Flange Tap - DN200 CL300 RF 3in. Tap,Exp1 AND Exp21 AND Exp5 AND Exp36 AND Exp42
TapHeightA,217,mm,length,Flange Tap - DN250 CL300 RF 3in. Tap,Exp1 AND Exp22 AND Exp5 AND Exp36 AND Exp42
TapHeightA,242,mm,length,Flange Tap - DN300 CL300 RF 3in. Tap,Exp1 AND Exp23 AND Exp5 AND Exp36 AND Exp42
TapHeightA,258,mm,length,Flange Tap - DN350 CL300 RF 3in. Tap,Exp1 AND Exp24 AND Exp5 AND Exp36 AND Exp42
TapHeightA,283,mm,length,Flange Tap - DN400 CL300 RF 3in. Tap,Exp1 AND Exp25 AND Exp5 AND Exp36 AND Exp42
TapHeightA,309,mm,length,Flange Tap - DN450 CL300 RF 3in. Tap,Exp1 AND Exp26 AND Exp5 AND Exp36 AND Exp42
TapHeightA,334,mm,length,Flange Tap - DN500 CL300 RF 3in. Tap,Exp1 AND Exp27 AND Exp5 AND Exp36 AND Exp42
TapHeightA,385,mm,length,Flange Tap - DN600 CL300 RF 3in. Tap,Exp1 AND Exp29 AND Exp5 AND Exp36 AND Exp42
TapHeightA,410,mm,length,Flange Tap - DN650 CL300 RF 3in. Tap,Exp1 AND Exp30 AND Exp5 AND Exp36 AND Exp42
TapHeightA,436,mm,length,Flange Tap - DN700 CL300 RF 3in. Tap,Exp1 AND Exp31 AND Exp5 AND Exp36 AND Exp42
TapHeightA,461,mm,length,Flange Tap - DN750 CL300 RF 3in. Tap,Exp1 AND Exp32 AND Exp5 AND Exp36 AND Exp42
TapHeightA,512,mm,length,Flange Tap - DN850 CL300 RF 3in. Tap,Exp1 AND Exp34 AND Exp5 AND Exp36 AND Exp42
TapHeightA,537,mm,length,Flange Tap - DN900 CL300 RF 3in. Tap,Exp1 AND Exp35 AND Exp5 AND Exp36 AND Exp42
TapHeightA,203,mm,length,Flange Tap - DN40 CL600 RF 3in. Tap,Exp1 AND Exp13 AND Exp6 AND Exp36 AND Exp42
TapHeightA,209,mm,length,Flange Tap - DN50 CL600 RF 3in. Tap,Exp1 AND Exp14 AND Exp6 AND Exp36 AND Exp42
TapHeightA,223,mm,length,Flange Tap - DN80 CL600 RF 3in. Tap,Exp1 AND Exp16 AND Exp6 AND Exp36 AND Exp42
TapHeightA,236,mm,length,Flange Tap - DN100 CL600 RF 3in. Tap,Exp1 AND Exp18 AND Exp6 AND Exp36 AND Exp42
TapHeightA,174,mm,length,Flange Tap - DN150 CL600 RF 3in. Tap,Exp1 AND Exp20 AND Exp6 AND Exp36 AND Exp42
TapHeightA,200,mm,length,Flange Tap - DN200 CL600 RF 3in. Tap,Exp1 AND Exp21 AND Exp6 AND Exp36 AND Exp42
TapHeightA,227,mm,length,Flange Tap - DN250 CL600 RF 3in. Tap,Exp1 AND Exp22 AND Exp6 AND Exp36 AND Exp42
TapHeightA,252,mm,length,Flange Tap - DN300 CL600 RF 3in. Tap,Exp1 AND Exp23 AND Exp6 AND Exp36 AND Exp42
TapHeightA,268,mm,length,Flange Tap - DN350 CL600 RF 3in. Tap,Exp1 AND Exp24 AND Exp6 AND Exp36 AND Exp42
TapHeightA,293,mm,length,Flange Tap - DN400 CL600 RF 3in. Tap,Exp1 AND Exp25 AND Exp6 AND Exp36 AND Exp42
TapHeightA,319,mm,length,Flange Tap - DN450 CL600 RF 3in. Tap,Exp1 AND Exp26 AND Exp6 AND Exp36 AND Exp42
TapHeightA,344,mm,length,Flange Tap - DN500 CL600 RF 3in. Tap,Exp1 AND Exp27 AND Exp6 AND Exp36 AND Exp42
TapHeightA,395,mm,length,Flange Tap - DN600 CL600 RF 3in. Tap,Exp1 AND Exp29 AND Exp6 AND Exp36 AND Exp42
TapHeightA,222,mm,length,Flange Tap - DN40 CL900 RF 3in. Tap,Exp1 AND Exp13 AND Exp7 AND Exp36 AND Exp42
TapHeightA,228,mm,length,Flange Tap - DN50 CL900 RF 3in. Tap,Exp1 AND Exp14 AND Exp7 AND Exp36 AND Exp42
TapHeightA,242,mm,length,Flange Tap - DN80 CL900 RF 3in. Tap,Exp1 AND Exp16 AND Exp7 AND Exp36 AND Exp42
TapHeightA,255,mm,length,Flange Tap - DN100 CL900 RF 3in. Tap,Exp1 AND Exp18 AND Exp7 AND Exp36 AND Exp42
TapHeightA,193,mm,length,Flange Tap - DN150 CL900 RF 3in. Tap,Exp1 AND Exp20 AND Exp7 AND Exp36 AND Exp42
TapHeightA,219,mm,length,Flange Tap - DN200 CL900 RF 3in. Tap,Exp1 AND Exp21 AND Exp7 AND Exp36 AND Exp42
TapHeightA,246,mm,length,Flange Tap - DN250 CL900 RF 3in. Tap,Exp1 AND Exp22 AND Exp7 AND Exp36 AND Exp42
TapHeightA,271,mm,length,Flange Tap - DN300 CL900 RF 3in. Tap,Exp1 AND Exp23 AND Exp7 AND Exp36 AND Exp42
TapHeightA,287,mm,length,Flange Tap - DN350 CL900 RF 3in. Tap,Exp1 AND Exp24 AND Exp7 AND Exp36 AND Exp42
TapHeightA,312,mm,length,Flange Tap - DN400 CL900 RF 3in. Tap,Exp1 AND Exp25 AND Exp7 AND Exp36 AND Exp42
TapHeightA,338,mm,length,Flange Tap - DN450 CL900 RF 3in. Tap,Exp1 AND Exp26 AND Exp7 AND Exp36 AND Exp42
TapHeightA,237,mm,length,Flange Tap - DN40 CL1500 RF 3in. Tap,Exp1 AND Exp13 AND Exp8 AND Exp36 AND Exp42
TapHeightA,243,mm,length,Flange Tap - DN50 CL1500 RF 3in. Tap,Exp1 AND Exp14 AND Exp8 AND Exp36 AND Exp42
TapHeightA,257,mm,length,Flange Tap - DN80 CL1500 RF 3in. Tap,Exp1 AND Exp16 AND Exp8 AND Exp36 AND Exp42
TapHeightA,270,mm,length,Flange Tap - DN100 CL1500 RF 3in. Tap,Exp1 AND Exp18 AND Exp8 AND Exp36 AND Exp42
TapHeightA,208,mm,length,Flange Tap - DN150 CL1500 RF 3in. Tap,Exp1 AND Exp20 AND Exp8 AND Exp36 AND Exp42
TapHeightA,234,mm,length,Flange Tap - DN200 CL1500 RF 3in. Tap,Exp1 AND Exp21 AND Exp8 AND Exp36 AND Exp42
TapHeightA,261,mm,length,Flange Tap - DN250 CL1500 RF 3in. Tap,Exp1 AND Exp22 AND Exp8 AND Exp36 AND Exp42
TapHeightA,286,mm,length,Flange Tap - DN300 CL1500 RF 3in. Tap,Exp1 AND Exp23 AND Exp8 AND Exp36 AND Exp42
TapHeightA,321,mm,length,Flange Tap - DN100 CL2500 RF 3in. Tap,Exp1 AND Exp18 AND Exp9 AND Exp36 AND Exp42
TapHeightA,259,mm,length,Flange Tap - DN150 CL2500 RF 3in. Tap,Exp1 AND Exp20 AND Exp9 AND Exp36 AND Exp42
TapHeightA,181,mm,length,Flange Tap - DN40 CL600 RTJ 2in. Tap,Exp1 AND Exp13 AND Exp6 AND Exp49 AND Exp41
TapHeightA,187,mm,length,Flange Tap - DN50 CL600 RTJ 2in. Tap,Exp1 AND Exp14 AND Exp6 AND Exp49 AND Exp41
TapHeightA,125,mm,length,Flange Tap - DN80 CL600 RTJ 2in. Tap,Exp1 AND Exp16 AND Exp6 AND Exp49 AND Exp41
TapHeightA,138,mm,length,Flange Tap - DN100 CL600 RTJ 2in. Tap,Exp1 AND Exp18 AND Exp6 AND Exp49 AND Exp41
TapHeightA,165,mm,length,Flange Tap - DN150 CL600 RTJ 2in. Tap,Exp1 AND Exp20 AND Exp6 AND Exp49 AND Exp41
TapHeightA,190,mm,length,Flange Tap - DN200 CL600 RTJ 2in. Tap,Exp1 AND Exp21 AND Exp6 AND Exp49 AND Exp41
TapHeightA,210,mm,length,Flange Tap - DN40 CL900 RTJ 2in. Tap,Exp1 AND Exp13 AND Exp7 AND Exp49 AND Exp41
TapHeightA,216,mm,length,Flange Tap - DN50 CL900 RTJ 2in. Tap,Exp1 AND Exp14 AND Exp7 AND Exp49 AND Exp41
TapHeightA,230,mm,length,Flange Tap - DN80 CL900 RTJ 2in. Tap,Exp1 AND Exp16 AND Exp7 AND Exp49 AND Exp41
TapHeightA,243,mm,length,Flange Tap - DN100 CL900 RTJ 2in. Tap,Exp1 AND Exp18 AND Exp7 AND Exp49 AND Exp41
TapHeightA,194,mm,length,Flange Tap - DN150 CL900 RTJ 2in. Tap,Exp1 AND Exp20 AND Exp7 AND Exp49 AND Exp41
TapHeightA,219,mm,length,Flange Tap - DN200 CL900 RTJ 2in. Tap,Exp1 AND Exp21 AND Exp7 AND Exp49 AND Exp41
TapHeightA,210,mm,length,Flange Tap - DN40 CL1500 RTJ 2in. Tap,Exp1 AND Exp13 AND Exp8 AND Exp49 AND Exp41
TapHeightA,216,mm,length,Flange Tap - DN50 CL1500 RTJ 2in. Tap,Exp1 AND Exp14 AND Exp8 AND Exp49 AND Exp41
TapHeightA,230,mm,length,Flange Tap - DN80 CL1500 RTJ 2in. Tap,Exp1 AND Exp16 AND Exp8 AND Exp49 AND Exp41
TapHeightA,243,mm,length,Flange Tap - DN100 CL1500 RTJ 2in. Tap,Exp1 AND Exp18 AND Exp8 AND Exp49 AND Exp41
TapHeightA,193,mm,length,Flange Tap - DN150 CL1500 RTJ 2in. Tap,Exp1 AND Exp20 AND Exp8 AND Exp49 AND Exp41
TapHeightA,219,mm,length,Flange Tap - DN200 CL1500 RTJ 2in. Tap,Exp1 AND Exp21 AND Exp8 AND Exp49 AND Exp41
TapHeightA,235,mm,length,Flange Tap - DN40 CL2500 RTJ 2in. Tap,Exp1 AND Exp13 AND Exp9 AND Exp49 AND Exp41
TapHeightA,241,mm,length,Flange Tap - DN50 CL2500 RTJ 2in. Tap,Exp1 AND Exp14 AND Exp9 AND Exp49 AND Exp41
TapHeightA,255,mm,length,Flange Tap - DN80 CL2500 RTJ 2in. Tap,Exp1 AND Exp16 AND Exp9 AND Exp49 AND Exp41
TapHeightA,268,mm,length,Flange Tap - DN100 CL2500 RTJ 2in. Tap,Exp1 AND Exp18 AND Exp9 AND Exp49 AND Exp41
TapHeightA,219,mm,length,Flange Tap - DN150 CL2500 RTJ 2in. Tap,Exp1 AND Exp20 AND Exp9 AND Exp49 AND Exp41
TapHeightA,244,mm,length,Flange Tap - DN200 CL2500 RTJ 2in. Tap,Exp1 AND Exp21 AND Exp9 AND Exp49 AND Exp41
TapHeightA,204,mm,length,Flange Tap - DN40 CL600 RTJ 3in. Tap,Exp1 AND Exp13 AND Exp6 AND Exp49 AND Exp42
TapHeightA,210,mm,length,Flange Tap - DN50 CL600 RTJ 3in. Tap,Exp1 AND Exp14 AND Exp6 AND Exp49 AND Exp42
TapHeightA,224,mm,length,Flange Tap - DN80 CL600 RTJ 3in. Tap,Exp1 AND Exp16 AND Exp6 AND Exp49 AND Exp42
TapHeightA,237,mm,length,Flange Tap - DN100 CL600 RTJ 3in. Tap,Exp1 AND Exp18 AND Exp6 AND Exp49 AND Exp42
TapHeightA,175,mm,length,Flange Tap - DN150 CL600 RTJ 3in. Tap,Exp1 AND Exp20 AND Exp6 AND Exp49 AND Exp42
TapHeightA,200,mm,length,Flange Tap - DN200 CL600 RTJ 3in. Tap,Exp1 AND Exp21 AND Exp6 AND Exp49 AND Exp42
TapHeightA,223,mm,length,Flange Tap - DN40 CL900 RTJ 3in. Tap,Exp1 AND Exp13 AND Exp7 AND Exp49 AND Exp42
TapHeightA,229,mm,length,Flange Tap - DN50 CL900 RTJ 3in. Tap,Exp1 AND Exp14 AND Exp7 AND Exp49 AND Exp42
TapHeightA,243,mm,length,Flange Tap - DN80 CL900 RTJ 3in. Tap,Exp1 AND Exp16 AND Exp7 AND Exp49 AND Exp42
TapHeightA,256,mm,length,Flange Tap - DN100 CL900 RTJ 3in. Tap,Exp1 AND Exp18 AND Exp7 AND Exp49 AND Exp42
TapHeightA,194,mm,length,Flange Tap - DN150 CL900 RTJ 3in. Tap,Exp1 AND Exp20 AND Exp7 AND Exp49 AND Exp42
TapHeightA,219,mm,length,Flange Tap - DN200 CL900 RTJ 3in. Tap,Exp1 AND Exp21 AND Exp7 AND Exp49 AND Exp42
TapHeightA,238,mm,length,Flange Tap - DN40 CL1500 RTJ 3in. Tap,Exp1 AND Exp13 AND Exp8 AND Exp49 AND Exp42
TapHeightA,244,mm,length,Flange Tap - DN50 CL1500 RTJ 3in. Tap,Exp1 AND Exp14 AND Exp8 AND Exp49 AND Exp42
TapHeightA,258,mm,length,Flange Tap - DN80 CL1500 RTJ 3in. Tap,Exp1 AND Exp16 AND Exp8 AND Exp49 AND Exp42
TapHeightA,271,mm,length,Flange Tap - DN100 CL1500 RTJ 3in. Tap,Exp1 AND Exp18 AND Exp8 AND Exp49 AND Exp42
TapHeightA,209,mm,length,Flange Tap - DN150 CL1500 RTJ 3in. Tap,Exp1 AND Exp20 AND Exp8 AND Exp49 AND Exp42
TapHeightA,234,mm,length,Flange Tap - DN200 CL1500 RTJ 3in. Tap,Exp1 AND Exp21 AND Exp8 AND Exp49 AND Exp42
TapHeightA,291,mm,length,Flange Tap - DN40 CL2500 RTJ 3in. Tap,Exp1 AND Exp13 AND Exp9 AND Exp49 AND Exp42
TapHeightA,297,mm,length,Flange Tap - DN50 CL2500 RTJ 3in. Tap,Exp1 AND Exp14 AND Exp9 AND Exp49 AND Exp42
TapHeightA,311,mm,length,Flange Tap - DN80 CL2500 RTJ 3in. Tap,Exp1 AND Exp16 AND Exp9 AND Exp49 AND Exp42
