ProductCode,SelectionGroup,GrpOrder,PartNumber,Order,Active,DefaultItem,ExclusionRule,Cost,Name,Description,AdditionalData,EnglishUS,EnglishUS_LongDesc,French,French_LongDesc,German,German_LongDesc,Spanish,Spanish_LongDesc,Russian,Russian_LongDesc
FPD470_1,CH/FPD/PIPE/SCH,4,T5,14,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),999999,Schedule 100,Schedule 100,100,,,,,,,,,,
FPD470_1,CH/FPD/PIPE/SCH,4,T6,15,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),999999,Schedule 120,Schedule 120,120,,,,,,,,,,
FPD470_1,CH/FPD/PIPE/SCH,4,T7,16,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200),999999,Schedule 140,Schedule 140,140,,,,,,,,,,
FPD470_1,CH/FPD/PIPE/SCH,4,T8,17,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150),999999,Schedule 160,Schedule 160,160,,,,,,,,,,
FPD470_1,CH/FPD/PIPE/SCH,4,T9,18,TRUE,FALSE,,999999,Schedule XXS,Schedule XXS,XXS,,,,,,,,,,
FPD470_1,CH/FPD/PIPE/SCH,4,Z9,19,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,C3,1,TRUE,FALSE,,0,Carbon Steel,Carbon Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S6,2,TRUE,FALSE,,0,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,K3,3,TRUE,FALSE,,0,5Cr-½Mo Low Alloy F5 (UNS K41545),5Cr-½Mo Low Alloy F5 (UNS K41545),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,F6,4,TRUE,FALSE,,0,9Cr-1Mo Low Alloy F9 (UNS K90941),9Cr-1Mo Low Alloy F9 (UNS K90941),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,K4,5,TRUE,FALSE,,999999,1¼Cr-½Mo Low Alloy F11 (UNS K11597),1¼Cr-½Mo Low Alloy F11 (UNS K11597),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,K5,6,TRUE,FALSE,,999999,2¼Cr-1Mo Low Alloy F22 (UNS K21590),2¼Cr-1Mo Low Alloy F22 (UNS K21590),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,F7,7,TRUE,FALSE,,999999,9Cr-1Mo-V Low Alloy F91 (UNS K91560),9Cr-1Mo-V Low Alloy F91 (UNS K91560),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S4,8,TRUE,FALSE,,999999,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,H6,9,TRUE,FALSE,,999999,316H Stainless Steel,316H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,H4,10,TRUE,FALSE,,999999,304H Stainless Steel,304H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,C4,11,TRUE,FALSE,,999999,Low Temp Carbon Steel,Low Temp Carbon Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,C5,12,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 52),High Yield Carbon Steel (Gr 52),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,C6,13,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 65),High Yield Carbon Steel (Gr 65),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,C7,14,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 60),High Yield Carbon Steel (Gr 60),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S3,15,TRUE,FALSE,,999999,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S2,16,TRUE,FALSE,,999999,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S1,17,TRUE,FALSE,,999999,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S5,18,TRUE,FALSE,,999999,347 Stainless Steel,347 Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S7,19,TRUE,FALSE,,999999,347H Stainless Steel,347H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S8,20,TRUE,FALSE,,999999,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,S9,21,TRUE,FALSE,,999999,904L Stainless Steel,904L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,D1,22,TRUE,FALSE,,999999,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,D2,23,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,D3,24,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,M1,25,TRUE,FALSE,,999999,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,U1,26,TRUE,FALSE,,999999,Alloy 20 (UNS N08020),Alloy 20 (UNS N08020),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,U2,27,TRUE,FALSE,,999999,Alloy 200 (UNS N02200),Alloy 200 (UNS N02200),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,M4,28,TRUE,FALSE,,999999,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,U3,29,TRUE,FALSE,,999999,Alloy 600 (UNS N06600),Alloy 600 (UNS N06600),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,N2,30,TRUE,FALSE,,999999,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,U4,31,TRUE,FALSE,,999999,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,U5,32,TRUE,FALSE,,999999,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,U6,33,TRUE,FALSE,,999999,Alloy C-22 (UNS N06022),Alloy C-22 (UNS N06022),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,U7,34,TRUE,FALSE,,999999,Alloy C-276 (UNS N010276),Alloy C-276 (UNS N010276),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,P2,35,TRUE,FALSE,,999999,90/10 CuNi (UNS C70600),90/10 CuNi (UNS C70600),,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,T2,36,TRUE,FALSE,,999999,Titanium Grade 2,Titanium Grade 2,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,T5,37,TRUE,FALSE,,999999,Titanium Grade 5,Titanium Grade 5,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,L1,38,TRUE,FALSE,,999999,Tantalum,Tantalum,,,,,,,,,,,
FPD470_1,CH/FPD/NONELEM/MAT,5,Z9,39,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,C3,1,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4),0,Carbon Steel,Carbon Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S6,2,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4 OR CH/FPD/NONELEM/MAT=S6 OR CH/FPD/NONELEM/MAT=S4),0,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,C4,3,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4),999999,Low Temp Carbon Steel,Low Temp Carbon Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,K3,4,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=K3),0,5Cr-½Mo Low Alloy F5 (UNS K41545),5Cr-½Mo Low Alloy F5 (UNS K41545),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,F6,5,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=F6),0,9Cr-1Mo Low Alloy F9 (UNS K90941),9Cr-1Mo Low Alloy F9 (UNS K90941),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,K4,6,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=K4),999999,1¼Cr-½Mo Low Alloy F11 (UNS K11597),1¼Cr-½Mo Low Alloy F11 (UNS K11597),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,K5,7,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=K5),999999,2¼Cr-1Mo Low Alloy F22 (UNS K21590),2¼Cr-1Mo Low Alloy F22 (UNS K21590),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,F7,8,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=F7),999999,9Cr-1Mo-V Low Alloy F91 (UNS K91560),9Cr-1Mo-V Low Alloy F91 (UNS K91560),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S4,9,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4 OR CH/FPD/NONELEM/MAT=S6 OR CH/FPD/NONELEM/MAT=S4),999999,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,H6,10,TRUE,FALSE,,999999,316H Stainless Steel,316H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,H4,11,TRUE,FALSE,,999999,304H Stainless Steel,304H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,C5,12,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 52),High Yield Carbon Steel (Gr 52),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,C6,13,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 65),High Yield Carbon Steel (Gr 65),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,C7,14,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 60),High Yield Carbon Steel (Gr 60),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S3,15,TRUE,FALSE,,999999,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S2,16,TRUE,FALSE,,999999,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S1,17,TRUE,FALSE,,999999,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S5,18,TRUE,FALSE,,999999,347 Stainless Steel,347 Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S7,19,TRUE,FALSE,,999999,347H Stainless Steel,347H Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S8,20,TRUE,FALSE,,999999,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,S9,21,TRUE,FALSE,,999999,904L Stainless Steel,904L Stainless Steel,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,D1,22,TRUE,FALSE,,999999,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,D2,23,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,D3,24,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,M1,25,TRUE,FALSE,,999999,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,U1,26,TRUE,FALSE,,999999,Alloy 20 (UNS N08020),Alloy 20 (UNS N08020),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,U2,27,TRUE,FALSE,,999999,Alloy 200 (UNS N02200),Alloy 200 (UNS N02200),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,M4,28,TRUE,FALSE,,999999,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,U3,29,TRUE,FALSE,,999999,Alloy 600 (UNS N06600),Alloy 600 (UNS N06600),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,N2,30,TRUE,FALSE,,999999,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,U4,31,TRUE,FALSE,,999999,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,U5,32,TRUE,FALSE,,999999,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,U6,33,TRUE,FALSE,,999999,Alloy C-22 (UNS N06022),Alloy C-22 (UNS N06022),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,U7,34,TRUE,FALSE,,999999,Alloy C-276 (UNS N010276),Alloy C-276 (UNS N010276),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,P2,35,TRUE,FALSE,,999999,90/10 CuNi (UNS C70600),90/10 CuNi (UNS C70600),,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,T2,36,TRUE,FALSE,,999999,Titanium Grade 2,Titanium Grade 2,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,T5,37,TRUE,FALSE,,999999,Titanium Grade 5,Titanium Grade 5,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,L1,38,TRUE,FALSE,,999999,Tantalum,Tantalum,,,,,,,,,,,
FPD470_1,CH/FPD/ELEM/MAT,6,Z9,39,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/HD/RATIO,7,H2,1,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090),0,0.2,0.2,0.2,,,,,,,,,,
FPD470_1,CH/FPD/HD/RATIO,7,H3,2,TRUE,FALSE,,0,0.3,0.3,0.3,,,,,,,,,,
FPD470_1,CH/FPD/HD/RATIO,7,H4,3,TRUE,FALSE,,0,0.4,0.4,0.4,,,,,,,,,,
FPD470_1,CH/FPD/HD/RATIO,7,H5,4,TRUE,FALSE,,0,0.5,0.5,0.5,,,,,,,,,,
FPD470_1,CH/FPD/HD/RATIO,7,H6,5,TRUE,FALSE,CH/FPD/LINE/SIZE=040,0,0.6,0.6,0.6,,,,,,,,,,
FPD470_1,CH/FPD/HD/RATIO,7,H7,6,TRUE,FALSE,CH/FPD/LINE/SIZE=040,0,0.7,0.7,0.7,,,,,,,,,,
FPD470_1,CH/FPD/HD/RATIO,7,Z9,7,TRUE,FALSE,,0,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,R2,1,TRUE,FALSE,,0,Weld Neck End Flange - Raised Face,Weld Neck End Flange - Raised Face,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,J2,2,TRUE,FALSE,,0,Weld Neck End Flange - RTJ,Weld Neck End Flange - RTJ,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,F2,3,TRUE,FALSE,,999999,Weld Neck End Flange - Flat Face,Weld Neck End Flange - Flat Face,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,P1,4,TRUE,FALSE,,999999,Weld Prepared Ends,Weld Prepared Ends,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,R3,5,TRUE,FALSE,CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150,999999,Slip On Flange - Raised Face,Slip On Flange - Raised Face,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,F3,6,TRUE,FALSE,CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150,999999,Slip On Flange - Flat Face,Slip On Flange - Flat Face,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,S1,7,TRUE,FALSE,,999999,Socket Weld Flange - Raised Face,Socket Weld Flange - Raised Face,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/TYPE,8,Z9,19,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,A1,1,TRUE,FALSE,CH/FPD/LINE/SIZE=040,0,ASME Class 150,ASME Class 150,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,A3,2,TRUE,FALSE,,0,ASME Class 300,ASME Class 300,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,A6,3,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),0,ASME Class 600,ASME Class 600,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,A7,4,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),0,ASME Class 900,ASME Class 900,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,A8,5,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),0,ASME Class 1500,ASME Class 1500,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,A9,6,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200),999999,ASME Class 2500,ASME Class 2500,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,D0,7,TRUE,FALSE,,0,PN 6,PN 6,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,D1,8,TRUE,FALSE,,0,PN 10,PN 10,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,D2,9,TRUE,FALSE,,0,PN 16,PN 16,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,D3,10,TRUE,FALSE,,0,PN 25,PN 25,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,D4,11,TRUE,FALSE,,0,PN 40,PN 40,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,D5,12,TRUE,FALSE,,0,PN 63,PN 63,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,D6,13,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),0,PN 100,PN 100,,,,,,,,,,,
FPD470_1,CH/FPD/END/CONN/RAT,9,Z9,37,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/TYPE,10,T1,1,TRUE,FALSE,,0,Female Thread,Female Thread,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/TYPE,10,S1,2,TRUE,FALSE,,0,Female Socket Weld,Female Socket Weld,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/TYPE,10,Z9,3,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SIZE,11,T1,1,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=S1),999999,¼ in.,¼ in.,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SIZE,11,T2,2,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=S1),999999,3/8 in.,3/8 in.,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SIZE,11,T3,3,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=S1),0,½ in.,½ in.,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SIZE,11,T4,4,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=S1),0,¾ in.,¾ in.,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SIZE,11,Z9,5,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/RAT,12,S1,1,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=S1),0,Socket Weld,Socket Weld,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/RAT,12,T1,4,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1),0,BSPT F,BSPT F,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/RAT,12,T3,6,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1),0,NPT F,NPT F,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/RAT,12,Z9,8,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SETS,13,TN1,1,TRUE,FALSE,,0,One Set,One Set,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SETS,13,TN2,2,TRUE,FALSE,,0,Two Sets,Two Sets,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SETS,13,TN3,3,TRUE,FALSE,,0,Three Sets,Three Sets,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SETS,13,TN4,4,TRUE,FALSE,,999999,Four Sets,Four Sets,,,,,,,,,,,
FPD470_1,CH/FPD/TAPPING/SETS,13,TNZ,5,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_1,CH/FPD/ADD/REQ,14,SJ1,1,TRUE,FALSE,,999999,Steam Jacket,Steam Jacket,,,,,,,,,,,
FPD470_1,CH/FPD/ADD/REQ,14,MS1,2,TRUE,FALSE,,999999,Material source limitations apply,Material source limitations apply,,,,,,,,,,,
FPD470_1,CH/FPD/PIPE/ORIENT,15,PNH,1,TRUE,FALSE,,0,Horizontal,Horizontal,,,,,,,,,,,
FPD470_1,CH/FPD/PIPE/ORIENT,15,PNV,2,TRUE,FALSE,,0,Vertical,Vertical,,,,,,,,,,,
FPD470_1,CH/FPD/WELD/CODE,16,K1,1,TRUE,FALSE,,999999,ASME B31.3 cyclic service,ASME B31.3 cyclic service,,,,,,,,,,,
FPD470_1,CH/FPD/WELD/CODE,16,K2,2,TRUE,FALSE,,999999,ASME B31.3 category D service,ASME B31.3 category D service,,,,,,,,,,,
FPD470_1,CH/FPD/WELD/CODE,16,K3,3,TRUE,FALSE,,999999,ASME B31.3 category M service,ASME B31.3 category M service,,,,,,,,,,,
FPD470_1,CH/FPD/WELD/CODE,16,K4,4,TRUE,FALSE,,999999,ASME B31.4,ASME B31.4,,,,,,,,,,,
FPD470_1,CH/FPD/WELD/CODE,16,K5,5,TRUE,FALSE,,999999,ASME B31.5,ASME B31.5,,,,,,,,,,,
FPD470_1,CH/FPD/WELD/CODE,16,K6,6,TRUE,FALSE,,999999,PED B3.1 SEP level,PED B3.1 SEP level,,,,,,,,,,,
