ColumnName,Value,Units,UnitsType,Notes,Expression
GADimensionH,95.1,mm,length,95.1,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp25 AND Exp34 AND Exp6 AND Exp57
GADimensionH,95.1,mm,length,95.1,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp26 AND Exp34 AND Exp6 AND Exp57
GADimensionH,114.15,mm,length,114.15,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp32 AND Exp34 AND Exp6 AND Exp57
GADimensionH,129.9,mm,length,129.9,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp36 AND Exp34 AND Exp6 AND Exp57
GADimensionH,145.9,mm,length,145.9,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp37 AND Exp34 AND Exp6 AND Exp57
GADimensionH,164.95,mm,length,164.95,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp38 AND Exp34 AND Exp6 AND Exp57
GADimensionH,168,mm,length,168,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp39 AND Exp34 AND Exp6 AND Exp57
GADimensionH,177.65,mm,length,177.65,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp40 AND Exp34 AND Exp6 AND Exp57
GADimensionH,190.35,mm,length,190.35,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp41 AND Exp34 AND Exp6 AND Exp57
GADimensionH,196.7,mm,length,196.7,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp42 AND Exp34 AND Exp6 AND Exp57
GADimensionH,203.05,mm,length,203.05,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp43 AND Exp34 AND Exp6 AND Exp57
GADimensionH,215.75,mm,length,215.75,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp45 AND Exp34 AND Exp6 AND Exp57
GADimensionH,234.8,mm,length,234.8,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp46 AND Exp34 AND Exp6 AND Exp57
GADimensionH,247.5,mm,length,247.5,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp47 AND Exp34 AND Exp6 AND Exp57
GADimensionH,260.2,mm,length,260.2,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp48 AND Exp34 AND Exp6 AND Exp57
GADimensionH,272.9,mm,length,272.9,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp49 AND Exp34 AND Exp6 AND Exp57
GADimensionH,282.3,mm,length,282.3,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp50 AND Exp34 AND Exp6 AND Exp57
GADimensionH,295,mm,length,295,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp51 AND Exp34 AND Exp6 AND Exp57
GADimensionH,95.1,mm,length,95.1,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp21 AND Exp27 AND Exp6 AND Exp57
GADimensionH,101.45,mm,length,101.45,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp23 AND Exp27 AND Exp6 AND Exp57
GADimensionH,114.15,mm,length,114.15,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp24 AND Exp27 AND Exp6 AND Exp57
GADimensionH,117.2,mm,length,117.2,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp25 AND Exp27 AND Exp6 AND Exp57
GADimensionH,114.15,mm,length,114.15,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp26 AND Exp27 AND Exp6 AND Exp57
GADimensionH,126.85,mm,length,126.85,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp32 AND Exp27 AND Exp6 AND Exp57
GADimensionH,152.25,mm,length,152.25,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp36 AND Exp27 AND Exp6 AND Exp57
GADimensionH,174.6,mm,length,174.6,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp37 AND Exp27 AND Exp6 AND Exp57
GADimensionH,196.7,mm,length,196.7,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp38 AND Exp27 AND Exp6 AND Exp57
GADimensionH,212.7,mm,length,212.7,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp39 AND Exp27 AND Exp6 AND Exp57
GADimensionH,225.4,mm,length,225.4,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp40 AND Exp27 AND Exp6 AND Exp57
GADimensionH,228.45,mm,length,228.45,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp41 AND Exp27 AND Exp6 AND Exp57
GADimensionH,241.15,mm,length,241.15,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp42 AND Exp27 AND Exp6 AND Exp57
GADimensionH,260.2,mm,length,260.2,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp43 AND Exp27 AND Exp6 AND Exp57
GADimensionH,304.65,mm,length,304.65,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp45 AND Exp27 AND Exp6 AND Exp57
GADimensionH,298.3,mm,length,298.3,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp46 AND Exp27 AND Exp6 AND Exp57
GADimensionH,311,mm,length,311,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp47 AND Exp27 AND Exp6 AND Exp57
GADimensionH,323.7,mm,length,323.7,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp48 AND Exp27 AND Exp6 AND Exp57
GADimensionH,342.75,mm,length,342.75,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp49 AND Exp27 AND Exp6 AND Exp57
GADimensionH,361.8,mm,length,361.8,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp50 AND Exp27 AND Exp6 AND Exp57
GADimensionH,374.5,mm,length,374.5,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp51 AND Exp27 AND Exp6 AND Exp57
GADimensionH,95.1,mm,length,95.1,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp21 AND Exp28 AND Exp6 AND Exp57
GADimensionH,101.45,mm,length,101.45,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp23 AND Exp28 AND Exp6 AND Exp57
GADimensionH,114.15,mm,length,114.15,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp24 AND Exp28 AND Exp6 AND Exp57
GADimensionH,117.2,mm,length,117.2,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp25 AND Exp28 AND Exp6 AND Exp57
GADimensionH,129.9,mm,length,129.9,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp26 AND Exp28 AND Exp6 AND Exp57
GADimensionH,136.5,mm,length,136.5,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp32 AND Exp28 AND Exp6 AND Exp57
GADimensionH,184,mm,length,184,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp36 AND Exp28 AND Exp6 AND Exp57
GADimensionH,225.4,mm,length,225.4,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp37 AND Exp28 AND Exp6 AND Exp57
GADimensionH,266.55,mm,length,266.55,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp38 AND Exp28 AND Exp6 AND Exp57
GADimensionH,295,mm,length,295,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp39 AND Exp28 AND Exp6 AND Exp57
GADimensionH,311,mm,length,311,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp40 AND Exp28 AND Exp6 AND Exp57
GADimensionH,323.7,mm,length,323.7,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp41 AND Exp28 AND Exp6 AND Exp57
GADimensionH,339.7,mm,length,339.7,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp42 AND Exp28 AND Exp6 AND Exp57
GADimensionH,368.15,mm,length,368.15,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp43 AND Exp28 AND Exp6 AND Exp57
GADimensionH,418.95,mm,length,418.95,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp45 AND Exp28 AND Exp6 AND Exp57
GADimensionH,104.5,mm,length,104.5,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp21 AND Exp19 AND Exp6 AND Exp57
GADimensionH,123.8,mm,length,123.8,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp23 AND Exp19 AND Exp6 AND Exp57
GADimensionH,139.55,mm,length,139.55,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp24 AND Exp19 AND Exp6 AND Exp57
GADimensionH,155.3,mm,length,155.3,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp25 AND Exp19 AND Exp6 AND Exp57
GADimensionH,180.7,mm,length,180.7,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp26 AND Exp19 AND Exp6 AND Exp57
GADimensionH,203.05,mm,length,203.05,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp32 AND Exp19 AND Exp6 AND Exp57
GADimensionH,285.6,mm,length,285.6,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp36 AND Exp19 AND Exp6 AND Exp57
GADimensionH,330.05,mm,length,330.05,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp37 AND Exp19 AND Exp6 AND Exp57
GADimensionH,431.65,mm,length,431.65,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp38 AND Exp19 AND Exp6 AND Exp57
GADimensionH,476.1,mm,length,476.1,Exp1 AND Exp2 AND Exp11 AND Exp59 AND Exp56 AND Exp39 AND Exp19 AND Exp6 AND Exp57
GADimensionH,89.75,mm,length,89.75,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp21 AND Exp31 AND Exp6 AND Exp57
GADimensionH,93.05,mm,length,93.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp23 AND Exp31 AND Exp6 AND Exp57
GADimensionH,93.05,mm,length,93.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp24 AND Exp31 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp25 AND Exp31 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp26 AND Exp31 AND Exp6 AND Exp57
GADimensionH,98.7,mm,length,98.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp32 AND Exp31 AND Exp6 AND Exp57
GADimensionH,107.3,mm,length,107.3,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp36 AND Exp31 AND Exp6 AND Exp57
GADimensionH,118.45,mm,length,118.45,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp37 AND Exp31 AND Exp6 AND Exp57
GADimensionH,124.55,mm,length,124.55,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp38 AND Exp31 AND Exp6 AND Exp57
GADimensionH,137.25,mm,length,137.25,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp39 AND Exp31 AND Exp6 AND Exp57
GADimensionH,149.95,mm,length,149.95,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp40 AND Exp31 AND Exp6 AND Exp57
GADimensionH,153.25,mm,length,153.25,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp41 AND Exp31 AND Exp6 AND Exp57
GADimensionH,165.95,mm,length,165.95,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp42 AND Exp31 AND Exp6 AND Exp57
GADimensionH,169.25,mm,length,169.25,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp43 AND Exp31 AND Exp6 AND Exp57
GADimensionH,175.35,mm,length,175.35,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp45 AND Exp31 AND Exp6 AND Exp57
GADimensionH,191.35,mm,length,191.35,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp46 AND Exp31 AND Exp6 AND Exp57
GADimensionH,204.05,mm,length,204.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp47 AND Exp31 AND Exp6 AND Exp57
GADimensionH,216.75,mm,length,216.75,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp48 AND Exp31 AND Exp6 AND Exp57
GADimensionH,229.45,mm,length,229.45,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp49 AND Exp31 AND Exp6 AND Exp57
GADimensionH,238.85,mm,length,238.85,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp50 AND Exp31 AND Exp6 AND Exp57
GADimensionH,248.5,mm,length,248.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp51 AND Exp31 AND Exp6 AND Exp57
GADimensionH,89.75,mm,length,89.75,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp21 AND Exp33 AND Exp6 AND Exp57
GADimensionH,93.05,mm,length,93.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp23 AND Exp33 AND Exp6 AND Exp57
GADimensionH,93.05,mm,length,93.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp24 AND Exp33 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp25 AND Exp33 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp26 AND Exp33 AND Exp6 AND Exp57
GADimensionH,102.45,mm,length,102.45,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp32 AND Exp33 AND Exp6 AND Exp57
GADimensionH,116.68,mm,length,116.68,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp36 AND Exp33 AND Exp6 AND Exp57
GADimensionH,130.9,mm,length,130.9,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp37 AND Exp33 AND Exp6 AND Exp57
GADimensionH,137.5,mm,length,137.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp38 AND Exp33 AND Exp6 AND Exp57
GADimensionH,150.2,mm,length,150.2,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp39 AND Exp33 AND Exp6 AND Exp57
GADimensionH,162.9,mm,length,162.9,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp40 AND Exp33 AND Exp6 AND Exp57
GADimensionH,165.95,mm,length,165.95,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp41 AND Exp33 AND Exp6 AND Exp57
GADimensionH,178.65,mm,length,178.65,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp42 AND Exp33 AND Exp6 AND Exp57
GADimensionH,181.7,mm,length,181.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp43 AND Exp33 AND Exp6 AND Exp57
GADimensionH,188.3,mm,length,188.3,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp45 AND Exp33 AND Exp6 AND Exp57
GADimensionH,207.1,mm,length,207.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp46 AND Exp33 AND Exp6 AND Exp57
GADimensionH,219.8,mm,length,219.8,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp47 AND Exp33 AND Exp6 AND Exp57
GADimensionH,232.5,mm,length,232.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp48 AND Exp33 AND Exp6 AND Exp57
GADimensionH,245.2,mm,length,245.2,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp49 AND Exp33 AND Exp6 AND Exp57
GADimensionH,254.85,mm,length,254.85,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp50 AND Exp33 AND Exp6 AND Exp57
GADimensionH,264.5,mm,length,264.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp51 AND Exp33 AND Exp6 AND Exp57
GADimensionH,89.75,mm,length,89.75,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp21 AND Exp34 AND Exp6 AND Exp57
GADimensionH,93.05,mm,length,93.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp23 AND Exp34 AND Exp6 AND Exp57
GADimensionH,93.05,mm,length,93.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp24 AND Exp34 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp25 AND Exp34 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp26 AND Exp34 AND Exp6 AND Exp57
GADimensionH,115.15,mm,length,115.15,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp32 AND Exp34 AND Exp6 AND Exp57
GADimensionH,130.9,mm,length,130.9,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp36 AND Exp34 AND Exp6 AND Exp57
GADimensionH,146.9,mm,length,146.9,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp37 AND Exp34 AND Exp6 AND Exp57
GADimensionH,165.95,mm,length,165.95,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp38 AND Exp34 AND Exp6 AND Exp57
GADimensionH,169,mm,length,169,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp39 AND Exp34 AND Exp6 AND Exp57
GADimensionH,178.65,mm,length,178.65,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp40 AND Exp34 AND Exp6 AND Exp57
GADimensionH,191.35,mm,length,191.35,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp41 AND Exp34 AND Exp6 AND Exp57
GADimensionH,197.7,mm,length,197.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp42 AND Exp34 AND Exp6 AND Exp57
GADimensionH,204.05,mm,length,204.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp43 AND Exp34 AND Exp6 AND Exp57
GADimensionH,216.75,mm,length,216.75,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp45 AND Exp34 AND Exp6 AND Exp57
GADimensionH,235.8,mm,length,235.8,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp46 AND Exp34 AND Exp6 AND Exp57
GADimensionH,248.5,mm,length,248.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp47 AND Exp34 AND Exp6 AND Exp57
GADimensionH,261.2,mm,length,261.2,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp48 AND Exp34 AND Exp6 AND Exp57
GADimensionH,273.9,mm,length,273.9,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp49 AND Exp34 AND Exp6 AND Exp57
GADimensionH,283.3,mm,length,283.3,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp50 AND Exp34 AND Exp6 AND Exp57
GADimensionH,296,mm,length,296,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp51 AND Exp34 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp21 AND Exp27 AND Exp6 AND Exp57
GADimensionH,102.45,mm,length,102.45,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp23 AND Exp27 AND Exp6 AND Exp57
GADimensionH,115.15,mm,length,115.15,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp24 AND Exp27 AND Exp6 AND Exp57
GADimensionH,118.2,mm,length,118.2,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp25 AND Exp27 AND Exp6 AND Exp57
GADimensionH,115.15,mm,length,115.15,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp26 AND Exp27 AND Exp6 AND Exp57
GADimensionH,127.85,mm,length,127.85,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp32 AND Exp27 AND Exp6 AND Exp57
GADimensionH,153.25,mm,length,153.25,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp36 AND Exp27 AND Exp6 AND Exp57
GADimensionH,175.6,mm,length,175.6,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp37 AND Exp27 AND Exp6 AND Exp57
GADimensionH,197.7,mm,length,197.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp38 AND Exp27 AND Exp6 AND Exp57
GADimensionH,213.7,mm,length,213.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp39 AND Exp27 AND Exp6 AND Exp57
GADimensionH,226.4,mm,length,226.4,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp40 AND Exp27 AND Exp6 AND Exp57
GADimensionH,229.45,mm,length,229.45,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp41 AND Exp27 AND Exp6 AND Exp57
GADimensionH,242.15,mm,length,242.15,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp42 AND Exp27 AND Exp6 AND Exp57
GADimensionH,261.2,mm,length,261.2,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp43 AND Exp27 AND Exp6 AND Exp57
GADimensionH,305.65,mm,length,305.65,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp45 AND Exp27 AND Exp6 AND Exp57
GADimensionH,299.3,mm,length,299.3,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp46 AND Exp27 AND Exp6 AND Exp57
GADimensionH,312,mm,length,312,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp47 AND Exp27 AND Exp6 AND Exp57
GADimensionH,324.7,mm,length,324.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp48 AND Exp27 AND Exp6 AND Exp57
GADimensionH,343.75,mm,length,343.75,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp49 AND Exp27 AND Exp6 AND Exp57
GADimensionH,362.8,mm,length,362.8,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp50 AND Exp27 AND Exp6 AND Exp57
GADimensionH,375.5,mm,length,375.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp51 AND Exp27 AND Exp6 AND Exp57
GADimensionH,96.1,mm,length,96.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp21 AND Exp28 AND Exp6 AND Exp57
GADimensionH,102.45,mm,length,102.45,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp23 AND Exp28 AND Exp6 AND Exp57
GADimensionH,115.15,mm,length,115.15,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp24 AND Exp28 AND Exp6 AND Exp57
GADimensionH,118.2,mm,length,118.2,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp25 AND Exp28 AND Exp6 AND Exp57
GADimensionH,130.9,mm,length,130.9,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp26 AND Exp28 AND Exp6 AND Exp57
GADimensionH,137.5,mm,length,137.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp32 AND Exp28 AND Exp6 AND Exp57
GADimensionH,185,mm,length,185,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp36 AND Exp28 AND Exp6 AND Exp57
GADimensionH,226.4,mm,length,226.4,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp37 AND Exp28 AND Exp6 AND Exp57
GADimensionH,267.55,mm,length,267.55,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp38 AND Exp28 AND Exp6 AND Exp57
GADimensionH,296,mm,length,296,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp39 AND Exp28 AND Exp6 AND Exp57
GADimensionH,312,mm,length,312,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp40 AND Exp28 AND Exp6 AND Exp57
GADimensionH,324.7,mm,length,324.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp41 AND Exp28 AND Exp6 AND Exp57
GADimensionH,340.7,mm,length,340.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp42 AND Exp28 AND Exp6 AND Exp57
GADimensionH,369.15,mm,length,369.15,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp43 AND Exp28 AND Exp6 AND Exp57
GADimensionH,419.95,mm,length,419.95,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp45 AND Exp28 AND Exp6 AND Exp57
GADimensionH,105.5,mm,length,105.5,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp21 AND Exp19 AND Exp6 AND Exp57
GADimensionH,124.8,mm,length,124.8,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp23 AND Exp19 AND Exp6 AND Exp57
GADimensionH,140.55,mm,length,140.55,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp24 AND Exp19 AND Exp6 AND Exp57
GADimensionH,156.3,mm,length,156.3,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp25 AND Exp19 AND Exp6 AND Exp57
GADimensionH,181.7,mm,length,181.7,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp26 AND Exp19 AND Exp6 AND Exp57
GADimensionH,204.05,mm,length,204.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp32 AND Exp19 AND Exp6 AND Exp57
GADimensionH,286.6,mm,length,286.6,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp36 AND Exp19 AND Exp6 AND Exp57
GADimensionH,331.05,mm,length,331.05,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp37 AND Exp19 AND Exp6 AND Exp57
GADimensionH,432.65,mm,length,432.65,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp38 AND Exp19 AND Exp6 AND Exp57
GADimensionH,477.1,mm,length,477.1,Exp1 AND Exp2 AND Exp11 AND Exp60 AND Exp56 AND Exp39 AND Exp19 AND Exp6 AND Exp57
