ColumnName,Value,Units,UnitsType,Notes,Expression
GADimensionH,137.65,mm,length,137.65,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp32 AND Exp27 AND Exp6 AND Exp69
GADimensionH,163.05,mm,length,163.05,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp36 AND Exp27 AND Exp6 AND Exp69
GADimensionH,185.4,mm,length,185.4,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp37 AND Exp27 AND Exp6 AND Exp69
GADimensionH,207.5,mm,length,207.5,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp38 AND Exp27 AND Exp6 AND Exp69
GADimensionH,223.5,mm,length,223.5,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp39 AND Exp27 AND Exp6 AND Exp69
GADimensionH,236.2,mm,length,236.2,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp40 AND Exp27 AND Exp6 AND Exp69
GADimensionH,239.25,mm,length,239.25,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp41 AND Exp27 AND Exp6 AND Exp69
GADimensionH,251.95,mm,length,251.95,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp42 AND Exp27 AND Exp6 AND Exp69
GADimensionH,271,mm,length,271,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp43 AND Exp27 AND Exp6 AND Exp69
GADimensionH,315.45,mm,length,315.45,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp45 AND Exp27 AND Exp6 AND Exp69
GADimensionH,309.1,mm,length,309.1,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp46 AND Exp27 AND Exp6 AND Exp69
GADimensionH,321.8,mm,length,321.8,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp47 AND Exp27 AND Exp6 AND Exp69
GADimensionH,334.5,mm,length,334.5,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp48 AND Exp27 AND Exp6 AND Exp69
GADimensionH,353.55,mm,length,353.55,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp49 AND Exp27 AND Exp6 AND Exp69
GADimensionH,372.6,mm,length,372.6,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp50 AND Exp27 AND Exp6 AND Exp69
GADimensionH,385.3,mm,length,385.3,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp51 AND Exp27 AND Exp6 AND Exp69
GADimensionH,105.9,mm,length,105.9,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp21 AND Exp28 AND Exp6 AND Exp69
GADimensionH,112.25,mm,length,112.25,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp23 AND Exp28 AND Exp6 AND Exp69
GADimensionH,124.95,mm,length,124.95,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp24 AND Exp28 AND Exp6 AND Exp69
GADimensionH,128,mm,length,128,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp25 AND Exp28 AND Exp6 AND Exp69
GADimensionH,140.7,mm,length,140.7,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp26 AND Exp28 AND Exp6 AND Exp69
GADimensionH,147.3,mm,length,147.3,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp32 AND Exp28 AND Exp6 AND Exp69
GADimensionH,194.8,mm,length,194.8,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp36 AND Exp28 AND Exp6 AND Exp69
GADimensionH,236.2,mm,length,236.2,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp37 AND Exp28 AND Exp6 AND Exp69
GADimensionH,277.35,mm,length,277.35,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp38 AND Exp28 AND Exp6 AND Exp69
GADimensionH,305.8,mm,length,305.8,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp39 AND Exp28 AND Exp6 AND Exp69
GADimensionH,321.8,mm,length,321.8,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp40 AND Exp28 AND Exp6 AND Exp69
GADimensionH,334.5,mm,length,334.5,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp41 AND Exp28 AND Exp6 AND Exp69
GADimensionH,350.5,mm,length,350.5,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp42 AND Exp28 AND Exp6 AND Exp69
GADimensionH,378.95,mm,length,378.95,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp43 AND Exp28 AND Exp6 AND Exp69
GADimensionH,429.75,mm,length,429.75,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp45 AND Exp28 AND Exp6 AND Exp69
GADimensionH,115.3,mm,length,115.3,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp21 AND Exp19 AND Exp6 AND Exp69
GADimensionH,134.6,mm,length,134.6,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp23 AND Exp19 AND Exp6 AND Exp69
GADimensionH,150.35,mm,length,150.35,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp24 AND Exp19 AND Exp6 AND Exp69
GADimensionH,166.1,mm,length,166.1,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp25 AND Exp19 AND Exp6 AND Exp69
GADimensionH,191.5,mm,length,191.5,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp26 AND Exp19 AND Exp6 AND Exp69
GADimensionH,213.85,mm,length,213.85,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp32 AND Exp19 AND Exp6 AND Exp69
GADimensionH,296.4,mm,length,296.4,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp36 AND Exp19 AND Exp6 AND Exp69
GADimensionH,340.85,mm,length,340.85,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp37 AND Exp19 AND Exp6 AND Exp69
GADimensionH,442.45,mm,length,442.45,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp38 AND Exp19 AND Exp6 AND Exp69
GADimensionH,486.9,mm,length,486.9,Exp1 AND Exp2 AND Exp11 AND Exp62 AND Exp56 AND Exp39 AND Exp19 AND Exp6 AND Exp69
GADimensionH,101.55,mm,length,101.55,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp31 AND Exp6 AND Exp69
GADimensionH,104.85,mm,length,104.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp31 AND Exp6 AND Exp69
GADimensionH,104.85,mm,length,104.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp31 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp31 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp31 AND Exp6 AND Exp69
GADimensionH,110.5,mm,length,110.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp31 AND Exp6 AND Exp69
GADimensionH,119.1,mm,length,119.1,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp31 AND Exp6 AND Exp69
GADimensionH,130.25,mm,length,130.25,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp31 AND Exp6 AND Exp69
GADimensionH,136.35,mm,length,136.35,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp31 AND Exp6 AND Exp69
GADimensionH,149.05,mm,length,149.05,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp31 AND Exp6 AND Exp69
GADimensionH,161.75,mm,length,161.75,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp40 AND Exp31 AND Exp6 AND Exp69
GADimensionH,165.05,mm,length,165.05,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp41 AND Exp31 AND Exp6 AND Exp69
GADimensionH,177.75,mm,length,177.75,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp42 AND Exp31 AND Exp6 AND Exp69
GADimensionH,181.05,mm,length,181.05,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp43 AND Exp31 AND Exp6 AND Exp69
GADimensionH,187.15,mm,length,187.15,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp45 AND Exp31 AND Exp6 AND Exp69
GADimensionH,203.15,mm,length,203.15,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp46 AND Exp31 AND Exp6 AND Exp69
GADimensionH,215.85,mm,length,215.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp47 AND Exp31 AND Exp6 AND Exp69
GADimensionH,228.55,mm,length,228.55,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp48 AND Exp31 AND Exp6 AND Exp69
GADimensionH,241.25,mm,length,241.25,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp49 AND Exp31 AND Exp6 AND Exp69
GADimensionH,250.65,mm,length,250.65,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp50 AND Exp31 AND Exp6 AND Exp69
GADimensionH,260.3,mm,length,260.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp51 AND Exp31 AND Exp6 AND Exp69
GADimensionH,101.55,mm,length,101.55,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp33 AND Exp6 AND Exp69
GADimensionH,104.85,mm,length,104.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp33 AND Exp6 AND Exp69
GADimensionH,104.85,mm,length,104.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp33 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp33 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp33 AND Exp6 AND Exp69
GADimensionH,114.25,mm,length,114.25,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp33 AND Exp6 AND Exp69
GADimensionH,128.48,mm,length,128.48,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp33 AND Exp6 AND Exp69
GADimensionH,142.7,mm,length,142.7,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp33 AND Exp6 AND Exp69
GADimensionH,149.3,mm,length,149.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp33 AND Exp6 AND Exp69
GADimensionH,162,mm,length,162,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp33 AND Exp6 AND Exp69
GADimensionH,174.7,mm,length,174.7,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp40 AND Exp33 AND Exp6 AND Exp69
GADimensionH,177.75,mm,length,177.75,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp41 AND Exp33 AND Exp6 AND Exp69
GADimensionH,190.45,mm,length,190.45,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp42 AND Exp33 AND Exp6 AND Exp69
GADimensionH,193.5,mm,length,193.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp43 AND Exp33 AND Exp6 AND Exp69
GADimensionH,200.1,mm,length,200.1,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp45 AND Exp33 AND Exp6 AND Exp69
GADimensionH,218.9,mm,length,218.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp46 AND Exp33 AND Exp6 AND Exp69
GADimensionH,231.6,mm,length,231.6,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp47 AND Exp33 AND Exp6 AND Exp69
GADimensionH,244.3,mm,length,244.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp48 AND Exp33 AND Exp6 AND Exp69
GADimensionH,257,mm,length,257,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp49 AND Exp33 AND Exp6 AND Exp69
GADimensionH,266.65,mm,length,266.65,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp50 AND Exp33 AND Exp6 AND Exp69
GADimensionH,276.3,mm,length,276.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp51 AND Exp33 AND Exp6 AND Exp69
GADimensionH,101.55,mm,length,101.55,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp34 AND Exp6 AND Exp69
GADimensionH,104.85,mm,length,104.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp34 AND Exp6 AND Exp69
GADimensionH,104.85,mm,length,104.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp34 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp34 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp34 AND Exp6 AND Exp69
GADimensionH,126.95,mm,length,126.95,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp34 AND Exp6 AND Exp69
GADimensionH,142.7,mm,length,142.7,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp34 AND Exp6 AND Exp69
GADimensionH,158.7,mm,length,158.7,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp34 AND Exp6 AND Exp69
GADimensionH,177.75,mm,length,177.75,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp34 AND Exp6 AND Exp69
GADimensionH,180.8,mm,length,180.8,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp34 AND Exp6 AND Exp69
GADimensionH,190.45,mm,length,190.45,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp40 AND Exp34 AND Exp6 AND Exp69
GADimensionH,203.15,mm,length,203.15,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp41 AND Exp34 AND Exp6 AND Exp69
GADimensionH,209.5,mm,length,209.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp42 AND Exp34 AND Exp6 AND Exp69
GADimensionH,215.85,mm,length,215.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp43 AND Exp34 AND Exp6 AND Exp69
GADimensionH,228.55,mm,length,228.55,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp45 AND Exp34 AND Exp6 AND Exp69
GADimensionH,247.6,mm,length,247.6,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp46 AND Exp34 AND Exp6 AND Exp69
GADimensionH,260.3,mm,length,260.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp47 AND Exp34 AND Exp6 AND Exp69
GADimensionH,273,mm,length,273,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp48 AND Exp34 AND Exp6 AND Exp69
GADimensionH,285.7,mm,length,285.7,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp49 AND Exp34 AND Exp6 AND Exp69
GADimensionH,295.1,mm,length,295.1,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp50 AND Exp34 AND Exp6 AND Exp69
GADimensionH,307.8,mm,length,307.8,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp51 AND Exp34 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp27 AND Exp6 AND Exp69
GADimensionH,114.25,mm,length,114.25,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp27 AND Exp6 AND Exp69
GADimensionH,126.95,mm,length,126.95,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp27 AND Exp6 AND Exp69
GADimensionH,130,mm,length,130,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp27 AND Exp6 AND Exp69
GADimensionH,126.95,mm,length,126.95,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp27 AND Exp6 AND Exp69
GADimensionH,139.65,mm,length,139.65,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp27 AND Exp6 AND Exp69
GADimensionH,165.05,mm,length,165.05,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp27 AND Exp6 AND Exp69
GADimensionH,187.4,mm,length,187.4,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp27 AND Exp6 AND Exp69
GADimensionH,209.5,mm,length,209.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp27 AND Exp6 AND Exp69
GADimensionH,225.5,mm,length,225.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp27 AND Exp6 AND Exp69
GADimensionH,238.2,mm,length,238.2,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp40 AND Exp27 AND Exp6 AND Exp69
GADimensionH,241.25,mm,length,241.25,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp41 AND Exp27 AND Exp6 AND Exp69
GADimensionH,253.95,mm,length,253.95,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp42 AND Exp27 AND Exp6 AND Exp69
GADimensionH,273,mm,length,273,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp43 AND Exp27 AND Exp6 AND Exp69
GADimensionH,317.45,mm,length,317.45,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp45 AND Exp27 AND Exp6 AND Exp69
GADimensionH,311.1,mm,length,311.1,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp46 AND Exp27 AND Exp6 AND Exp69
GADimensionH,323.8,mm,length,323.8,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp47 AND Exp27 AND Exp6 AND Exp69
GADimensionH,336.5,mm,length,336.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp48 AND Exp27 AND Exp6 AND Exp69
GADimensionH,355.55,mm,length,355.55,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp49 AND Exp27 AND Exp6 AND Exp69
GADimensionH,374.6,mm,length,374.6,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp50 AND Exp27 AND Exp6 AND Exp69
GADimensionH,387.3,mm,length,387.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp51 AND Exp27 AND Exp6 AND Exp69
GADimensionH,107.9,mm,length,107.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp28 AND Exp6 AND Exp69
GADimensionH,114.25,mm,length,114.25,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp28 AND Exp6 AND Exp69
GADimensionH,126.95,mm,length,126.95,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp28 AND Exp6 AND Exp69
GADimensionH,130,mm,length,130,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp28 AND Exp6 AND Exp69
GADimensionH,142.7,mm,length,142.7,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp28 AND Exp6 AND Exp69
GADimensionH,149.3,mm,length,149.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp28 AND Exp6 AND Exp69
GADimensionH,196.8,mm,length,196.8,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp28 AND Exp6 AND Exp69
GADimensionH,238.2,mm,length,238.2,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp28 AND Exp6 AND Exp69
GADimensionH,279.35,mm,length,279.35,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp28 AND Exp6 AND Exp69
GADimensionH,307.8,mm,length,307.8,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp28 AND Exp6 AND Exp69
GADimensionH,323.8,mm,length,323.8,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp40 AND Exp28 AND Exp6 AND Exp69
GADimensionH,336.5,mm,length,336.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp41 AND Exp28 AND Exp6 AND Exp69
GADimensionH,352.5,mm,length,352.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp42 AND Exp28 AND Exp6 AND Exp69
GADimensionH,380.95,mm,length,380.95,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp43 AND Exp28 AND Exp6 AND Exp69
GADimensionH,431.75,mm,length,431.75,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp45 AND Exp28 AND Exp6 AND Exp69
GADimensionH,117.3,mm,length,117.3,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp19 AND Exp6 AND Exp69
GADimensionH,136.6,mm,length,136.6,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp19 AND Exp6 AND Exp69
GADimensionH,152.35,mm,length,152.35,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp19 AND Exp6 AND Exp69
GADimensionH,168.1,mm,length,168.1,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp19 AND Exp6 AND Exp69
GADimensionH,193.5,mm,length,193.5,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp19 AND Exp6 AND Exp69
GADimensionH,215.85,mm,length,215.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp19 AND Exp6 AND Exp69
GADimensionH,298.4,mm,length,298.4,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp19 AND Exp6 AND Exp69
GADimensionH,342.85,mm,length,342.85,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp19 AND Exp6 AND Exp69
GADimensionH,444.45,mm,length,444.45,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp19 AND Exp6 AND Exp69
GADimensionH,488.9,mm,length,488.9,Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp19 AND Exp6 AND Exp69
GADimensionH,103.55,mm,length,103.55,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp31 AND Exp6 AND Exp69
GADimensionH,106.85,mm,length,106.85,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp23 AND Exp31 AND Exp6 AND Exp69
GADimensionH,106.85,mm,length,106.85,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp24 AND Exp31 AND Exp6 AND Exp69
GADimensionH,109.9,mm,length,109.9,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp25 AND Exp31 AND Exp6 AND Exp69
GADimensionH,109.9,mm,length,109.9,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp26 AND Exp31 AND Exp6 AND Exp69
GADimensionH,112.5,mm,length,112.5,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp32 AND Exp31 AND Exp6 AND Exp69
GADimensionH,121.1,mm,length,121.1,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp36 AND Exp31 AND Exp6 AND Exp69
GADimensionH,132.25,mm,length,132.25,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp37 AND Exp31 AND Exp6 AND Exp69
GADimensionH,138.35,mm,length,138.35,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp38 AND Exp31 AND Exp6 AND Exp69
GADimensionH,151.05,mm,length,151.05,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp39 AND Exp31 AND Exp6 AND Exp69
GADimensionH,163.75,mm,length,163.75,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp40 AND Exp31 AND Exp6 AND Exp69
GADimensionH,167.05,mm,length,167.05,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp41 AND Exp31 AND Exp6 AND Exp69
GADimensionH,179.75,mm,length,179.75,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp42 AND Exp31 AND Exp6 AND Exp69
GADimensionH,183.05,mm,length,183.05,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp43 AND Exp31 AND Exp6 AND Exp69
GADimensionH,189.15,mm,length,189.15,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp45 AND Exp31 AND Exp6 AND Exp69
GADimensionH,205.15,mm,length,205.15,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp46 AND Exp31 AND Exp6 AND Exp69
GADimensionH,217.85,mm,length,217.85,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp47 AND Exp31 AND Exp6 AND Exp69
GADimensionH,230.55,mm,length,230.55,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp48 AND Exp31 AND Exp6 AND Exp69
GADimensionH,243.25,mm,length,243.25,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp49 AND Exp31 AND Exp6 AND Exp69
GADimensionH,252.65,mm,length,252.65,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp50 AND Exp31 AND Exp6 AND Exp69
GADimensionH,262.3,mm,length,262.3,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp51 AND Exp31 AND Exp6 AND Exp69
GADimensionH,103.55,mm,length,103.55,Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp33 AND Exp6 AND Exp69
