ColumnName,Value,Units,UnitsType,Notes,Expression
GADimensionA,5.71,in,length,"Line Size 3""900 Class",Exp1 AND Exp16 AND Exp7 AND Exp41 AND Exp36
GADimensionA,6.28,in,length,"Line Size 4""900 Class",Exp1 AND Exp18 AND Exp7 AND Exp41 AND Exp36
GADimensionA,6.86,in,length,"Line Size 5""900 Class",Exp1 AND Exp19 AND Exp7 AND Exp41 AND Exp36
GADimensionA,7.42,in,length,"Line Size 6""900 Class",Exp1 AND Exp20 AND Exp7 AND Exp41 AND Exp36
GADimensionA,8.45,in,length,"Line Size 8""900 Class",Exp1 AND Exp21 AND Exp7 AND Exp41 AND Exp36
GADimensionA,9.54,in,length,"Line Size 10""900 Class",Exp1 AND Exp22 AND Exp7 AND Exp41 AND Exp36
GADimensionA,10.55,in,length,"Line Size 12""900 Class",Exp1 AND Exp23 AND Exp7 AND Exp41 AND Exp36
GADimensionA,11.18,in,length,"Line Size 14""900 Class",Exp1 AND Exp24 AND Exp7 AND Exp41 AND Exp36
GADimensionA,12.19,in,length,"Line Size 16""900 Class",Exp1 AND Exp25 AND Exp7 AND Exp41 AND Exp36
GADimensionA,13.2,in,length,"Line Size 18""900 Class",Exp1 AND Exp26 AND Exp7 AND Exp41 AND Exp36
GADimensionA,9.5,in,length,"Line Size 1.5""1500 Class",Exp1 AND Exp13 AND Exp8 AND Exp41 AND Exp36
GADimensionA,6.75,in,length,"Line Size 2""1500 Class",Exp1 AND Exp14 AND Exp8 AND Exp41 AND Exp36
GADimensionA,5.71,in,length,"Line Size 3""1500 Class",Exp1 AND Exp16 AND Exp8 AND Exp41 AND Exp36
GADimensionA,6.28,in,length,"Line Size 4""1500 Class",Exp1 AND Exp18 AND Exp8 AND Exp41 AND Exp36
GADimensionA,6.86,in,length,"Line Size 5""1500 Class",Exp1 AND Exp19 AND Exp8 AND Exp41 AND Exp36
GADimensionA,7.42,in,length,"Line Size 6""1500 Class",Exp1 AND Exp20 AND Exp8 AND Exp41 AND Exp36
GADimensionA,8.45,in,length,"Line Size 8""1500 Class",Exp1 AND Exp21 AND Exp8 AND Exp41 AND Exp36
GADimensionA,9.54,in,length,"Line Size 10""1500 Class",Exp1 AND Exp22 AND Exp8 AND Exp41 AND Exp36
GADimensionA,10.55,in,length,"Line Size 12""1500 Class",Exp1 AND Exp23 AND Exp8 AND Exp41 AND Exp36
GADimensionA,10.5,in,length,"Line Size 1.5""2500 Class",Exp1 AND Exp13 AND Exp9 AND Exp41 AND Exp36
GADimensionA,7.75,in,length,"Line Size 2""2500 Class",Exp1 AND Exp14 AND Exp9 AND Exp41 AND Exp36
GADimensionA,6.71,in,length,"Line Size 3""2500 Class",Exp1 AND Exp16 AND Exp9 AND Exp41 AND Exp36
GADimensionA,7.28,in,length,"Line Size 4""2500 Class",Exp1 AND Exp18 AND Exp9 AND Exp41 AND Exp36
GADimensionA,7.86,in,length,"Line Size 5""2500 Class",Exp1 AND Exp19 AND Exp9 AND Exp41 AND Exp36
GADimensionA,8.42,in,length,"Line Size 6""2500 Class",Exp1 AND Exp20 AND Exp9 AND Exp41 AND Exp36
GADimensionA,4.47,in,length,"Line Size 4""150 Class",Exp1 AND Exp37 AND Exp18 AND Exp4
GADimensionA,5.73,in,length,"Line Size 6""150 Class",Exp1 AND Exp37 AND Exp20 AND Exp4
GADimensionA,6.81,in,length,"Line Size 8""150 Class",Exp1 AND Exp37 AND Exp21 AND Exp4
GADimensionA,7.93,in,length,"Line Size 10""150 Class",Exp1 AND Exp37 AND Exp22 AND Exp4
GADimensionA,8.96,in,length,"Line Size 12""150 Class",Exp1 AND Exp37 AND Exp23 AND Exp4
GADimensionA,9.6,in,length,"Line Size 14""150 Class",Exp1 AND Exp37 AND Exp24 AND Exp4
GADimensionA,10.62,in,length,"Line Size 16""150 Class",Exp1 AND Exp37 AND Exp25 AND Exp4
GADimensionA,11.63,in,length,"Line Size 18""150 Class",Exp1 AND Exp37 AND Exp26 AND Exp4
GADimensionA,12.64,in,length,"Line Size 20""150 Class",Exp1 AND Exp37 AND Exp27 AND Exp4
GADimensionA,14.66,in,length,"Line Size 24""150 Class",Exp1 AND Exp37 AND Exp29 AND Exp4
GADimensionA,4.85,in,length,"Line Size 4""300 Class",Exp1 AND Exp37 AND Exp18 AND Exp5
GADimensionA,6.1,in,length,"Line Size 6""300 Class",Exp1 AND Exp37 AND Exp20 AND Exp5
GADimensionA,7.19,in,length,"Line Size 8""300 Class",Exp1 AND Exp37 AND Exp21 AND Exp5
GADimensionA,8.3,in,length,"Line Size 10""300 Class",Exp1 AND Exp37 AND Exp22 AND Exp5
GADimensionA,9.33,in,length,"Line Size 12""300 Class",Exp1 AND Exp37 AND Exp23 AND Exp5
GADimensionA,9.97,in,length,"Line Size 14""300 Class",Exp1 AND Exp37 AND Exp24 AND Exp5
GADimensionA,10.99,in,length,"Line Size 16""300 Class",Exp1 AND Exp37 AND Exp25 AND Exp5
GADimensionA,12.01,in,length,"Line Size 18""300 Class",Exp1 AND Exp37 AND Exp26 AND Exp5
GADimensionA,13.02,in,length,"Line Size 20""300 Class",Exp1 AND Exp37 AND Exp27 AND Exp5
GADimensionA,15.04,in,length,"Line Size 24""300 Class",Exp1 AND Exp37 AND Exp29 AND Exp5
GADimensionA,5.22,in,length,"Line Size 4""600 Class",Exp1 AND Exp37 AND Exp18 AND Exp6
GADimensionA,6.48,in,length,"Line Size 6""600 Class",Exp1 AND Exp37 AND Exp20 AND Exp6
GADimensionA,7.56,in,length,"Line Size 8""600 Class",Exp1 AND Exp37 AND Exp21 AND Exp6
GADimensionA,8.68,in,length,"Line Size 10""600 Class",Exp1 AND Exp37 AND Exp22 AND Exp6
GADimensionA,9.71,in,length,"Line Size 12""600 Class",Exp1 AND Exp37 AND Exp23 AND Exp6
GADimensionA,10.35,in,length,"Line Size 14""600 Class",Exp1 AND Exp37 AND Exp24 AND Exp6
GADimensionA,11.37,in,length,"Line Size 16""600 Class",Exp1 AND Exp37 AND Exp25 AND Exp6
GADimensionA,13.38,in,length,"Line Size 18""600 Class",Exp1 AND Exp37 AND Exp26 AND Exp6
GADimensionA,13.39,in,length,"Line Size 20""600 Class",Exp1 AND Exp37 AND Exp27 AND Exp6
GADimensionA,15.41,in,length,"Line Size 24""600 Class",Exp1 AND Exp37 AND Exp29 AND Exp6
GADimensionA,15.67,in,length,"Line Size 26""150 Class",Exp1 AND Exp30 AND Exp4 AND Exp42 AND Exp36
GADimensionA,16.67,in,length,"Line Size 28""150 Class",Exp1 AND Exp31 AND Exp4 AND Exp42 AND Exp36
GADimensionA,17.68,in,length,"Line Size 30""150 Class",Exp1 AND Exp32 AND Exp4 AND Exp42 AND Exp36
GADimensionA,19.69,in,length,"Line Size 34""150 Class",Exp1 AND Exp34 AND Exp4 AND Exp42 AND Exp36
GADimensionA,20.69,in,length,"Line Size 36""150 Class",Exp1 AND Exp35 AND Exp4 AND Exp42 AND Exp36
GADimensionA,16.04,in,length,"Line Size 26""300 Class",Exp1 AND Exp30 AND Exp5 AND Exp42 AND Exp36
GADimensionA,17.05,in,length,"Line Size 28""300 Class",Exp1 AND Exp31 AND Exp5 AND Exp42 AND Exp36
GADimensionA,18.05,in,length,"Line Size 30""300 Class",Exp1 AND Exp32 AND Exp5 AND Exp42 AND Exp36
GADimensionA,20.06,in,length,"Line Size 34""300 Class",Exp1 AND Exp34 AND Exp5 AND Exp42 AND Exp36
GADimensionA,21.07,in,length,"Line Size 36""300 Class",Exp1 AND Exp35 AND Exp5 AND Exp42 AND Exp36
GADimensionA,15.46,in,length,"Line Size 26""150 Class",Exp1 AND Exp30 AND Exp4 AND Exp41 AND Exp36
GADimensionA,16.47,in,length,"Line Size 28""150 Class",Exp1 AND Exp31 AND Exp4 AND Exp41 AND Exp36
GADimensionA,17.47,in,length,"Line Size 30""150 Class",Exp1 AND Exp32 AND Exp4 AND Exp41 AND Exp36
GADimensionA,19.47,in,length,"Line Size 34""150 Class",Exp1 AND Exp34 AND Exp4 AND Exp41 AND Exp36
GADimensionA,20.47,in,length,"Line Size 36""150 Class",Exp1 AND Exp35 AND Exp4 AND Exp41 AND Exp36
GADimensionA,15.71,in,length,"Line Size 26""300 Class",Exp1 AND Exp30 AND Exp5 AND Exp41 AND Exp36
GADimensionA,16.72,in,length,"Line Size 28""300 Class",Exp1 AND Exp31 AND Exp5 AND Exp41 AND Exp36
GADimensionA,17.72,in,length,"Line Size 30""300 Class",Exp1 AND Exp32 AND Exp5 AND Exp41 AND Exp36
GADimensionA,19.72,in,length,"Line Size 34""300 Class",Exp1 AND Exp34 AND Exp5 AND Exp41 AND Exp36
GADimensionA,20.72,in,length,"Line Size 36""300 Class",Exp1 AND Exp35 AND Exp5 AND Exp41 AND Exp36
GADimensionA,3.19,in,length,"Line Size 4""150 Class",Exp2 AND Exp36 AND Exp18 AND Exp4
GADimensionA,4.25,in,length,"Line Size 6""150 Class",Exp2 AND Exp36 AND Exp20 AND Exp4
GADimensionA,5.25,in,length,"Line Size 8""150 Class",Exp2 AND Exp36 AND Exp21 AND Exp4
GADimensionA,6.31,in,length,"Line Size 10""150 Class",Exp2 AND Exp36 AND Exp22 AND Exp4
GADimensionA,7.31,in,length,"Line Size 12""150 Class",Exp2 AND Exp36 AND Exp23 AND Exp4
GADimensionA,7.94,in,length,"Line Size 14""150 Class",Exp2 AND Exp36 AND Exp24 AND Exp4
GADimensionA,8.94,in,length,"Line Size 16""150 Class",Exp2 AND Exp36 AND Exp25 AND Exp4
GADimensionA,9.94,in,length,"Line Size 18""150 Class",Exp2 AND Exp36 AND Exp26 AND Exp4
GADimensionA,10.94,in,length,"Line Size 20""150 Class",Exp2 AND Exp36 AND Exp27 AND Exp4
GADimensionA,12.94,in,length,"Line Size 24""150 Class",Exp2 AND Exp36 AND Exp29 AND Exp4
GADimensionA,3.19,in,length,"Line Size 4""300 Class",Exp2 AND Exp36 AND Exp18 AND Exp5
GADimensionA,4.25,in,length,"Line Size 6""300 Class",Exp2 AND Exp36 AND Exp20 AND Exp5
GADimensionA,5.25,in,length,"Line Size 8""300 Class",Exp2 AND Exp36 AND Exp21 AND Exp5
GADimensionA,6.31,in,length,"Line Size 10""300 Class",Exp2 AND Exp36 AND Exp22 AND Exp5
GADimensionA,7.31,in,length,"Line Size 12""300 Class",Exp2 AND Exp36 AND Exp23 AND Exp5
GADimensionA,7.94,in,length,"Line Size 14""300 Class",Exp2 AND Exp36 AND Exp24 AND Exp5
GADimensionA,8.94,in,length,"Line Size 16""300 Class",Exp2 AND Exp36 AND Exp25 AND Exp5
GADimensionA,9.94,in,length,"Line Size 18""300 Class",Exp2 AND Exp36 AND Exp26 AND Exp5
GADimensionA,10.94,in,length,"Line Size 20""300 Class",Exp2 AND Exp36 AND Exp27 AND Exp5
GADimensionA,12.94,in,length,"Line Size 24""300 Class",Exp2 AND Exp36 AND Exp29 AND Exp5
GADimensionA,1,in,length,"Line Size 0.5""150,300 Class",Exp2 AND Exp37 AND Exp52 AND Exp40
GADimensionA,1.5,in,length,"Line Size 1""150,300 Class",Exp2 AND Exp37 AND Exp11 AND Exp40
GADimensionA,1.88,in,length,"Line Size 1.5""150,300 Class",Exp2 AND Exp37 AND Exp13 AND Exp40
GADimensionA,2.25,in,length,"Line Size 2""150,300 Class",Exp2 AND Exp37 AND Exp14 AND Exp40
GADimensionA,2.75,in,length,"Line Size 3""150,300 Class",Exp2 AND Exp37 AND Exp16 AND Exp40
GADimensionA,3.19,in,length,"Line Size 4""150,300 Class",Exp2 AND Exp37 AND Exp18 AND Exp40
GADimensionA,4.25,in,length,"Line Size 6""150,300 Class",Exp2 AND Exp37 AND Exp20 AND Exp40
GADimensionA,5.25,in,length,"Line Size 8""150,300 Class",Exp2 AND Exp37 AND Exp21 AND Exp40
GADimensionA,6.31,in,length,"Line Size 10""150,300 Class",Exp2 AND Exp37 AND Exp22 AND Exp40
GADimensionA,7.31,in,length,"Line Size 12""150,300 Class",Exp2 AND Exp37 AND Exp23 AND Exp40
GADimensionA,7.94,in,length,"Line Size 14""150,300 Class",Exp2 AND Exp37 AND Exp24 AND Exp40
GADimensionA,8.94,in,length,"Line Size 16""150,300 Class",Exp2 AND Exp37 AND Exp25 AND Exp40
GADimensionA,9.94,in,length,"Line Size 18""150,300 Class",Exp2 AND Exp37 AND Exp26 AND Exp40
GADimensionA,10.94,in,length,"Line Size 20""150,300 Class",Exp2 AND Exp37 AND Exp27 AND Exp40
GADimensionA,12.94,in,length,"Line Size 24""150,300 Class",Exp2 AND Exp37 AND Exp29 AND Exp40
GADimensionA,5.25,in,length,"Line Size 8""150 Class",Exp3 AND Exp21 AND Exp4 AND Exp36
GADimensionA,6.31,in,length,"Line Size 10""150 Class",Exp3 AND Exp22 AND Exp4 AND Exp36
GADimensionA,7.31,in,length,"Line Size 12""150 Class",Exp3 AND Exp23 AND Exp4 AND Exp36
GADimensionA,7.94,in,length,"Line Size 14""150 Class",Exp3 AND Exp24 AND Exp4 AND Exp36
GADimensionA,8.94,in,length,"Line Size 16""150 Class",Exp3 AND Exp25 AND Exp4 AND Exp36
GADimensionA,9.94,in,length,"Line Size 18""150 Class",Exp3 AND Exp26 AND Exp4 AND Exp36
GADimensionA,10.94,in,length,"Line Size 20""150 Class",Exp3 AND Exp27 AND Exp4 AND Exp36
GADimensionA,12.94,in,length,"Line Size 24""150 Class",Exp3 AND Exp29 AND Exp4 AND Exp36
GADimensionA,5.25,in,length,"Line Size 8""300 Class",Exp3 AND Exp21 AND Exp5 AND Exp36
GADimensionA,6.31,in,length,"Line Size 10""300 Class",Exp3 AND Exp22 AND Exp5 AND Exp36
GADimensionA,7.31,in,length,"Line Size 12""300 Class",Exp3 AND Exp23 AND Exp5 AND Exp36
GADimensionA,7.94,in,length,"Line Size 14""300 Class",Exp3 AND Exp24 AND Exp5 AND Exp36
GADimensionA,8.94,in,length,"Line Size 16""300 Class",Exp3 AND Exp25 AND Exp5 AND Exp36
GADimensionA,9.94,in,length,"Line Size 18""300 Class",Exp3 AND Exp26 AND Exp5 AND Exp36
GADimensionA,10.94,in,length,"Line Size 20""300 Class",Exp3 AND Exp27 AND Exp5 AND Exp36
GADimensionA,12.94,in,length,"Line Size 24""300 Class",Exp3 AND Exp29 AND Exp5 AND Exp36
GADimensionA,5.25,in,length,"Line Size 8""600 Class",Exp3 AND Exp21 AND Exp6 AND Exp36
GADimensionA,6.31,in,length,"Line Size 10""600 Class",Exp3 AND Exp22 AND Exp6 AND Exp36
GADimensionA,7.31,in,length,"Line Size 12""600 Class",Exp3 AND Exp23 AND Exp6 AND Exp36
GADimensionA,7.94,in,length,"Line Size 14""600 Class",Exp3 AND Exp24 AND Exp6 AND Exp36
GADimensionA,8.94,in,length,"Line Size 16""600 Class",Exp3 AND Exp25 AND Exp6 AND Exp36
GADimensionA,9.94,in,length,"Line Size 18""600 Class",Exp3 AND Exp26 AND Exp6 AND Exp36
GADimensionA,10.94,in,length,"Line Size 20""600 Class",Exp3 AND Exp27 AND Exp6 AND Exp36
GADimensionA,12.94,in,length,"Line Size 24""600 Class",Exp3 AND Exp29 AND Exp6 AND Exp36
GADimensionA,5.25,in,length,"Line Size 8""150 Class",Exp3 AND Exp21 AND Exp4 AND Exp37
GADimensionA,6.31,in,length,"Line Size 10""150 Class",Exp3 AND Exp22 AND Exp4 AND Exp37
GADimensionA,7.31,in,length,"Line Size 12""150 Class",Exp3 AND Exp23 AND Exp4 AND Exp37
GADimensionA,7.94,in,length,"Line Size 14""150 Class",Exp3 AND Exp24 AND Exp4 AND Exp37
GADimensionA,8.94,in,length,"Line Size 16""150 Class",Exp3 AND Exp25 AND Exp4 AND Exp37
GADimensionA,9.94,in,length,"Line Size 18""150 Class",Exp3 AND Exp26 AND Exp4 AND Exp37
GADimensionA,10.94,in,length,"Line Size 20""150 Class",Exp3 AND Exp27 AND Exp4 AND Exp37
GADimensionA,12.94,in,length,"Line Size 24""150 Class",Exp3 AND Exp29 AND Exp4 AND Exp37
GADimensionA,5.25,in,length,"Line Size 8""300 Class",Exp3 AND Exp21 AND Exp5 AND Exp37
GADimensionA,6.31,in,length,"Line Size 10""300 Class",Exp3 AND Exp22 AND Exp5 AND Exp37
GADimensionA,7.31,in,length,"Line Size 12""300 Class",Exp3 AND Exp23 AND Exp5 AND Exp37
GADimensionA,7.94,in,length,"Line Size 14""300 Class",Exp3 AND Exp24 AND Exp5 AND Exp37
GADimensionA,8.94,in,length,"Line Size 16""300 Class",Exp3 AND Exp25 AND Exp5 AND Exp37
GADimensionA,9.94,in,length,"Line Size 18""300 Class",Exp3 AND Exp26 AND Exp5 AND Exp37
GADimensionA,10.94,in,length,"Line Size 20""300 Class",Exp3 AND Exp27 AND Exp5 AND Exp37
GADimensionA,12.94,in,length,"Line Size 24""300 Class",Exp3 AND Exp29 AND Exp5 AND Exp37
GADimensionA,5.25,in,length,"Line Size 8""600 Class",Exp3 AND Exp21 AND Exp6 AND Exp37
GADimensionA,6.31,in,length,"Line Size 10""600 Class",Exp3 AND Exp22 AND Exp6 AND Exp37
GADimensionA,5.25,in,length,"Line Size 8""900 Class",Exp3 AND Exp36 AND Exp21 AND Exp7
GADimensionA,6.31,in,length,"Line Size 10""900 Class",Exp3 AND Exp36 AND Exp22 AND Exp7
GADimensionA,7.31,in,length,"Line Size 12""900 Class",Exp3 AND Exp36 AND Exp23 AND Exp7
GADimensionA,7.94,in,length,"Line Size 14""900 Class",Exp3 AND Exp36 AND Exp24 AND Exp7
GADimensionA,8.94,in,length,"Line Size 16""900 Class",Exp3 AND Exp36 AND Exp25 AND Exp7
GADimensionA,9.94,in,length,"Line Size 18""900 Class",Exp3 AND Exp36 AND Exp26 AND Exp7
GADimensionA,5.25,in,length,"Line Size 8""1500 Class",Exp3 AND Exp36 AND Exp21 AND Exp8
GADimensionA,6.31,in,length,"Line Size 10""1500 Class",Exp3 AND Exp36 AND Exp22 AND Exp8
GADimensionA,7.31,in,length,"Line Size 12""1500 Class",Exp3 AND Exp36 AND Exp23 AND Exp8
GADimensionA,13.94,in,length,"Line Size 26""150 Class",Exp3 AND Exp36 AND Exp30 AND Exp4
GADimensionA,14.94,in,length,"Line Size 28""150 Class",Exp3 AND Exp36 AND Exp31 AND Exp4
GADimensionA,15.94,in,length,"Line Size 30""150 Class",Exp3 AND Exp36 AND Exp32 AND Exp4
GADimensionA,17.94,in,length,"Line Size 34""150 Class",Exp3 AND Exp36 AND Exp34 AND Exp4
GADimensionA,18.94,in,length,"Line Size 36""150 Class",Exp3 AND Exp36 AND Exp35 AND Exp4
GADimensionA,13.94,in,length,"Line Size 26""300 Class",Exp3 AND Exp36 AND Exp30 AND Exp5
GADimensionA,14.94,in,length,"Line Size 28""300 Class",Exp3 AND Exp36 AND Exp31 AND Exp5
GADimensionA,15.94,in,length,"Line Size 30""300 Class",Exp3 AND Exp36 AND Exp32 AND Exp5
GADimensionA,17.94,in,length,"Line Size 34""300 Class",Exp3 AND Exp36 AND Exp34 AND Exp5
GADimensionA,18.94,in,length,"Line Size 36""300 Class",Exp3 AND Exp36 AND Exp35 AND Exp5
GADimensionA,9.25,in,length,"Line Size 1.5""600 Class",Exp1 AND Exp49 AND Exp42 AND Exp13 AND Exp6
GADimensionA,9.5,in,length,"Line Size 2""600 Class",Exp1 AND Exp49 AND Exp42 AND Exp14 AND Exp6
GADimensionA,6.88,in,length,"Line Size 3""600 Class",Exp1 AND Exp49 AND Exp42 AND Exp16 AND Exp6
GADimensionA,5.22,in,length,"Line Size 4""600 Class",Exp1 AND Exp49 AND Exp42 AND Exp18 AND Exp6
GADimensionA,6.48,in,length,"Line Size 6""600 Class",Exp1 AND Exp49 AND Exp42 AND Exp20 AND Exp6
GADimensionA,7.56,in,length,"Line Size 8""600 Class",Exp1 AND Exp49 AND Exp42 AND Exp21 AND Exp6
GADimensionA,10,in,length,"Line Size 1""900 Class",Exp1 AND Exp49 AND Exp42 AND Exp11 AND Exp7
GADimensionA,10.25,in,length,"Line Size 1.5""900 Class",Exp1 AND Exp49 AND Exp42 AND Exp13 AND Exp7
GADimensionA,7.63,in,length,"Line Size 2""900 Class",Exp1 AND Exp49 AND Exp42 AND Exp14 AND Exp7
GADimensionA,5.97,in,length,"Line Size 3""900 Class",Exp1 AND Exp49 AND Exp42 AND Exp16 AND Exp7
GADimensionA,7.23,in,length,"Line Size 4""900 Class",Exp1 AND Exp49 AND Exp42 AND Exp18 AND Exp7
GADimensionA,8.31,in,length,"Line Size 6""900 Class",Exp1 AND Exp49 AND Exp42 AND Exp20 AND Exp7
GADimensionA,10.63,in,length,"Line Size 1""1500 Class",Exp1 AND Exp49 AND Exp42 AND Exp11 AND Exp8
GADimensionA,10.88,in,length,"Line Size 1.5""1500 Class",Exp1 AND Exp49 AND Exp42 AND Exp13 AND Exp8
GADimensionA,8.25,in,length,"Line Size 2""1500 Class",Exp1 AND Exp49 AND Exp42 AND Exp14 AND Exp8
GADimensionA,6.6,in,length,"Line Size 3""1500 Class",Exp1 AND Exp49 AND Exp42 AND Exp16 AND Exp8
GADimensionA,7.85,in,length,"Line Size 4""1500 Class",Exp1 AND Exp49 AND Exp42 AND Exp18 AND Exp8
GADimensionA,8.94,in,length,"Line Size 6""1500 Class",Exp1 AND Exp49 AND Exp42 AND Exp20 AND Exp8
GADimensionA,8.6,in,length,"Line Size 4""2500 Class",Exp1 AND Exp49 AND Exp42 AND Exp18 AND Exp9
GADimensionA,9.85,in,length,"Line Size 6""2500 Class",Exp1 AND Exp49 AND Exp42 AND Exp20 AND Exp9
GADimensionA,8.38,in,length,"Line Size 1.5""600 Class",Exp1 AND Exp49 AND Exp41 AND Exp13 AND Exp6
GADimensionA,5.63,in,length,"Line Size 2""600 Class",Exp1 AND Exp49 AND Exp41 AND Exp14 AND Exp6
GADimensionA,4.58,in,length,"Line Size 3""600 Class",Exp1 AND Exp49 AND Exp41 AND Exp16 AND Exp6
GADimensionA,5.16,in,length,"Line Size 4""600 Class",Exp1 AND Exp49 AND Exp41 AND Exp18 AND Exp6
GADimensionA,6.29,in,length,"Line Size 6""600 Class",Exp1 AND Exp49 AND Exp41 AND Exp20 AND Exp6
GADimensionA,7.33,in,length,"Line Size 8""600 Class",Exp1 AND Exp49 AND Exp41 AND Exp21 AND Exp6
GADimensionA,5.71,in,length,"Line Size 3""900 Class",Exp1 AND Exp49 AND Exp41 AND Exp16 AND Exp7
GADimensionA,6.28,in,length,"Line Size 4""900 Class",Exp1 AND Exp49 AND Exp41 AND Exp18 AND Exp7
GADimensionA,7.42,in,length,"Line Size 6""900 Class",Exp1 AND Exp49 AND Exp41 AND Exp20 AND Exp7
GADimensionA,8.45,in,length,"Line Size 8""900 Class",Exp1 AND Exp49 AND Exp41 AND Exp21 AND Exp7
GADimensionA,9.5,in,length,"Line Size 1.5""1500 Class",Exp1 AND Exp49 AND Exp41 AND Exp13 AND Exp8
GADimensionA,6.75,in,length,"Line Size 2""1500 Class",Exp1 AND Exp49 AND Exp41 AND Exp14 AND Exp8
GADimensionA,5.71,in,length,"Line Size 3""1500 Class",Exp1 AND Exp49 AND Exp41 AND Exp16 AND Exp8
GADimensionA,6.28,in,length,"Line Size 4""1500 Class",Exp1 AND Exp49 AND Exp41 AND Exp18 AND Exp8
GADimensionA,7.42,in,length,"Line Size 6""1500 Class",Exp1 AND Exp49 AND Exp41 AND Exp20 AND Exp8
GADimensionA,8.45,in,length,"Line Size 8""1500 Class",Exp1 AND Exp49 AND Exp41 AND Exp21 AND Exp8
GADimensionA,10.5,in,length,"Line Size 1.5""2500 Class",Exp1 AND Exp49 AND Exp41 AND Exp13 AND Exp9
GADimensionA,7.75,in,length,"Line Size 2""2500 Class",Exp1 AND Exp49 AND Exp41 AND Exp14 AND Exp9
GADimensionA,6.71,in,length,"Line Size 3""2500 Class",Exp1 AND Exp49 AND Exp41 AND Exp16 AND Exp9
GADimensionA,7.28,in,length,"Line Size 4""2500 Class",Exp1 AND Exp49 AND Exp41 AND Exp18 AND Exp9
GADimensionA,8.42,in,length,"Line Size 6""2500 Class",Exp1 AND Exp49 AND Exp41 AND Exp20 AND Exp9
GADimensionP,50.8,mm,length,"Line Size 4"" Pipe Tap",Exp3 AND Exp18
GADimensionP,76.2,mm,length,"Line Size 6"" Pipe Tap",Exp3 AND Exp20
GADimensionP,405,mm,length,"Line Size 1.5""",Exp13
GADimensionP,418,mm,length,"Line Size 2""",Exp14
GADimensionP,481,mm,length,"Line Size 3""",Exp16
GADimensionP,748,mm,length,"Line Size 4""",Exp58 AND Exp18
GADimensionP,850,mm,length,"Line Size 6""",Exp58 AND Exp20
GADimensionP,888,mm,length,"Line Size 8""",Exp21
GADimensionP,939,mm,length,"Line Size 10""",Exp22
GADimensionP,1091,mm,length,"Line Size 12""",Exp23
GADimensionP,1142,mm,length,"Line Size 14""",Exp24
GADimensionP,1218,mm,length,"Line Size 16""",Exp25
GADimensionP,1295,mm,length,"Line Size 18""",Exp26
GADimensionP,1397,mm,length,"Line Size 20""",Exp27
GADimensionP,1548,mm,length,"Line Size 24""",Exp29
WedgeHeightH,"=([PipeID]{length,PipeIDUnits} * [SelectedItem]{CH/FPD/HD/RATIO,numvalue})",m,length,Wedge Height,
GADimensionF,60.35,mm,length,,Exp11 AND Exp4 AND Exp49
GADimensionF,66.35,mm,length,,Exp13 AND Exp4 AND Exp49
GADimensionF,68.35,mm,length,,Exp14 AND Exp4 AND Exp49
GADimensionF,74.35,mm,length,,Exp15 AND Exp4 AND Exp49
GADimensionF,74.35,mm,length,,Exp16 AND Exp4 AND Exp49
GADimensionF,76.35,mm,length,,Exp17 AND Exp4 AND Exp49
GADimensionF,81.35,mm,length,,Exp18 AND Exp4 AND Exp49
GADimensionF,93.35,mm,length,,Exp19 AND Exp4 AND Exp49
GADimensionF,93.35,mm,length,,Exp20 AND Exp4 AND Exp49
GADimensionF,106.35,mm,length,,Exp21 AND Exp4 AND Exp49
GADimensionF,106.35,mm,length,,Exp22 AND Exp4 AND Exp49
GADimensionF,119.35,mm,length,,Exp23 AND Exp4 AND Exp49
GADimensionF,131.35,mm,length,,Exp24 AND Exp4 AND Exp49
GADimensionF,131.35,mm,length,,Exp25 AND Exp4 AND Exp49
GADimensionF,144.35,mm,length,,Exp26 AND Exp4 AND Exp49
GADimensionF,149.35,mm,length,,Exp27 AND Exp4 AND Exp49
GADimensionF,157.35,mm,length,,Exp29 AND Exp4 AND Exp49
GADimensionF,66.35,mm,length,,Exp11 AND Exp5 AND Exp49
GADimensionF,73.35,mm,length,,Exp13 AND Exp5 AND Exp49
GADimensionF,75.92,mm,length,,Exp14 AND Exp5 AND Exp49
GADimensionF,82.92,mm,length,,Exp15 AND Exp5 AND Exp49
GADimensionF,85.92,mm,length,,Exp16 AND Exp5 AND Exp49
GADimensionF,86.92,mm,length,,Exp17 AND Exp5 AND Exp49
GADimensionF,91.92,mm,length,,Exp18 AND Exp5 AND Exp49
GADimensionF,104.92,mm,length,,Exp19 AND Exp5 AND Exp49
GADimensionF,104.92,mm,length,,Exp20 AND Exp5 AND Exp49
GADimensionF,117.92,mm,length,,Exp21 AND Exp5 AND Exp49
GADimensionF,123.92,mm,length,,Exp22 AND Exp5 AND Exp49
GADimensionF,136.92,mm,length,,Exp23 AND Exp5 AND Exp49
GADimensionF,148.92,mm,length,,Exp24 AND Exp5 AND Exp49
GADimensionF,151.92,mm,length,,Exp25 AND Exp5 AND Exp49
GADimensionF,164.92,mm,length,,Exp26 AND Exp5 AND Exp49
GADimensionF,169.53,mm,length,,Exp27 AND Exp5 AND Exp49
GADimensionF,178.13,mm,length,,Exp29 AND Exp5 AND Exp49
GADimensionF,68.35,mm,length,,Exp11 AND Exp6 AND Exp49
