"ColumnName","Value","Units","UnitsType","Expression","Notes"
"GADimensionH","124.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp27 AND Exp6 AND Exp57","124.2"
"GADimensionH","121.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp27 AND Exp6 AND Exp57","121.15"
"GADimensionH","133.85","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp27 AND Exp6 AND Exp57","133.85"
"GADimensionH","159.25","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp27 AND Exp6 AND Exp57","159.25"
"GADimensionH","181.6","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp27 AND Exp6 AND Exp57","181.6"
"GADimensionH","203.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp27 AND Exp6 AND Exp57","203.7"
"GADimensionH","219.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp27 AND Exp6 AND Exp57","219.7"
"GADimensionH","232.4","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp40 AND Exp27 AND Exp6 AND Exp57","232.4"
"GADimensionH","235.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp41 AND Exp27 AND Exp6 AND Exp57","235.45"
"GADimensionH","248.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp42 AND Exp27 AND Exp6 AND Exp57","248.15"
"GADimensionH","267.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp43 AND Exp27 AND Exp6 AND Exp57","267.2"
"GADimensionH","311.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp45 AND Exp27 AND Exp6 AND Exp57","311.65"
"GADimensionH","305.3","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp46 AND Exp27 AND Exp6 AND Exp57","305.3"
"GADimensionH","318","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp47 AND Exp27 AND Exp6 AND Exp57","318"
"GADimensionH","330.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp48 AND Exp27 AND Exp6 AND Exp57","330.7"
"GADimensionH","349.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp49 AND Exp27 AND Exp6 AND Exp57","349.75"
"GADimensionH","368.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp50 AND Exp27 AND Exp6 AND Exp57","368.8"
"GADimensionH","381.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp51 AND Exp27 AND Exp6 AND Exp57","381.5"
"GADimensionH","102.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp28 AND Exp6 AND Exp57","102.1"
"GADimensionH","108.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp28 AND Exp6 AND Exp57","108.45"
"GADimensionH","121.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp28 AND Exp6 AND Exp57","121.15"
"GADimensionH","124.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp28 AND Exp6 AND Exp57","124.2"
"GADimensionH","136.9","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp28 AND Exp6 AND Exp57","136.9"
"GADimensionH","143.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp28 AND Exp6 AND Exp57","143.5"
"GADimensionH","191","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp28 AND Exp6 AND Exp57","191"
"GADimensionH","232.4","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp28 AND Exp6 AND Exp57","232.4"
"GADimensionH","273.55","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp28 AND Exp6 AND Exp57","273.55"
"GADimensionH","302","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp28 AND Exp6 AND Exp57","302"
"GADimensionH","318","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp40 AND Exp28 AND Exp6 AND Exp57","318"
"GADimensionH","330.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp41 AND Exp28 AND Exp6 AND Exp57","330.7"
"GADimensionH","346.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp42 AND Exp28 AND Exp6 AND Exp57","346.7"
"GADimensionH","375.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp43 AND Exp28 AND Exp6 AND Exp57","375.15"
"GADimensionH","425.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp45 AND Exp28 AND Exp6 AND Exp57","425.95"
"GADimensionH","111.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp21 AND Exp19 AND Exp6 AND Exp57","111.5"
"GADimensionH","130.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp23 AND Exp19 AND Exp6 AND Exp57","130.8"
"GADimensionH","146.55","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp24 AND Exp19 AND Exp6 AND Exp57","146.55"
"GADimensionH","162.3","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp25 AND Exp19 AND Exp6 AND Exp57","162.3"
"GADimensionH","187.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp26 AND Exp19 AND Exp6 AND Exp57","187.7"
"GADimensionH","210.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp32 AND Exp19 AND Exp6 AND Exp57","210.05"
"GADimensionH","292.6","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp36 AND Exp19 AND Exp6 AND Exp57","292.6"
"GADimensionH","337.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp37 AND Exp19 AND Exp6 AND Exp57","337.05"
"GADimensionH","438.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp38 AND Exp19 AND Exp6 AND Exp57","438.65"
"GADimensionH","483.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp63 AND Exp56 AND Exp39 AND Exp19 AND Exp6 AND Exp57","483.1"
"GADimensionH","97.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp31 AND Exp6 AND Exp57","97.75"
"GADimensionH","101.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp23 AND Exp31 AND Exp6 AND Exp57","101.05"
"GADimensionH","101.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp24 AND Exp31 AND Exp6 AND Exp57","101.05"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp25 AND Exp31 AND Exp6 AND Exp57","104.1"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp26 AND Exp31 AND Exp6 AND Exp57","104.1"
"GADimensionH","106.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp32 AND Exp31 AND Exp6 AND Exp57","106.7"
"GADimensionH","115.3","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp36 AND Exp31 AND Exp6 AND Exp57","115.3"
"GADimensionH","126.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp37 AND Exp31 AND Exp6 AND Exp57","126.45"
"GADimensionH","132.55","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp38 AND Exp31 AND Exp6 AND Exp57","132.55"
"GADimensionH","145.25","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp39 AND Exp31 AND Exp6 AND Exp57","145.25"
"GADimensionH","157.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp40 AND Exp31 AND Exp6 AND Exp57","157.95"
"GADimensionH","161.25","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp41 AND Exp31 AND Exp6 AND Exp57","161.25"
"GADimensionH","173.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp42 AND Exp31 AND Exp6 AND Exp57","173.95"
"GADimensionH","177.25","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp43 AND Exp31 AND Exp6 AND Exp57","177.25"
"GADimensionH","183.35","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp45 AND Exp31 AND Exp6 AND Exp57","183.35"
"GADimensionH","199.35","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp46 AND Exp31 AND Exp6 AND Exp57","199.35"
"GADimensionH","212.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp47 AND Exp31 AND Exp6 AND Exp57","212.05"
"GADimensionH","224.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp48 AND Exp31 AND Exp6 AND Exp57","224.75"
"GADimensionH","237.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp49 AND Exp31 AND Exp6 AND Exp57","237.45"
"GADimensionH","246.85","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp50 AND Exp31 AND Exp6 AND Exp57","246.85"
"GADimensionH","256.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp51 AND Exp31 AND Exp6 AND Exp57","256.5"
"GADimensionH","97.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp33 AND Exp6 AND Exp57","97.75"
"GADimensionH","101.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp23 AND Exp33 AND Exp6 AND Exp57","101.05"
"GADimensionH","101.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp24 AND Exp33 AND Exp6 AND Exp57","101.05"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp25 AND Exp33 AND Exp6 AND Exp57","104.1"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp26 AND Exp33 AND Exp6 AND Exp57","104.1"
"GADimensionH","110.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp32 AND Exp33 AND Exp6 AND Exp57","110.45"
"GADimensionH","124.68","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp36 AND Exp33 AND Exp6 AND Exp57","124.68"
"GADimensionH","138.9","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp37 AND Exp33 AND Exp6 AND Exp57","138.9"
"GADimensionH","145.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp38 AND Exp33 AND Exp6 AND Exp57","145.5"
"GADimensionH","158.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp39 AND Exp33 AND Exp6 AND Exp57","158.2"
"GADimensionH","170.9","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp40 AND Exp33 AND Exp6 AND Exp57","170.9"
"GADimensionH","173.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp41 AND Exp33 AND Exp6 AND Exp57","173.95"
"GADimensionH","186.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp42 AND Exp33 AND Exp6 AND Exp57","186.65"
"GADimensionH","189.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp43 AND Exp33 AND Exp6 AND Exp57","189.7"
"GADimensionH","196.3","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp45 AND Exp33 AND Exp6 AND Exp57","196.3"
"GADimensionH","215.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp46 AND Exp33 AND Exp6 AND Exp57","215.1"
"GADimensionH","227.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp47 AND Exp33 AND Exp6 AND Exp57","227.8"
"GADimensionH","240.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp48 AND Exp33 AND Exp6 AND Exp57","240.5"
"GADimensionH","253.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp49 AND Exp33 AND Exp6 AND Exp57","253.2"
"GADimensionH","262.85","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp50 AND Exp33 AND Exp6 AND Exp57","262.85"
"GADimensionH","272.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp51 AND Exp33 AND Exp6 AND Exp57","272.5"
"GADimensionH","97.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp34 AND Exp6 AND Exp57","97.75"
"GADimensionH","101.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp23 AND Exp34 AND Exp6 AND Exp57","101.05"
"GADimensionH","101.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp24 AND Exp34 AND Exp6 AND Exp57","101.05"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp25 AND Exp34 AND Exp6 AND Exp57","104.1"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp26 AND Exp34 AND Exp6 AND Exp57","104.1"
"GADimensionH","123.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp32 AND Exp34 AND Exp6 AND Exp57","123.15"
"GADimensionH","138.9","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp36 AND Exp34 AND Exp6 AND Exp57","138.9"
"GADimensionH","154.9","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp37 AND Exp34 AND Exp6 AND Exp57","154.9"
"GADimensionH","173.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp38 AND Exp34 AND Exp6 AND Exp57","173.95"
"GADimensionH","177","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp39 AND Exp34 AND Exp6 AND Exp57","177"
"GADimensionH","186.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp40 AND Exp34 AND Exp6 AND Exp57","186.65"
"GADimensionH","199.35","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp41 AND Exp34 AND Exp6 AND Exp57","199.35"
"GADimensionH","205.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp42 AND Exp34 AND Exp6 AND Exp57","205.7"
"GADimensionH","212.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp43 AND Exp34 AND Exp6 AND Exp57","212.05"
"GADimensionH","224.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp45 AND Exp34 AND Exp6 AND Exp57","224.75"
"GADimensionH","243.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp46 AND Exp34 AND Exp6 AND Exp57","243.8"
"GADimensionH","256.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp47 AND Exp34 AND Exp6 AND Exp57","256.5"
"GADimensionH","269.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp48 AND Exp34 AND Exp6 AND Exp57","269.2"
"GADimensionH","281.9","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp49 AND Exp34 AND Exp6 AND Exp57","281.9"
"GADimensionH","291.3","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp50 AND Exp34 AND Exp6 AND Exp57","291.3"
"GADimensionH","304","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp51 AND Exp34 AND Exp6 AND Exp57","304"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp27 AND Exp6 AND Exp57","104.1"
"GADimensionH","110.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp23 AND Exp27 AND Exp6 AND Exp57","110.45"
"GADimensionH","123.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp24 AND Exp27 AND Exp6 AND Exp57","123.15"
"GADimensionH","126.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp25 AND Exp27 AND Exp6 AND Exp57","126.2"
"GADimensionH","123.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp26 AND Exp27 AND Exp6 AND Exp57","123.15"
"GADimensionH","135.85","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp32 AND Exp27 AND Exp6 AND Exp57","135.85"
"GADimensionH","161.25","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp36 AND Exp27 AND Exp6 AND Exp57","161.25"
"GADimensionH","183.6","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp37 AND Exp27 AND Exp6 AND Exp57","183.6"
"GADimensionH","205.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp38 AND Exp27 AND Exp6 AND Exp57","205.7"
"GADimensionH","221.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp39 AND Exp27 AND Exp6 AND Exp57","221.7"
"GADimensionH","234.4","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp40 AND Exp27 AND Exp6 AND Exp57","234.4"
"GADimensionH","237.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp41 AND Exp27 AND Exp6 AND Exp57","237.45"
"GADimensionH","250.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp42 AND Exp27 AND Exp6 AND Exp57","250.15"
"GADimensionH","269.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp43 AND Exp27 AND Exp6 AND Exp57","269.2"
"GADimensionH","313.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp45 AND Exp27 AND Exp6 AND Exp57","313.65"
"GADimensionH","307.3","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp46 AND Exp27 AND Exp6 AND Exp57","307.3"
"GADimensionH","320","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp47 AND Exp27 AND Exp6 AND Exp57","320"
"GADimensionH","332.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp48 AND Exp27 AND Exp6 AND Exp57","332.7"
"GADimensionH","351.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp49 AND Exp27 AND Exp6 AND Exp57","351.75"
"GADimensionH","370.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp50 AND Exp27 AND Exp6 AND Exp57","370.8"
"GADimensionH","383.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp51 AND Exp27 AND Exp6 AND Exp57","383.5"
"GADimensionH","104.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp28 AND Exp6 AND Exp57","104.1"
"GADimensionH","110.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp23 AND Exp28 AND Exp6 AND Exp57","110.45"
"GADimensionH","123.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp24 AND Exp28 AND Exp6 AND Exp57","123.15"
"GADimensionH","126.2","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp25 AND Exp28 AND Exp6 AND Exp57","126.2"
"GADimensionH","138.9","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp26 AND Exp28 AND Exp6 AND Exp57","138.9"
"GADimensionH","145.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp32 AND Exp28 AND Exp6 AND Exp57","145.5"
"GADimensionH","193","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp36 AND Exp28 AND Exp6 AND Exp57","193"
"GADimensionH","234.4","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp37 AND Exp28 AND Exp6 AND Exp57","234.4"
"GADimensionH","275.55","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp38 AND Exp28 AND Exp6 AND Exp57","275.55"
"GADimensionH","304","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp39 AND Exp28 AND Exp6 AND Exp57","304"
"GADimensionH","320","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp40 AND Exp28 AND Exp6 AND Exp57","320"
"GADimensionH","332.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp41 AND Exp28 AND Exp6 AND Exp57","332.7"
"GADimensionH","348.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp42 AND Exp28 AND Exp6 AND Exp57","348.7"
"GADimensionH","377.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp43 AND Exp28 AND Exp6 AND Exp57","377.15"
"GADimensionH","427.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp45 AND Exp28 AND Exp6 AND Exp57","427.95"
"GADimensionH","113.5","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp21 AND Exp19 AND Exp6 AND Exp57","113.5"
"GADimensionH","132.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp23 AND Exp19 AND Exp6 AND Exp57","132.8"
"GADimensionH","148.55","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp24 AND Exp19 AND Exp6 AND Exp57","148.55"
"GADimensionH","164.3","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp25 AND Exp19 AND Exp6 AND Exp57","164.3"
"GADimensionH","189.7","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp26 AND Exp19 AND Exp6 AND Exp57","189.7"
"GADimensionH","212.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp32 AND Exp19 AND Exp6 AND Exp57","212.05"
"GADimensionH","294.6","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp36 AND Exp19 AND Exp6 AND Exp57","294.6"
"GADimensionH","339.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp37 AND Exp19 AND Exp6 AND Exp57","339.05"
"GADimensionH","440.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp38 AND Exp19 AND Exp6 AND Exp57","440.65"
"GADimensionH","485.1","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp64 AND Exp56 AND Exp39 AND Exp19 AND Exp6 AND Exp57","485.1"
"GADimensionH","98.45","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp21 AND Exp31 AND Exp6 AND Exp57","98.45"
"GADimensionH","101.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp23 AND Exp31 AND Exp6 AND Exp57","101.75"
"GADimensionH","101.75","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp24 AND Exp31 AND Exp6 AND Exp57","101.75"
"GADimensionH","104.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp25 AND Exp31 AND Exp6 AND Exp57","104.8"
"GADimensionH","104.8","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp26 AND Exp31 AND Exp6 AND Exp57","104.8"
"GADimensionH","107.4","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp32 AND Exp31 AND Exp6 AND Exp57","107.4"
"GADimensionH","116","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp36 AND Exp31 AND Exp6 AND Exp57","116"
"GADimensionH","127.15","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp37 AND Exp31 AND Exp6 AND Exp57","127.15"
"GADimensionH","133.25","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp38 AND Exp31 AND Exp6 AND Exp57","133.25"
"GADimensionH","145.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp39 AND Exp31 AND Exp6 AND Exp57","145.95"
"GADimensionH","158.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp40 AND Exp31 AND Exp6 AND Exp57","158.65"
"GADimensionH","161.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp41 AND Exp31 AND Exp6 AND Exp57","161.95"
"GADimensionH","174.65","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp42 AND Exp31 AND Exp6 AND Exp57","174.65"
"GADimensionH","177.95","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp43 AND Exp31 AND Exp6 AND Exp57","177.95"
"GADimensionH","184.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp45 AND Exp31 AND Exp6 AND Exp57","184.05"
"GADimensionH","200.05","mm","length","Exp1 AND Exp2 AND Exp11 AND Exp65 AND Exp56 AND Exp46 AND Exp31 AND Exp6 AND Exp57","200.05"
