"ProductCode","CodeDisplay","Name","ProductOrder","Cost","EnglishUS","EnglishUS_LongDesc","French","French_LongDesc","German","German_LongDesc","Spanish","Spanish_LongDesc","Russian","Russian_LongDesc"
TAW,TAW,TAW Inset and Thermowell Assembly,1,,,,,,,,,,,
