"ColumnName","Value","Units","UnitsType","Expression","Notes"
"FlangeLengthF","96","mm","length","Exp43 AND Exp44 AND Exp18 AND Exp5","DN 100 CL400 RF"
"FlangeLengthF","110","mm","length","Exp47 AND Exp44 AND Exp18 AND Exp5","DN 150 CL400 RF"
"FlangeLengthF","124","mm","length","Exp48 AND Exp44 AND Exp18 AND Exp5","DN 200 CL400 RF"
"FlangeLengthF","131","mm","length","Exp49 AND Exp44 AND Exp18 AND Exp5","DN 250 CL400 RF"
"FlangeLengthF","144","mm","length","Exp50 AND Exp44 AND Exp18 AND Exp5","DN 300 CL400 RF"
"FlangeLengthF","157","mm","length","Exp51 AND Exp44 AND Exp18 AND Exp5","DN 350 CL400 RF"
"FlangeLengthF","159","mm","length","Exp52 AND Exp44 AND Exp18 AND Exp5","DN 400 CL400 RF"
"FlangeLengthF","172","mm","length","Exp53 AND Exp44 AND Exp18 AND Exp5","DN 450 CL400 RF"
"FlangeLengthF","175","mm","length","Exp54 AND Exp44 AND Exp18 AND Exp5","DN 500 CL400 RF"
"FlangeLengthF","182","mm","length","Exp55 AND Exp44 AND Exp18 AND Exp5","DN 600 CL400 RF"
"FlangeLengthF","201","mm","length","Exp57 AND Exp44 AND Exp18 AND Exp5","DN 650 CL400 RF"
"FlangeLengthF","213","mm","length","Exp58 AND Exp44 AND Exp18 AND Exp5","DN 700 CL400 RF"
"FlangeLengthF","226","mm","length","Exp59 AND Exp44 AND Exp18 AND Exp5","DN 750 CL400 RF"
"FlangeLengthF","239","mm","length","Exp60 AND Exp44 AND Exp18 AND Exp5","DN 800 CL400 RF"
"FlangeLengthF","248","mm","length","Exp61 AND Exp44 AND Exp18 AND Exp5","DN 850 CL400 RF"
"FlangeLengthF","358","mm","length","Exp62 AND Exp44 AND Exp18 AND Exp5","DN 900 CL400 RF"
"FlangeLengthF","83","mm","length","Exp32 AND Exp45 AND Exp18 AND Exp5","DN 25 CL600 RF"
"FlangeLengthF","86","mm","length","Exp34 AND Exp45 AND Exp18 AND Exp5","DN 40 CL600 RF"
"FlangeLengthF","86","mm","length","Exp35 AND Exp45 AND Exp18 AND Exp5","DN 50 CL600 RF"
"FlangeLengthF","89","mm","length","Exp36 AND Exp45 AND Exp18 AND Exp5","DN 65 CL600 RF"
"FlangeLengthF","89","mm","length","Exp37 AND Exp45 AND Exp18 AND Exp5","DN 80 CL600 RF"
"FlangeLengthF","109","mm","length","Exp43 AND Exp45 AND Exp18 AND Exp5","DN 100 CL600 RF"
"FlangeLengthF","124","mm","length","Exp47 AND Exp45 AND Exp18 AND Exp5","DN 150 CL600 RF"
"FlangeLengthF","140","mm","length","Exp48 AND Exp45 AND Exp18 AND Exp5","DN 200 CL600 RF"
"FlangeLengthF","159","mm","length","Exp49 AND Exp45 AND Exp18 AND Exp5","DN 250 CL600 RF"
"FlangeLengthF","163","mm","length","Exp50 AND Exp45 AND Exp18 AND Exp5","DN 300 CL600 RF"
"FlangeLengthF","172","mm","length","Exp51 AND Exp45 AND Exp18 AND Exp5","DN 350 CL600 RF"
"FlangeLengthF","185","mm","length","Exp52 AND Exp45 AND Exp18 AND Exp5","DN 400 CL600 RF"
"FlangeLengthF","191","mm","length","Exp53 AND Exp45 AND Exp18 AND Exp5","DN 450 CL600 RF"
"FlangeLengthF","197","mm","length","Exp54 AND Exp45 AND Exp18 AND Exp5","DN 500 CL600 RF"
"FlangeLengthF","210","mm","length","Exp55 AND Exp45 AND Exp18 AND Exp5","DN 600 CL600 RF"
"FlangeLengthF","229","mm","length","Exp57 AND Exp45 AND Exp18 AND Exp5","DN 650 CL600 RF"
"FlangeLengthF","242","mm","length","Exp58 AND Exp45 AND Exp18 AND Exp5","DN 700 CL600 RF"
"FlangeLengthF","255","mm","length","Exp59 AND Exp45 AND Exp18 AND Exp5","DN 750 CL600 RF"
"FlangeLengthF","267","mm","length","Exp60 AND Exp45 AND Exp18 AND Exp5","DN 800 CL600 RF"
"FlangeLengthF","277","mm","length","Exp61 AND Exp45 AND Exp18 AND Exp5","DN 850 CL600 RF"
"FlangeLengthF","290","mm","length","Exp62 AND Exp45 AND Exp18 AND Exp5","DN 900 CL600 RF"
"FlangeLengthF","90","mm","length","Exp32 AND Exp38 AND Exp18 AND Exp5","DN 25 CL900 RF"
"FlangeLengthF","96","mm","length","Exp34 AND Exp38 AND Exp18 AND Exp5","DN 40 CL900 RF"
"FlangeLengthF","109","mm","length","Exp35 AND Exp38 AND Exp18 AND Exp5","DN 50 CL900 RF"
"FlangeLengthF","112","mm","length","Exp36 AND Exp38 AND Exp18 AND Exp5","DN 65 CL900 RF"
"FlangeLengthF","109","mm","length","Exp37 AND Exp38 AND Exp18 AND Exp5","DN 80 CL900 RF"
"FlangeLengthF","121","mm","length","Exp43 AND Exp38 AND Exp18 AND Exp5","DN 100 CL900 RF"
"FlangeLengthF","147","mm","length","Exp47 AND Exp38 AND Exp18 AND Exp5","DN 150 CL900 RF"
"FlangeLengthF","169","mm","length","Exp48 AND Exp38 AND Exp18 AND Exp5","DN 200 CL900 RF"
"FlangeLengthF","191","mm","length","Exp49 AND Exp38 AND Exp18 AND Exp5","DN 250 CL900 RF"
"FlangeLengthF","207","mm","length","Exp50 AND Exp38 AND Exp18 AND Exp5","DN 300 CL900 RF"
"FlangeLengthF","220","mm","length","Exp51 AND Exp38 AND Exp18 AND Exp5","DN 350 CL900 RF"
"FlangeLengthF","223","mm","length","Exp52 AND Exp38 AND Exp18 AND Exp5","DN 400 CL900 RF"
"FlangeLengthF","236","mm","length","Exp53 AND Exp38 AND Exp18 AND Exp5","DN 450 CL900 RF"
"FlangeLengthF","255","mm","length","Exp54 AND Exp38 AND Exp18 AND Exp5","DN 500 CL900 RF"
"FlangeLengthF","299","mm","length","Exp55 AND Exp38 AND Exp18 AND Exp5","DN 600 CL900 RF"
"FlangeLengthF","293","mm","length","Exp57 AND Exp38 AND Exp18 AND Exp5","DN 650 CL900 RF"
"FlangeLengthF","305","mm","length","Exp58 AND Exp38 AND Exp18 AND Exp5","DN 700 CL900 RF"
"FlangeLengthF","318","mm","length","Exp59 AND Exp38 AND Exp18 AND Exp5","DN 750 CL900 RF"
"FlangeLengthF","337","mm","length","Exp60 AND Exp38 AND Exp18 AND Exp5","DN 800 CL900 RF"
"FlangeLengthF","356","mm","length","Exp61 AND Exp38 AND Exp18 AND Exp5","DN 850 CL900 RF"
"FlangeLengthF","369","mm","length","Exp62 AND Exp38 AND Exp18 AND Exp5","DN 900 CL900 RF"
"FlangeLengthF","90","mm","length","Exp32 AND Exp39 AND Exp18 AND Exp5","DN 25 CL1500 RF"
"FlangeLengthF","96","mm","length","Exp34 AND Exp39 AND Exp18 AND Exp5","DN 40 CL1500 RF"
"FlangeLengthF","109","mm","length","Exp35 AND Exp39 AND Exp18 AND Exp5","DN 50 CL1500 RF"
"FlangeLengthF","112","mm","length","Exp36 AND Exp39 AND Exp18 AND Exp5","DN 65 CL1500 RF"
"FlangeLengthF","124","mm","length","Exp37 AND Exp39 AND Exp18 AND Exp5","DN 80 CL1500 RF"
"FlangeLengthF","131","mm","length","Exp43 AND Exp39 AND Exp18 AND Exp5","DN 100 CL1500 RF"
"FlangeLengthF","178","mm","length","Exp47 AND Exp39 AND Exp18 AND Exp5","DN 150 CL1500 RF"
"FlangeLengthF","220","mm","length","Exp48 AND Exp39 AND Exp18 AND Exp5","DN 200 CL1500 RF"
"FlangeLengthF","261","mm","length","Exp49 AND Exp39 AND Exp18 AND Exp5","DN 250 CL1500 RF"
"FlangeLengthF","290","mm","length","Exp50 AND Exp39 AND Exp18 AND Exp5","DN 300 CL1500 RF"
"FlangeLengthF","305","mm","length","Exp51 AND Exp39 AND Exp18 AND Exp5","DN 350 CL1500 RF"
"FlangeLengthF","318","mm","length","Exp52 AND Exp39 AND Exp18 AND Exp5","DN 400 CL1500 RF"
"FlangeLengthF","334","mm","length","Exp53 AND Exp39 AND Exp18 AND Exp5","DN 450 CL1500 RF"
"FlangeLengthF","363","mm","length","Exp54 AND Exp39 AND Exp18 AND Exp5","DN 500 CL1500 RF"
"FlangeLengthF","413","mm","length","Exp55 AND Exp39 AND Exp18 AND Exp5","DN 600 CL1500 RF"
"FlangeLengthF","99","mm","length","Exp32 AND Exp30 AND Exp18 AND Exp5","DN 25 CL2500 RF"
"FlangeLengthF","118","mm","length","Exp34 AND Exp30 AND Exp18 AND Exp5","DN 40 CL2500 RF"
"FlangeLengthF","134","mm","length","Exp35 AND Exp30 AND Exp18 AND Exp5","DN 50 CL2500 RF"
"FlangeLengthF","150","mm","length","Exp36 AND Exp30 AND Exp18 AND Exp5","DN 65 CL2500 RF"
"FlangeLengthF","175","mm","length","Exp37 AND Exp30 AND Exp18 AND Exp5","DN 80 CL2500 RF"
"FlangeLengthF","197","mm","length","Exp43 AND Exp30 AND Exp18 AND Exp5","DN 100 CL2500 RF"
"FlangeLengthF","280","mm","length","Exp47 AND Exp30 AND Exp18 AND Exp5","DN 150 CL2500 RF"
"FlangeLengthF","325","mm","length","Exp48 AND Exp30 AND Exp18 AND Exp5","DN 200 CL2500 RF"
"FlangeLengthF","426","mm","length","Exp49 AND Exp30 AND Exp18 AND Exp5","DN 250 CL2500 RF"
"FlangeLengthF","471","mm","length","Exp50 AND Exp30 AND Exp18 AND Exp5","DN 300 CL2500 RF"
"FlangeLengthF","87.35","mm","length","Exp32 AND Exp42 AND Exp18 AND Exp12","DN 25 CL300 RTJ"
"FlangeLengthF","90.35","mm","length","Exp34 AND Exp42 AND Exp18 AND Exp12","DN 40 CL300 RTJ"
"FlangeLengthF","91.92","mm","length","Exp35 AND Exp42 AND Exp18 AND Exp12","DN 50 CL300 RTJ"
"FlangeLengthF","94.92","mm","length","Exp36 AND Exp42 AND Exp18 AND Exp12","DN 65 CL300 RTJ"
"FlangeLengthF","94.92","mm","length","Exp37 AND Exp42 AND Exp18 AND Exp12","DN 80 CL300 RTJ"
"FlangeLengthF","97.92","mm","length","Exp43 AND Exp42 AND Exp18 AND Exp12","DN 100 CL300 RTJ"
"FlangeLengthF","105.92","mm","length","Exp47 AND Exp42 AND Exp18 AND Exp12","DN 150 CL300 RTJ"
"FlangeLengthF","117.92","mm","length","Exp48 AND Exp42 AND Exp18 AND Exp12","DN 200 CL300 RTJ"
"FlangeLengthF","123.92","mm","length","Exp49 AND Exp42 AND Exp18 AND Exp12","DN 250 CL300 RTJ"
"FlangeLengthF","136.92","mm","length","Exp50 AND Exp42 AND Exp18 AND Exp12","DN 300 CL300 RTJ"
"FlangeLengthF","148.92","mm","length","Exp51 AND Exp42 AND Exp18 AND Exp12","DN 350 CL300 RTJ"
"FlangeLengthF","151.92","mm","length","Exp52 AND Exp42 AND Exp18 AND Exp12","DN 400 CL300 RTJ"
"FlangeLengthF","164.92","mm","length","Exp53 AND Exp42 AND Exp18 AND Exp12","DN 450 CL300 RTJ"
"FlangeLengthF","169.53","mm","length","Exp54 AND Exp42 AND Exp18 AND Exp12","DN 500 CL300 RTJ"
"FlangeLengthF","178.13","mm","length","Exp55 AND Exp42 AND Exp18 AND Exp12","DN 600 CL300 RTJ"
"FlangeLengthF","87.35","mm","length","Exp32 AND Exp45 AND Exp18 AND Exp12","DN 25 CL600 RTJ"
"FlangeLengthF","90.35","mm","length","Exp34 AND Exp45 AND Exp18 AND Exp12","DN 40 CL600 RTJ"
"FlangeLengthF","91.92","mm","length","Exp35 AND Exp45 AND Exp18 AND Exp12","DN 50 CL600 RTJ"
"FlangeLengthF","94.92","mm","length","Exp36 AND Exp45 AND Exp18 AND Exp12","DN 65 CL600 RTJ"
"FlangeLengthF","94.92","mm","length","Exp37 AND Exp45 AND Exp18 AND Exp12","DN 80 CL600 RTJ"
"FlangeLengthF","109.92","mm","length","Exp43 AND Exp45 AND Exp18 AND Exp12","DN 100 CL600 RTJ"
"FlangeLengthF","124.92","mm","length","Exp47 AND Exp45 AND Exp18 AND Exp12","DN 150 CL600 RTJ"
"FlangeLengthF","140.92","mm","length","Exp48 AND Exp45 AND Exp18 AND Exp12","DN 200 CL600 RTJ"
"FlangeLengthF","159.92","mm","length","Exp49 AND Exp45 AND Exp18 AND Exp12","DN 250 CL600 RTJ"
"FlangeLengthF","163.92","mm","length","Exp50 AND Exp45 AND Exp18 AND Exp12","DN 300 CL600 RTJ"
"FlangeLengthF","172.92","mm","length","Exp51 AND Exp45 AND Exp18 AND Exp12","DN 350 CL600 RTJ"
"FlangeLengthF","185.92","mm","length","Exp52 AND Exp45 AND Exp18 AND Exp12","DN 400 CL600 RTJ"
"FlangeLengthF","191.92","mm","length","Exp53 AND Exp45 AND Exp18 AND Exp12","DN 450 CL600 RTJ"
"FlangeLengthF","199.53","mm","length","Exp54 AND Exp45 AND Exp18 AND Exp12","DN 500 CL600 RTJ"
"FlangeLengthF","214.13","mm","length","Exp55 AND Exp45 AND Exp18 AND Exp12","DN 600 CL600 RTJ"
"FlangeLengthF","89.35","mm","length","Exp32 AND Exp38 AND Exp18 AND Exp12","DN 25 CL900 RTJ"
"FlangeLengthF","95.35","mm","length","Exp34 AND Exp38 AND Exp18 AND Exp12","DN 40 CL900 RTJ"
"FlangeLengthF","109.92","mm","length","Exp35 AND Exp38 AND Exp18 AND Exp12","DN 50 CL900 RTJ"
"FlangeLengthF","112.92","mm","length","Exp36 AND Exp38 AND Exp18 AND Exp12","DN 65 CL900 RTJ"
"FlangeLengthF","109.92","mm","length","Exp37 AND Exp38 AND Exp18 AND Exp12","DN 80 CL900 RTJ"
"FlangeLengthF","121.92","mm","length","Exp43 AND Exp38 AND Exp18 AND Exp12","DN 100 CL900 RTJ"
"FlangeLengthF","147.92","mm","length","Exp47 AND Exp38 AND Exp18 AND Exp12","DN 150 CL900 RTJ"
"FlangeLengthF","169.92","mm","length","Exp48 AND Exp38 AND Exp18 AND Exp12","DN 200 CL900 RTJ"
"FlangeLengthF","191.92","mm","length","Exp49 AND Exp38 AND Exp18 AND Exp12","DN 250 CL900 RTJ"
"FlangeLengthF","207.92","mm","length","Exp50 AND Exp38 AND Exp18 AND Exp12","DN 300 CL900 RTJ"
"FlangeLengthF","224.13","mm","length","Exp51 AND Exp38 AND Exp18 AND Exp12","DN 350 CL900 RTJ"
"FlangeLengthF","227.13","mm","length","Exp52 AND Exp38 AND Exp18 AND Exp12","DN 400 CL900 RTJ"
"FlangeLengthF","241.7","mm","length","Exp53 AND Exp38 AND Exp18 AND Exp12","DN 450 CL900 RTJ"
"FlangeLengthF","260.7","mm","length","Exp54 AND Exp38 AND Exp18 AND Exp12","DN 500 CL900 RTJ"
"FlangeLengthF","307.88","mm","length","Exp55 AND Exp38 AND Exp18 AND Exp12","DN 600 CL900 RTJ"
"FlangeLengthF","89.35","mm","length","Exp32 AND Exp39 AND Exp18 AND Exp12","DN 25 CL1500 RTJ"
"FlangeLengthF","95.35","mm","length","Exp34 AND Exp39 AND Exp18 AND Exp12","DN 40 CL1500 RTJ"
"FlangeLengthF","109.92","mm","length","Exp35 AND Exp39 AND Exp18 AND Exp12","DN 50 CL1500 RTJ"
"FlangeLengthF","112.92","mm","length","Exp36 AND Exp39 AND Exp18 AND Exp12","DN 65 CL1500 RTJ"
"FlangeLengthF","124.92","mm","length","Exp37 AND Exp39 AND Exp18 AND Exp12","DN 80 CL1500 RTJ"
"FlangeLengthF","131.92","mm","length","Exp43 AND Exp39 AND Exp18 AND Exp12","DN 100 CL1500 RTJ"
"FlangeLengthF","180.53","mm","length","Exp47 AND Exp39 AND Exp18 AND Exp12","DN 150 CL1500 RTJ"
"FlangeLengthF","224.13","mm","length","Exp48 AND Exp39 AND Exp18 AND Exp12","DN 200 CL1500 RTJ"
"FlangeLengthF","265.13","mm","length","Exp49 AND Exp39 AND Exp18 AND Exp12","DN 250 CL1500 RTJ"
"FlangeLengthF","297.27","mm","length","Exp50 AND Exp39 AND Exp18 AND Exp12","DN 300 CL1500 RTJ"
"FlangeLengthF","313.88","mm","length","Exp51 AND Exp39 AND Exp18 AND Exp12","DN 350 CL1500 RTJ"
"FlangeLengthF","328.48","mm","length","Exp52 AND Exp39 AND Exp18 AND Exp12","DN 400 CL1500 RTJ"
"FlangeLengthF","344.48","mm","length","Exp53 AND Exp39 AND Exp18 AND Exp12","DN 450 CL1500 RTJ"
"FlangeLengthF","373.48","mm","length","Exp54 AND Exp39 AND Exp18 AND Exp12","DN 500 CL1500 RTJ"
"FlangeLengthF","426.62","mm","length","Exp55 AND Exp39 AND Exp18 AND Exp12","DN 600 CL1500 RTJ"
"FlangeLengthF","98.35","mm","length","Exp32 AND Exp30 AND Exp18 AND Exp12","DN 25 CL2500 RTJ"
"FlangeLengthF","118.92","mm","length","Exp34 AND Exp30 AND Exp18 AND Exp12","DN 40 CL2500 RTJ"
"FlangeLengthF","134.92","mm","length","Exp35 AND Exp30 AND Exp18 AND Exp12","DN 50 CL2500 RTJ"
"FlangeLengthF","152.53","mm","length","Exp36 AND Exp30 AND Exp18 AND Exp12","DN 65 CL2500 RTJ"
"FlangeLengthF","177.53","mm","length","Exp37 AND Exp30 AND Exp18 AND Exp12","DN 80 CL2500 RTJ"
"FlangeLengthF","201.13","mm","length","Exp43 AND Exp30 AND Exp18 AND Exp12","DN 100 CL2500 RTJ"
"FlangeLengthF","285.7","mm","length","Exp47 AND Exp30 AND Exp18 AND Exp12","DN 150 CL2500 RTJ"
"FlangeLengthF","332.27","mm","length","Exp48 AND Exp30 AND Exp18 AND Exp12","DN 200 CL2500 RTJ"
"FlangeLengthF","436.48","mm","length","Exp49 AND Exp30 AND Exp18 AND Exp12","DN 250 CL2500 RTJ"
"FlangeLengthF","481.48","mm","length","Exp50 AND Exp30 AND Exp18 AND Exp12","DN 300 CL2500 RTJ"
"FlangeLengthF","81","mm","length","Exp32 AND Exp42 AND Exp18 AND Exp10","DN 25 CL300 FF"
"FlangeLengthF","84","mm","length","Exp34 AND Exp42 AND Exp18 AND Exp10","DN 40 CL300 FF"
"FlangeLengthF","84","mm","length","Exp35 AND Exp42 AND Exp18 AND Exp10","DN 50 CL300 FF"
"FlangeLengthF","87","mm","length","Exp36 AND Exp42 AND Exp18 AND Exp10","DN 65 CL300 FF"
"FlangeLengthF","87","mm","length","Exp37 AND Exp42 AND Exp18 AND Exp10","DN 80 CL300 FF"
"FlangeLengthF","90","mm","length","Exp43 AND Exp42 AND Exp18 AND Exp10","DN 100 CL300 FF"
"FlangeLengthF","98","mm","length","Exp47 AND Exp42 AND Exp18 AND Exp10","DN 150 CL300 FF"
"FlangeLengthF","110","mm","length","Exp48 AND Exp42 AND Exp18 AND Exp10","DN 200 CL300 FF"
"FlangeLengthF","116","mm","length","Exp49 AND Exp42 AND Exp18 AND Exp10","DN 250 CL300 FF"
"FlangeLengthF","129","mm","length","Exp50 AND Exp42 AND Exp18 AND Exp10","DN 300 CL300 FF"
"FlangeLengthF","141","mm","length","Exp51 AND Exp42 AND Exp18 AND Exp10","DN 350 CL300 FF"
"FlangeLengthF","144","mm","length","Exp52 AND Exp42 AND Exp18 AND Exp10","DN 400 CL300 FF"
"FlangeLengthF","157","mm","length","Exp53 AND Exp42 AND Exp18 AND Exp10","DN 450 CL300 FF"
"FlangeLengthF","160","mm","length","Exp54 AND Exp42 AND Exp18 AND Exp10","DN 500 CL300 FF"
"FlangeLengthF","167","mm","length","Exp55 AND Exp42 AND Exp18 AND Exp10","DN 600 CL300 FF"
"FlangeLengthF","183","mm","length","Exp57 AND Exp42 AND Exp18 AND Exp10","DN 650 CL300 FF"
"FlangeLengthF","195","mm","length","Exp58 AND Exp42 AND Exp18 AND Exp10","DN 700 CL300 FF"
"FlangeLengthF","208","mm","length","Exp59 AND Exp42 AND Exp18 AND Exp10","DN 750 CL300 FF"
"FlangeLengthF","221","mm","length","Exp60 AND Exp42 AND Exp18 AND Exp10","DN 800 CL300 FF"
"FlangeLengthF","230","mm","length","Exp61 AND Exp42 AND Exp18 AND Exp10","DN 850 CL300 FF"
"FlangeLengthF","240","mm","length","Exp62 AND Exp42 AND Exp18 AND Exp10","DN 900 CL300 FF"
"FlangeLengthF","81","mm","length","Exp32 AND Exp44 AND Exp18 AND Exp10","DN 25 CL400 FF"
"FlangeLengthF","84","mm","length","Exp34 AND Exp44 AND Exp18 AND Exp10","DN 40 CL400 FF"
"FlangeLengthF","84","mm","length","Exp35 AND Exp44 AND Exp18 AND Exp10","DN 50 CL400 FF"
"FlangeLengthF","87","mm","length","Exp36 AND Exp44 AND Exp18 AND Exp10","DN 65 CL400 FF"
"FlangeLengthF","87","mm","length","Exp37 AND Exp44 AND Exp18 AND Exp10","DN 80 CL400 FF"
"FlangeLengthF","89","mm","length","Exp43 AND Exp44 AND Exp18 AND Exp10","DN 100 CL400 FF"
"FlangeLengthF","103","mm","length","Exp47 AND Exp44 AND Exp18 AND Exp10","DN 150 CL400 FF"
"FlangeLengthF","117","mm","length","Exp48 AND Exp44 AND Exp18 AND Exp10","DN 200 CL400 FF"
"FlangeLengthF","124","mm","length","Exp49 AND Exp44 AND Exp18 AND Exp10","DN 250 CL400 FF"
"FlangeLengthF","137","mm","length","Exp50 AND Exp44 AND Exp18 AND Exp10","DN 300 CL400 FF"
"FlangeLengthF","150","mm","length","Exp51 AND Exp44 AND Exp18 AND Exp10","DN 350 CL400 FF"
"FlangeLengthF","152","mm","length","Exp52 AND Exp44 AND Exp18 AND Exp10","DN 400 CL400 FF"
"FlangeLengthF","165","mm","length","Exp53 AND Exp44 AND Exp18 AND Exp10","DN 450 CL400 FF"
"FlangeLengthF","168","mm","length","Exp54 AND Exp44 AND Exp18 AND Exp10","DN 500 CL400 FF"
"FlangeLengthF","175","mm","length","Exp55 AND Exp44 AND Exp18 AND Exp10","DN 600 CL400 FF"
"FlangeLengthF","194","mm","length","Exp57 AND Exp44 AND Exp18 AND Exp10","DN 650 CL400 FF"
"FlangeLengthF","206","mm","length","Exp58 AND Exp44 AND Exp18 AND Exp10","DN 700 CL400 FF"
"FlangeLengthF","219","mm","length","Exp59 AND Exp44 AND Exp18 AND Exp10","DN 750 CL400 FF"
"FlangeLengthF","232","mm","length","Exp60 AND Exp44 AND Exp18 AND Exp10","DN 800 CL400 FF"
"FlangeLengthF","241","mm","length","Exp61 AND Exp44 AND Exp18 AND Exp10","DN 850 CL400 FF"
"FlangeLengthF","351","mm","length","Exp62 AND Exp44 AND Exp18 AND Exp10","DN 900 CL400 FF"
"FlangeLengthF","81","mm","length","Exp32 AND Exp45 AND Exp18 AND Exp10","DN 25 CL600 FF"
"FlangeLengthF","84","mm","length","Exp34 AND Exp45 AND Exp18 AND Exp10","DN 40 CL600 FF"
"FlangeLengthF","84","mm","length","Exp35 AND Exp45 AND Exp18 AND Exp10","DN 50 CL600 FF"
"FlangeLengthF","87","mm","length","Exp36 AND Exp45 AND Exp18 AND Exp10","DN 65 CL600 FF"
"FlangeLengthF","87","mm","length","Exp37 AND Exp45 AND Exp18 AND Exp10","DN 80 CL600 FF"
"FlangeLengthF","102","mm","length","Exp43 AND Exp45 AND Exp18 AND Exp10","DN 100 CL600 FF"
"FlangeLengthF","117","mm","length","Exp47 AND Exp45 AND Exp18 AND Exp10","DN 150 CL600 FF"
"FlangeLengthF","133","mm","length","Exp48 AND Exp45 AND Exp18 AND Exp10","DN 200 CL600 FF"
"FlangeLengthF","152","mm","length","Exp49 AND Exp45 AND Exp18 AND Exp10","DN 250 CL600 FF"
"FlangeLengthF","156","mm","length","Exp50 AND Exp45 AND Exp18 AND Exp10","DN 300 CL600 FF"
"FlangeLengthF","165","mm","length","Exp51 AND Exp45 AND Exp18 AND Exp10","DN 350 CL600 FF"
"FlangeLengthF","178","mm","length","Exp52 AND Exp45 AND Exp18 AND Exp10","DN 400 CL600 FF"
"FlangeLengthF","184","mm","length","Exp53 AND Exp45 AND Exp18 AND Exp10","DN 450 CL600 FF"
"FlangeLengthF","190","mm","length","Exp54 AND Exp45 AND Exp18 AND Exp10","DN 500 CL600 FF"
"FlangeLengthF","203","mm","length","Exp55 AND Exp45 AND Exp18 AND Exp10","DN 600 CL600 FF"
"FlangeLengthF","222","mm","length","Exp57 AND Exp45 AND Exp18 AND Exp10","DN 650 CL600 FF"
"FlangeLengthF","235","mm","length","Exp58 AND Exp45 AND Exp18 AND Exp10","DN 700 CL600 FF"
"FlangeLengthF","248","mm","length","Exp59 AND Exp45 AND Exp18 AND Exp10","DN 750 CL600 FF"
"FlangeLengthF","260","mm","length","Exp60 AND Exp45 AND Exp18 AND Exp10","DN 800 CL600 FF"
"FlangeLengthF","270","mm","length","Exp61 AND Exp45 AND Exp18 AND Exp10","DN 850 CL600 FF"
"FlangeLengthF","283","mm","length","Exp62 AND Exp45 AND Exp18 AND Exp10","DN 900 CL600 FF"
"FlangeLengthF","83","mm","length","Exp32 AND Exp38 AND Exp18 AND Exp10","DN 25 CL900 FF"
"FlangeLengthF","89","mm","length","Exp34 AND Exp38 AND Exp18 AND Exp10","DN 40 CL900 FF"
"FlangeLengthF","102","mm","length","Exp35 AND Exp38 AND Exp18 AND Exp10","DN 50 CL900 FF"
"FlangeLengthF","105","mm","length","Exp36 AND Exp38 AND Exp18 AND Exp10","DN 65 CL900 FF"
"FlangeLengthF","102","mm","length","Exp37 AND Exp38 AND Exp18 AND Exp10","DN 80 CL900 FF"
"FlangeLengthF","114","mm","length","Exp43 AND Exp38 AND Exp18 AND Exp10","DN 100 CL900 FF"
"FlangeLengthF","140","mm","length","Exp47 AND Exp38 AND Exp18 AND Exp10","DN 150 CL900 FF"
"FlangeLengthF","162","mm","length","Exp48 AND Exp38 AND Exp18 AND Exp10","DN 200 CL900 FF"
"FlangeLengthF","184","mm","length","Exp49 AND Exp38 AND Exp18 AND Exp10","DN 250 CL900 FF"
"FlangeLengthF","200","mm","length","Exp50 AND Exp38 AND Exp18 AND Exp10","DN 300 CL900 FF"
"FlangeLengthF","213","mm","length","Exp51 AND Exp38 AND Exp18 AND Exp10","DN 350 CL900 FF"
"FlangeLengthF","216","mm","length","Exp52 AND Exp38 AND Exp18 AND Exp10","DN 400 CL900 FF"
"FlangeLengthF","229","mm","length","Exp53 AND Exp38 AND Exp18 AND Exp10","DN 450 CL900 FF"
"FlangeLengthF","248","mm","length","Exp54 AND Exp38 AND Exp18 AND Exp10","DN 500 CL900 FF"
"FlangeLengthF","292","mm","length","Exp55 AND Exp38 AND Exp18 AND Exp10","DN 600 CL900 FF"
"FlangeLengthF","286","mm","length","Exp57 AND Exp38 AND Exp18 AND Exp10","DN 650 CL900 FF"
"FlangeLengthF","298","mm","length","Exp58 AND Exp38 AND Exp18 AND Exp10","DN 700 CL900 FF"
"FlangeLengthF","311","mm","length","Exp59 AND Exp38 AND Exp18 AND Exp10","DN 750 CL900 FF"
"FlangeLengthF","330","mm","length","Exp60 AND Exp38 AND Exp18 AND Exp10","DN 800 CL900 FF"
"FlangeLengthF","349","mm","length","Exp61 AND Exp38 AND Exp18 AND Exp10","DN 850 CL900 FF"
"FlangeLengthF","362","mm","length","Exp62 AND Exp38 AND Exp18 AND Exp10","DN 900 CL900 FF"
"FlangeLengthF","83","mm","length","Exp32 AND Exp39 AND Exp18 AND Exp10","DN 25 CL1500 FF"
"FlangeLengthF","89","mm","length","Exp34 AND Exp39 AND Exp18 AND Exp10","DN 40 CL1500 FF"
"FlangeLengthF","102","mm","length","Exp35 AND Exp39 AND Exp18 AND Exp10","DN 50 CL1500 FF"
"FlangeLengthF","105","mm","length","Exp36 AND Exp39 AND Exp18 AND Exp10","DN 65 CL1500 FF"
"FlangeLengthF","117","mm","length","Exp37 AND Exp39 AND Exp18 AND Exp10","DN 80 CL1500 FF"
"FlangeLengthF","124","mm","length","Exp43 AND Exp39 AND Exp18 AND Exp10","DN 100 CL1500 FF"
