"ProductCode","SelectionGroup","GrpOrder","PartNumber","Order","Active","DefaultItem","ExclusionRule","Name","Description","AdditionalData","EnglishUS","EnglishUS_LongDesc","French","French_LongDesc","German","German_LongDesc","Spanish","Spanish_LongDesc","Russian","Russian_LongDesc"
FPD585,CH/FPD58/PROBE/MATERIAL,3,"Y0",1,True,False,"NOT(CH/FPD58/PROBE/TYPE=Y0)","Interface unit only","Interface unit only",,"","","","","","","","","",""
FPD585,CH/FPD58/PROBE/MATERIAL,3,"S6",2,True,False,"CH/FPD58/PROBE/TYPE=Y0","316L SS Probe","316L SS Probe",SS2,"","","","","","","","","",""
FPD585,CH/FPD58/PROBE/MATERIAL,3,"S1",3,True,False,"CH/FPD58/PROBE/TYPE=Y0","321H SS Probe","321H SS Probe",2S,"","","","","","","","","",""
FPD585,CH/FPD58/PROBE/MATERIAL,3,"N2",4,True,False,"CH/FPD58/PROBE/TYPE=Y0","UNS N06625 Probe","UNS N06625 Probe",HC2,"","","","","","","","","",""
FPD585,CH/FPD58/PROBE/MATERIAL,3,"Z9",5,True,False,"CH/FPD58/PROBE/TYPE=Y0","Other","Other",XX,"","","","","","","","","",""
FPD585,CH/FPD58/FITTING/MATERIAL,4,"Y0",1,True,False,"","Not required","Not required",,"","","","","","","","","",""
FPD585,CH/FPD58/FITTING/MATERIAL,4,"C3",2,True,False,"CH/FPD58/PROBE/TYPE=Y0","Carbon Steel Stack Fitting","Carbon Steel Stack Fitting",CS,"","","","","","","","","",""
FPD585,CH/FPD58/FITTING/MATERIAL,4,"S6",3,True,False,"CH/FPD58/PROBE/TYPE=Y0","316L SS Stack Fitting","316L SS Stack Fitting",SS2,"","","","","","","","","",""
FPD585,CH/FPD58/FITTING/MATERIAL,4,"S1",4,True,False,"CH/FPD58/PROBE/TYPE=Y0","321H SS Stack Fitting","321H SS Stack Fitting",2S,"","","","","","","","","",""
FPD585,CH/FPD58/FITTING/MATERIAL,4,"N2",5,True,False,"CH/FPD58/PROBE/TYPE=Y0","UNS N06625 Stack Fitting","UNS N06625 Stack Fitting",HC2,"","","","","","","","","",""
FPD585,CH/FPD58/FITTING/MATERIAL,4,"Z9",6,True,False,"CH/FPD58/PROBE/TYPE=Y0","Other","Other",XX,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/SIZE,5,"000",1,True,False,"NOT(CH/FPD58/PROBE/TYPE=Y0)","Not Required","Not Required",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/SIZE,5,"040",2,True,False,"CH/FPD58/PROBE/TYPE=Y0 OR CH/FPD58/PROBE/TYPE=F5 OR CH/FPD58/PROBE/TYPE=G3 OR CH/FPD58/PROBE/TYPE=G5","DN 40 (1-1/2 in.)","DN 40 (1-1/2 in.)",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/SIZE,5,"050",3,True,False,"CH/FPD58/PROBE/TYPE=Y0 OR CH/FPD58/PROBE/TYPE=F5 OR CH/FPD58/PROBE/TYPE=G3 OR CH/FPD58/PROBE/TYPE=G5","DN 50 (2 in.)","DN 50 (2 in.)",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/SIZE,5,"080",4,True,False,"CH/FPD58/PROBE/TYPE=Y0","DN 80 (3 in.)","DN 80 (3 in.)",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/SIZE,5,"100",5,True,False,"CH/FPD58/PROBE/TYPE=Y0","DN 100 (4 in.)","DN 100 (4 in.)",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/SIZE,5,"150",6,True,False,"CH/FPD58/PROBE/TYPE=Y0","DN 150 (6 in.)","DN 150 (6 in.)",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/SIZE,5,"999",7,True,False,"CH/FPD58/PROBE/TYPE=Y0","Other","Other",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/RATING,6,"Y0Y",1,True,False,"NOT(CH/FPD58/PROBE/TYPE=Y0)","Interface unit only","Interface unit only",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/RATING,6,"A1F",2,True,False,"CH/FPD58/PROBE/TYPE=Y0","ASME 150 lb RF","ASME 150 lb RF",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/RATING,6,"D1F",3,True,False,"CH/FPD58/PROBE/TYPE=Y0","PN 10 RF","PN 10 RF",,"","","","","","","","","",""
FPD585,CH/FPD58/CONN/RATING,6,"Z9Z",4,True,False,"CH/FPD58/PROBE/TYPE=Y0","Other","Other",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND,7,"0",1,True,False,"CH/FPD58/PROBE/TYPE=F5 OR CH/FPD58/PROBE/TYPE=G5","Not required - by others","Not required - by others",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND,7,"1",2,True,False,"(CH/FPD58/PROBE/TYPE=F5 OR CH/FPD58/PROBE/TYPE=G5) OR (CH/FPD58/FITTING/MATERIAL=Y0)","Flange standoff","Flange standoff",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND,7,"2",3,True,False,"(CH/FPD58/PROBE/TYPE=F3 OR CH/FPD58/PROBE/TYPE=F4 OR CH/FPD58/PROBE/TYPE=G3) OR (CH/FPD58/FITTING/MATERIAL=Y0)","2 off flange standoff + flanged end support","2 off flange standoff + flanged end support",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND,7,"3",4,True,False,"CH/FPD58/PROBE/TYPE=F3 OR CH/FPD58/PROBE/TYPE=F4 OR CH/FPD58/PROBE/TYPE=G3","Flanged end support only","Flanged end support only",,"","","","","","","","","",""
FPD585,CH/FPD58/INTERFACE/UNIT,8,"B",1,True,False,"","Control interface unit with zero & span check - Safe area only","Control interface unit with zero & span check - Safe area only",,"","","","","","","","","",""
FPD585,CH/FPD58/INTERFACE/UNIT,8,"C",2,True,False,"","Control interface unit with zero & span check and purge - Safe area only","Control interface unit with zero & span check and purge - Safe area only",,"","","","","","","","","",""
FPD585,CH/FPD58/INTERFACE/UNIT,8,"D",3,True,False,"","Control interface unit with purge - Safe area only","Control interface unit with purge - Safe area only",,"","","","","","","","","",""
FPD585,CH/FPD58/DPTX/MOUNT,9,"0",1,True,False,"NOT(CH/FPD58/PROBE/TYPE=Y0)","Interface unit only","Interface unit only",,"","","","","","","","","",""
FPD585,CH/FPD58/DPTX/MOUNT,9,"1",2,True,False,"CH/FPD58/PROBE/TYPE=Y0","1/4 in. NPT Needle Valves","1/4 in. NPT Needle Valves",,"","","","","","","","","",""
FPD585,CH/FPD58/DPTX/MOUNT,9,"2",3,True,False,"CH/FPD58/PROBE/TYPE=Y0","1/2 in. NPT Needle Valves","1/2 in. NPT Needle Valves",,"","","","","","","","","",""
FPD585,CH/FPD58/DPTX/MOUNT,9,"9",4,True,False,"CH/FPD58/PROBE/TYPE=Y0","Other","Other",,"","","","","","","","","",""
FPD585,CH/FPD58/DPTXSPAN/LIMITS,10,"A",1,True,False,"","1 kPa / 10 mbar / 4 in. H2O","1 kPa / 10 mbar / 4 in. H2O",,"","","","","","","","","",""
FPD585,CH/FPD58/DPTXSPAN/LIMITS,10,"C",2,True,False,"","6 kPa / 60 mbar / 24 in. H2O","6 kPa / 60 mbar / 24 in. H2O",,"","","","","","","","","",""
FPD585,CH/FPD58/SEAL/MAT,11,"4",1,True,False,"","PTFE","PTFE",,"","","","","","","","","",""
FPD585,CH/FPD58/COMMS/OUTPUT,12,"M5",1,True,False,"","4 … 20 mA Output","4 … 20 mA Output",,"","","","","","","","","",""
FPD585,CH/FPD58/COMMS/OUTPUT,12,"M6",2,True,False,"","MODBUS RS 485 Output","MODBUS RS 485 Output",,"","","","","","","","","",""
FPD585,CH/FPD58/HOUSE/MAT,13,"B",1,True,False,"","Aluminium alloy / M20 x 1.5","Aluminium alloy / M20 x 1.5",,"","","","","","","","","",""
FPD585,CH/FPD58/DISPL,14,"1",1,True,False,"","LCD display","LCD display",,"","","","","","","","","",""
FPD585,CH/FPD58/DISPL,14,"2",2,True,False,"","LCD display (backlit)","LCD display (backlit)",,"","","","","","","","","",""
FPD585,CH/FPD58/TEMP/ELEM,15,"AT",1,True,False,"CH/FPD58/PROBE/TYPE=Y0","Integral to Probe (RTD)","Integral to Probe (RTD)",,"","","","","","","","","",""
FPD585,CH/FPD58/TEMP/ELEM,15,"AV",2,True,False,"CH/FPD58/PROBE/TYPE=Y0","Integral to Probe (Thermocouple - no temperature compensation)","Integral to Probe (Thermocouple - no temperature compensation)",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND/ACC,16,"K1",1,True,False,"CH/FPD58/PROBE/TYPE=Y0","Asbestos free gasket, B7 / 2H stud bolts","Asbestos free gasket, B7 / 2H stud bolts",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND/ACC,16,"K2",2,True,False,"CH/FPD58/PROBE/TYPE=Y0","Asbestos free gasket, 8M / 8MA stud bolts","Asbestos free gasket, 8M / 8MA stud bolts",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND/ACC,16,"K3",3,True,False,"CH/FPD58/PROBE/TYPE=Y0","Spiral wound gasket, B7 / 2H stud bolts","Spiral wound gasket, B7 / 2H stud bolts",,"","","","","","","","","",""
FPD585,CH/FPD58/STAND/ACC,16,"K4",4,True,False,"CH/FPD58/PROBE/TYPE=Y0","Spiral wound gasket, 8M / 8MA stud bolts","Spiral wound gasket, 8M / 8MA stud bolts",,"","","","","","","","","",""
FPD585,CH/FPD58/PROBE/DES,17,"TP2",1,True,False,"CH/FPD58/PROBE/TYPE=Y0 OR CH/FPD58/PROBE/TYPE=F3 OR CH/FPD58/PROBE/TYPE=F4 OR CH/FPD58/PROBE/TYPE=F5 OR CH/FPD58/PROBE/TYPE=G3","Two-Piece Construction","Two-Piece Construction",,"","","","","","","","","",""
FPD585,CH/FPD58/PROBE/DES,17,"TP3",2,True,False,"CH/FPD58/PROBE/TYPE=Y0 OR CH/FPD58/PROBE/TYPE=F3 OR CH/FPD58/PROBE/TYPE=F4 OR CH/FPD58/PROBE/TYPE=G3","Bayonet Fitting","Bayonet Fitting",,"","","","","","","","","",""
FPD585,CH/FPD58/INTERFACE/HEATER,18,"HC2",1,True,False,"","Heater - 230 Volts AC","Heater - 230 Volts AC",,"","","","","","","","","",""
FPD585,CH/FPD58/INTERFACE/HEATER,18,"HC3",2,True,False,"","Heater - 110 Volts AC","Heater - 110 Volts AC",,"","","","","","","","","",""
FPD585,CH/FPD58/SPAN/CHECK,19,"PC1",1,True,False,"CH/FPD58/INTERFACE/UNIT=D","Span Check Regulator","Span Check Regulator",,"","","","","","","","","",""
FPD585,CH/FPD58/CERTIFICATE,20,"C2",1,True,False,"CH/FPD58/PROBE/TYPE=Y0","Material monitoring with inspection certificate 3.1 acc. EN 10204","Material monitoring with inspection certificate 3.1 acc. EN 10204",,"","","","","","","","","",""
FPD585,CH/FPD58/CERTIFICATE,20,"CN",2,True,False,"CH/FPD58/PROBE/TYPE=Y0","Material monitoring NACE MR 01-75 with inspection certificate 3.1 acc. EN 10204","Material monitoring NACE MR 01-75 with inspection certificate 3.1 acc. EN 10204",,"","","","","","","","","",""
FPD585,CH/FPD58/CERTIFICATE,20,"C9",3,True,False,"CH/FPD58/PROBE/TYPE=Y0","Dye penetrant NDE of welds","Dye penetrant NDE of welds",,"","","","","","","","","",""
FPD585,CH/FPD58/CERTIFICATE,20,"CB",4,True,False,"CH/FPD58/PROBE/TYPE=Y0","Hydrostatic pressure test certificate","Hydrostatic pressure test certificate",,"","","","","","","","","",""
FPD585,CH/FPD58/DOC/LANG,21,"M5",1,True,False,"","English","English",,"","","","","","","","","",""
FPD585,CH/FPD58/DOC/LANG,21,"M1",2,True,False,"","German","German",,"","","","","","","","","",""
FPD585,CH/FPD58/DOC/LANG,21,"M2",3,True,False,"","Italian","Italian",,"","","","","","","","","",""
FPD585,CH/FPD58/DOC/LANG,21,"M3",4,True,False,"","Spanish","Spanish",,"","","","","","","","","",""
FPD585,CH/FPD58/DOC/LANG,21,"M4",5,True,False,"","French","French",,"","","","","","","","","",""
FPD585,CH/FPD58/DOC/LANG,21,"M6",6,True,False,"","Chinese","Chinese",,"","","","","","","","","",""
FPD585,CH/FPD58/CONTAMINANTS,99,"H2S",1,True,False,"","Hydrogen Sulphide","Hydrogen Sulphide",,"","","","","","","","","",""
FPD585,CH/FPD58/CONTAMINANTS,99,"HCL",2,True,False,"","Hydrogen Chloride","Hydrogen Chloride",,"","","","","","","","","",""
