"ColumnName","Value","Units","UnitsType","Expression","Notes"
"GADimensionA","485","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp24 AND Exp44","O/DIA A = 485mm"
"GADimensionA","550","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp24 AND Exp42","O/DIA A = 550mm"
"GADimensionA","445","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp25 AND Exp49","O/DIA A = 445mm"
"GADimensionA","510","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp25 AND Exp48","O/DIA A = 510mm"
"GADimensionA","545","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp25 AND Exp43","O/DIA A = 545mm"
"GADimensionA","585","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp25 AND Exp44","O/DIA A = 585mm"
"GADimensionA","675","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp25 AND Exp42","O/DIA A = 675mm"
"GADimensionA","520","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp26 AND Exp49","O/DIA A = 520mm"
"GADimensionA","560","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp26 AND Exp48","O/DIA A = 560mm"
"GADimensionA","610","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp26 AND Exp43","O/DIA A = 610mm"
"GADimensionA","675","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp26 AND Exp44","O/DIA A = 675mm"
"GADimensionA","760","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp26 AND Exp42","O/DIA A = 760mm"
"GADimensionA","585","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp27 AND Exp49","O/DIA A = 585mm"
"GADimensionA","605","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp27 AND Exp48","O/DIA A = 605mm"
"GADimensionA","640","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp27 AND Exp43","O/DIA A = 640mm"
"GADimensionA","750","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp27 AND Exp44","O/DIA A = 750mm"
"GADimensionA","650","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp28 AND Exp49","O/DIA A = 650mm"
"GADimensionA","685","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp28 AND Exp48","O/DIA A = 685mm"
"GADimensionA","705","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp28 AND Exp43","O/DIA A = 705mm"
"GADimensionA","825","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp28 AND Exp44","O/DIA A = 825mm"
"GADimensionA","710","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp29 AND Exp49","O/DIA A = 710mm"
"GADimensionA","745","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp29 AND Exp48","O/DIA A = 745mm"
"GADimensionA","785","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp29 AND Exp43","O/DIA A = 785mm"
"GADimensionA","915","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp29 AND Exp44","O/DIA A = 915mm"
"GADimensionA","775","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp30 AND Exp49","O/DIA A = 775mm"
"GADimensionA","815","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp30 AND Exp48","O/DIA A = 815mm"
"GADimensionA","855","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp30 AND Exp43","O/DIA A = 855mm"
"GADimensionA","985","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp30 AND Exp44","O/DIA A = 985mm"
"GADimensionA","915","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp32 AND Exp49","O/DIA A = 915mm"
"GADimensionA","940","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp32 AND Exp48","O/DIA A = 940mm"
"GADimensionA","1040","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp32 AND Exp43","O/DIA A = 1040mm"
"GADimensionA","1170","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp11 AND Exp32 AND Exp44","O/DIA A = 1170mm"
"GADimensionC","25","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp12 AND Exp50","25"
"GADimensionC","25","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp13 AND Exp50","25"
"GADimensionC","25","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp14 AND Exp50","25"
"GADimensionC","25","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp15 AND Exp50","25"
"GADimensionC","25","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp16 AND Exp50","25"
"GADimensionC","30","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp17 AND Exp50","30"
"GADimensionC","30","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp18 AND Exp50","30"
"GADimensionC","30","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp19 AND Exp50","30"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp21 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp23 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp24 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp25 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp26 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp27 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp28 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp29 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp30 AND Exp50","40"
"GADimensionC","40","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp32 AND Exp50","40"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp12 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp13 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp14 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp15 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp16 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp17 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp18 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp19 AND Exp50","102"
"GADimensionB","102","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp21 AND Exp50","102"
"GADimensionB","127","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp23 AND Exp50","127"
"GADimensionB","127","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp24 AND Exp50","127"
"GADimensionB","150","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp25 AND Exp50","150"
"GADimensionB","150","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp26 AND Exp50","150"
"GADimensionB","150","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp27 AND Exp50","150"
"GADimensionB","150","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp28 AND Exp50","150"
"GADimensionB","150","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp29 AND Exp50","150"
"GADimensionB","150","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp30 AND Exp50","150"
"GADimensionB","150","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp32 AND Exp50","150"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp12 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp13 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp14 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp15 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp16 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp17 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp18 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp19 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp21 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp23 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp24 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp25 AND Exp50","3"
"GADimensionG","3","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp26 AND Exp50","3"
"GADimensionG","6","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp27 AND Exp50","6"
"GADimensionG","6","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp28 AND Exp50","6"
"GADimensionG","6","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp29 AND Exp50","6"
"GADimensionG","6","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp30 AND Exp50","6"
"GADimensionG","6","mm","length","Exp1 AND Exp2 AND Exp8 AND Exp9 AND Exp52 AND Exp32 AND Exp50","6"
"GADimensionRN","R16","","","Exp1 AND Exp96 AND EXP14 AND Exp46","R16"
"GADimensionRN","R16","","","Exp1 AND Exp96 AND EXP14 AND Exp48","R16"
"GADimensionRN","R16","","","Exp1 AND Exp96 AND EXP14 AND Exp43","R16"
"GADimensionRN","R16","","","Exp1 AND Exp96 AND EXP14 AND Exp44","R16"
"GADimensionRN","R18","","","Exp1 AND Exp96 AND EXP14 AND Exp42","R18"
"GADimensionRN","R20","","","Exp1 AND Exp96 AND EXP16 AND Exp46","R20"
"GADimensionRN","R20","","","Exp1 AND Exp96 AND EXP16 AND Exp48","R20"
"GADimensionRN","R20","","","Exp1 AND Exp96 AND EXP16 AND Exp43","R20"
"GADimensionRN","R20","","","Exp1 AND Exp96 AND EXP16 AND Exp44","R20"
"GADimensionRN","R23","","","Exp1 AND Exp96 AND EXP16 AND Exp42","R23"
"GADimensionRN","R23","","","Exp1 AND Exp96 AND EXP17 AND Exp46","R23"
"GADimensionRN","R23","","","Exp1 AND Exp96 AND EXP17 AND Exp48","R23"
"GADimensionRN","R24","","","Exp1 AND Exp96 AND EXP17 AND Exp43","R24"
"GADimensionRN","R24","","","Exp1 AND Exp96 AND EXP17 AND Exp44","R24"
"GADimensionRN","R26","","","Exp1 AND Exp96 AND EXP17 AND Exp42","R26"
"GADimensionRN","R31","","","Exp1 AND Exp96 AND EXP19 AND Exp46","R31"
"GADimensionRN","R31","","","Exp1 AND Exp96 AND EXP19 AND Exp48","R31"
"GADimensionRN","R31","","","Exp1 AND Exp96 AND EXP19 AND Exp43","R31"
"GADimensionRN","R35","","","Exp1 AND Exp96 AND EXP19 AND Exp44","R35"
"GADimensionRN","R32","","","Exp1 AND Exp96 AND EXP19 AND Exp42","R32"
"GADimensionRN","R37","","","Exp1 AND Exp96 AND EXP21 AND Exp46","R37"
"GADimensionRN","R37","","","Exp1 AND Exp96 AND EXP21 AND Exp48","R37"
"GADimensionRN","R37","","","Exp1 AND Exp96 AND EXP21 AND Exp43","R37"
"GADimensionRN","R39","","","Exp1 AND Exp96 AND EXP21 AND Exp44","R39"
"GADimensionRN","R38","","","Exp1 AND Exp96 AND EXP21 AND Exp42","R38"
"GADimensionRN","R45","","","Exp1 AND Exp96 AND EXP23 AND Exp46","R45"
"GADimensionRN","R45","","","Exp1 AND Exp96 AND EXP23 AND Exp48","R45"
"GADimensionRN","R45","","","Exp1 AND Exp96 AND EXP23 AND Exp43","R45"
"GADimensionRN","R46","","","Exp1 AND Exp96 AND EXP23 AND Exp44","R46"
"GADimensionRN","R47","","","Exp1 AND Exp96 AND EXP23 AND Exp42","R47"
"GADimensionRN","R49","","","Exp1 AND Exp96 AND EXP24 AND Exp46","R49"
"GADimensionRN","R49","","","Exp1 AND Exp96 AND EXP24 AND Exp48","R49"
"GADimensionRN","R49","","","Exp1 AND Exp96 AND EXP24 AND Exp43","R49"
"GADimensionRN","R50","","","Exp1 AND Exp96 AND EXP24 AND Exp44","R50"
"GADimensionRN","R51","","","Exp1 AND Exp96 AND EXP24 AND Exp42","R51"
"GADimensionRN","R53","","","Exp1 AND Exp96 AND EXP25 AND Exp46","R53"
"GADimensionRN","R53","","","Exp1 AND Exp96 AND EXP25 AND Exp48","R53"
"GADimensionRN","R53","","","Exp1 AND Exp96 AND EXP25 AND Exp43","R53"
"GADimensionRN","R54","","","Exp1 AND Exp96 AND EXP25 AND Exp44","R54"
"GADimensionRN","R55","","","Exp1 AND Exp96 AND EXP25 AND Exp42","R55"
"GADimensionRN","R57","","","Exp1 AND Exp96 AND EXP26 AND Exp46","R57"
"GADimensionRN","R57","","","Exp1 AND Exp96 AND EXP26 AND Exp48","R57"
"GADimensionRN","R57","","","Exp1 AND Exp96 AND EXP26 AND Exp43","R57"
"GADimensionRN","R58","","","Exp1 AND Exp96 AND EXP26 AND Exp44","R58"
"GADimensionRN","R60","","","Exp1 AND Exp96 AND EXP26 AND Exp42","R60"
"GADimensionRN","R61","","","Exp1 AND Exp96 AND EXP27 AND Exp46","R61"
"GADimensionRN","R61","","","Exp1 AND Exp96 AND EXP27 AND Exp48","R61"
"GADimensionRN","R62","","","Exp1 AND Exp96 AND EXP27 AND Exp43","R62"
"GADimensionRN","R63","","","Exp1 AND Exp96 AND EXP27 AND Exp44","R63"
"GADimensionRN","R65","","","Exp1 AND Exp96 AND EXP28 AND Exp46","R65"
"GADimensionRN","R65","","","Exp1 AND Exp96 AND EXP28 AND Exp48","R65"
"GADimensionRN","R66","","","Exp1 AND Exp96 AND EXP28 AND Exp43","R66"
"GADimensionRN","R67","","","Exp1 AND Exp96 AND EXP28 AND Exp44","R67"
"GADimensionRN","R69","","","Exp1 AND Exp96 AND EXP29 AND Exp46","R69"
"GADimensionRN","R69","","","Exp1 AND Exp96 AND EXP29 AND Exp48","R69"
"GADimensionRN","R70","","","Exp1 AND Exp96 AND EXP29 AND Exp43","R70"
"GADimensionRN","R71","","","Exp1 AND Exp96 AND EXP29 AND Exp44","R71"
"GADimensionP","50.8","mm","length","Exp1 AND Exp96 AND EXP14 AND Exp46","50.8"
"GADimensionP","50.8","mm","length","Exp1 AND Exp96 AND EXP14 AND Exp48","50.8"
"GADimensionP","50.8","mm","length","Exp1 AND Exp96 AND EXP14 AND Exp43","50.8"
"GADimensionP","50.8","mm","length","Exp1 AND Exp96 AND EXP14 AND Exp44","50.8"
"GADimensionP","60.33","mm","length","Exp1 AND Exp96 AND EXP14 AND Exp42","60.33"
"GADimensionP","68.27","mm","length","Exp1 AND Exp96 AND EXP16 AND Exp46","68.27"
"GADimensionP","68.27","mm","length","Exp1 AND Exp96 AND EXP16 AND Exp48","68.27"
"GADimensionP","68.27","mm","length","Exp1 AND Exp96 AND EXP16 AND Exp43","68.27"
"GADimensionP","68.27","mm","length","Exp1 AND Exp96 AND EXP16 AND Exp44","68.27"
"GADimensionP","82.55","mm","length","Exp1 AND Exp96 AND EXP16 AND Exp42","82.55"
"GADimensionP","82.55","mm","length","Exp1 AND Exp96 AND EXP17 AND Exp46","82.55"
"GADimensionP","82.55","mm","length","Exp1 AND Exp96 AND EXP17 AND Exp48","82.55"
"GADimensionP","95.25","mm","length","Exp1 AND Exp96 AND EXP17 AND Exp43","95.25"
"GADimensionP","95.25","mm","length","Exp1 AND Exp96 AND EXP17 AND Exp44","95.25"
"GADimensionP","101.6","mm","length","Exp1 AND Exp96 AND EXP17 AND Exp42","101.6"
"GADimensionP","123.83","mm","length","Exp1 AND Exp96 AND EXP19 AND Exp46","123.83"
"GADimensionP","123.83","mm","length","Exp1 AND Exp96 AND EXP19 AND Exp48","123.83"
"GADimensionP","123.83","mm","length","Exp1 AND Exp96 AND EXP19 AND Exp43","123.83"
"GADimensionP","136.53","mm","length","Exp1 AND Exp96 AND EXP19 AND Exp44","136.53"
"GADimensionP","127","mm","length","Exp1 AND Exp96 AND EXP19 AND Exp42","127"
"GADimensionP","149.23","mm","length","Exp1 AND Exp96 AND EXP21 AND Exp46","149.23"
"GADimensionP","149.23","mm","length","Exp1 AND Exp96 AND EXP21 AND Exp48","149.23"
"GADimensionP","149.23","mm","length","Exp1 AND Exp96 AND EXP21 AND Exp43","149.23"
"GADimensionP","161.93","mm","length","Exp1 AND Exp96 AND EXP21 AND Exp44","161.93"
"GADimensionP","157.18","mm","length","Exp1 AND Exp96 AND EXP21 AND Exp42","157.18"
"GADimensionP","211.12","mm","length","Exp1 AND Exp96 AND EXP23 AND Exp46","211.12"
"GADimensionP","211.12","mm","length","Exp1 AND Exp96 AND EXP23 AND Exp48","211.12"
"GADimensionP","211.12","mm","length","Exp1 AND Exp96 AND EXP23 AND Exp43","211.12"
"GADimensionP","211.14","mm","length","Exp1 AND Exp96 AND EXP23 AND Exp44","211.14"
"GADimensionP","228.6","mm","length","Exp1 AND Exp96 AND EXP23 AND Exp42","228.6"
"GADimensionP","269.88","mm","length","Exp1 AND Exp96 AND EXP24 AND Exp46","269.88"
"GADimensionP","269.88","mm","length","Exp1 AND Exp96 AND EXP24 AND Exp48","269.88"
"GADimensionP","269.88","mm","length","Exp1 AND Exp96 AND EXP24 AND Exp43","269.88"
"GADimensionP","269.88","mm","length","Exp1 AND Exp96 AND EXP24 AND Exp44","269.88"
"GADimensionP","279.4","mm","length","Exp1 AND Exp96 AND EXP24 AND Exp42","279.4"
"GADimensionP","323.85","mm","length","Exp1 AND Exp96 AND EXP25 AND Exp46","323.85"
"GADimensionP","323.85","mm","length","Exp1 AND Exp96 AND EXP25 AND Exp48","323.85"
"GADimensionP","323.85","mm","length","Exp1 AND Exp96 AND EXP25 AND Exp43","323.85"
"GADimensionP","323.85","mm","length","Exp1 AND Exp96 AND EXP25 AND Exp44","323.85"
"GADimensionP","342.9","mm","length","Exp1 AND Exp96 AND EXP25 AND Exp42","342.9"
"GADimensionP","381","mm","length","Exp1 AND Exp96 AND EXP26 AND Exp46","381"
"GADimensionP","381","mm","length","Exp1 AND Exp96 AND EXP26 AND Exp48","381"
"GADimensionP","381","mm","length","Exp1 AND Exp96 AND EXP26 AND Exp43","381"
"GADimensionP","381","mm","length","Exp1 AND Exp96 AND EXP26 AND Exp44","381"
"GADimensionP","406.4","mm","length","Exp1 AND Exp96 AND EXP26 AND Exp42","406.4"
"GADimensionP","419.1","mm","length","Exp1 AND Exp96 AND EXP27 AND Exp46","419.1"
"GADimensionP","419.1","mm","length","Exp1 AND Exp96 AND EXP27 AND Exp48","419.1"
"GADimensionP","419.1","mm","length","Exp1 AND Exp96 AND EXP27 AND Exp43","419.1"
"GADimensionP","419.1","mm","length","Exp1 AND Exp96 AND EXP27 AND Exp44","419.1"
"GADimensionP","469.9","mm","length","Exp1 AND Exp96 AND EXP28 AND Exp46","469.9"
"GADimensionP","469.9","mm","length","Exp1 AND Exp96 AND EXP28 AND Exp48","469.9"
"GADimensionP","469.9","mm","length","Exp1 AND Exp96 AND EXP28 AND Exp43","469.9"
"GADimensionP","469.9","mm","length","Exp1 AND Exp96 AND EXP28 AND Exp44","469.9"
"GADimensionP","533.4","mm","length","Exp1 AND Exp96 AND EXP29 AND Exp46","533.4"
"GADimensionP","533.4","mm","length","Exp1 AND Exp96 AND EXP29 AND Exp48","533.4"
"GADimensionP","533.4","mm","length","Exp1 AND Exp96 AND EXP29 AND Exp43","533.4"
"GADimensionP","533.4","mm","length","Exp1 AND Exp96 AND EXP29 AND Exp44","533.4"
"GADimensionA1","70","mm","length","Exp1 AND Exp51 AND EXP14 AND Exp46","O/DIA A =70"
"GADimensionA1","70","mm","length","Exp1 AND Exp51 AND EXP14 AND Exp48","O/DIA A =70"
"GADimensionA1","71","mm","length","Exp1 AND Exp51 AND EXP14 AND Exp43","O/DIA A =71"
"GADimensionA1","71","mm","length","Exp1 AND Exp51 AND EXP14 AND Exp44","O/DIA A =71"
"GADimensionA1","83","mm","length","Exp1 AND Exp51 AND EXP14 AND Exp42","O/DIA A =83"
"GADimensionA1","90","mm","length","Exp1 AND Exp51 AND EXP16 AND Exp46","O/DIA A =90"
"GADimensionA1","90","mm","length","Exp1 AND Exp51 AND EXP16 AND Exp48","O/DIA A =90"
"GADimensionA1","92","mm","length","Exp1 AND Exp51 AND EXP16 AND Exp43","O/DIA A =92"
"GADimensionA1","92","mm","length","Exp1 AND Exp51 AND EXP16 AND Exp44","O/DIA A =92"
"GADimensionA1","114","mm","length","Exp1 AND Exp51 AND EXP16 AND Exp42","O/DIA A =114"
"GADimensionA1","108","mm","length","Exp1 AND Exp51 AND EXP17 AND Exp46","O/DIA A =108"
"GADimensionA1","108","mm","length","Exp1 AND Exp51 AND EXP17 AND Exp48","O/DIA A =108"
"GADimensionA1","124","mm","length","Exp1 AND Exp51 AND EXP17 AND Exp43","O/DIA A =124"
"GADimensionA1","124","mm","length","Exp1 AND Exp51 AND EXP17 AND Exp44","O/DIA A =124"
"GADimensionA1","133","mm","length","Exp1 AND Exp51 AND EXP17 AND Exp42","O/DIA A =133"
"GADimensionA1","146","mm","length","Exp1 AND Exp51 AND EXP19 AND Exp46","O/DIA A =146"
"GADimensionA1","146","mm","length","Exp1 AND Exp51 AND EXP19 AND Exp48","O/DIA A =146"
"GADimensionA1","155","mm","length","Exp1 AND Exp51 AND EXP19 AND Exp43","O/DIA A =155"
"GADimensionA1","168","mm","length","Exp1 AND Exp51 AND EXP19 AND Exp44","O/DIA A =168"
"GADimensionA1","168","mm","length","Exp1 AND Exp51 AND EXP19 AND Exp42","O/DIA A =168"
"GADimensionA1","175","mm","length","Exp1 AND Exp51 AND EXP21 AND Exp46","O/DIA A =175"
"GADimensionA1","175","mm","length","Exp1 AND Exp51 AND EXP21 AND Exp48","O/DIA A =175"
"GADimensionA1","181","mm","length","Exp1 AND Exp51 AND EXP21 AND Exp43","O/DIA A =181"
"GADimensionA1","194","mm","length","Exp1 AND Exp51 AND EXP21 AND Exp44","O/DIA A =194"
"GADimensionA1","203","mm","length","Exp1 AND Exp51 AND EXP21 AND Exp42","O/DIA A =203"
"GADimensionA1","241","mm","length","Exp1 AND Exp51 AND EXP23 AND Exp46","O/DIA A =241"
"GADimensionA1","241","mm","length","Exp1 AND Exp51 AND EXP23 AND Exp48","O/DIA A =241"
"GADimensionA1","241","mm","length","Exp1 AND Exp51 AND EXP23 AND Exp43","O/DIA A =241"
"GADimensionA1","248","mm","length","Exp1 AND Exp51 AND EXP23 AND Exp44","O/DIA A =248"
"GADimensionA1","279","mm","length","Exp1 AND Exp51 AND EXP23 AND Exp42","O/DIA A =279"
"GADimensionA1","302","mm","length","Exp1 AND Exp51 AND EXP24 AND Exp46","O/DIA A =302"
"GADimensionA1","302","mm","length","Exp1 AND Exp51 AND EXP24 AND Exp48","O/DIA A =302"
"GADimensionA1","308","mm","length","Exp1 AND Exp51 AND EXP24 AND Exp43","O/DIA A =308"
"GADimensionA1","318","mm","length","Exp1 AND Exp51 AND EXP24 AND Exp44","O/DIA A =318"
"GADimensionA1","340","mm","length","Exp1 AND Exp51 AND EXP24 AND Exp42","O/DIA A =340"
"GADimensionA1","356","mm","length","Exp1 AND Exp51 AND EXP25 AND Exp46","O/DIA A =356"
"GADimensionA1","356","mm","length","Exp1 AND Exp51 AND EXP25 AND Exp48","O/DIA A =356"
"GADimensionA1","362","mm","length","Exp1 AND Exp51 AND EXP25 AND Exp43","O/DIA A =362"
"GADimensionA1","371","mm","length","Exp1 AND Exp51 AND EXP25 AND Exp44","O/DIA A =371"
"GADimensionA1","425","mm","length","Exp1 AND Exp51 AND EXP25 AND Exp42","O/DIA A =425"
"GADimensionA1","413","mm","length","Exp1 AND Exp51 AND EXP26 AND Exp46","O/DIA A =413"
"GADimensionA1","413","mm","length","Exp1 AND Exp51 AND EXP26 AND Exp48","O/DIA A =413"
"GADimensionA1","419","mm","length","Exp1 AND Exp51 AND EXP26 AND Exp43","O/DIA A =419"
"GADimensionA1","438","mm","length","Exp1 AND Exp51 AND EXP26 AND Exp44","O/DIA A =438"
"GADimensionA1","495","mm","length","Exp1 AND Exp51 AND EXP26 AND Exp42","O/DIA A =495"
"GADimensionA1","457","mm","length","Exp1 AND Exp51 AND EXP27 AND Exp46","O/DIA A =457"
"GADimensionA1","457","mm","length","Exp1 AND Exp51 AND EXP27 AND Exp48","O/DIA A =457"
"GADimensionA1","467","mm","length","Exp1 AND Exp51 AND EXP27 AND Exp43","O/DIA A =467"
"GADimensionA1","489","mm","length","Exp1 AND Exp51 AND EXP27 AND Exp44","O/DIA A =489"
"GADimensionA1","508","mm","length","Exp1 AND Exp51 AND EXP28 AND Exp46","O/DIA A =508"
"GADimensionA1","508","mm","length","Exp1 AND Exp51 AND EXP28 AND Exp48","O/DIA A =508"
"GADimensionA1","524","mm","length","Exp1 AND Exp51 AND EXP28 AND Exp43","O/DIA A =524"
"GADimensionA1","546","mm","length","Exp1 AND Exp51 AND EXP28 AND Exp44","O/DIA A =546"
"GADimensionA1","575","mm","length","Exp1 AND Exp51 AND EXP29 AND Exp46","O/DIA A =575"
