Steam table Export
Pressure (Pa),10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,180000,200000,220000,240000,260000,280000,300000,350000,400000,450000,500000,550000,600000,650000,700000,750000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1800000,2000000,2200000,2500000,3000000,3500000,4000000,4500000,5000000,5500000,6000000,6500000,7000000,7500000,8000000,9000000,10000000,11000000,12000000,13000000,14000000,15000000,16000000,17000000,18000000,19000000,20000000
Saturation Temp (K),318.956,333.208,342.245,349.007,354.467,359.076,363.082,366.636,369.837,372.756,375.442,377.934,380.259,382.442,384.499,386.447,390.061,393.36,396.4,399.222,401.858,404.335,406.672,412.007,416.758,421.053,424.981,428.606,431.976,435.13,438.096,440.899,443.556,448.5,453.028,457.212,461.107,464.755,468.189,471.437,474.52,480.262,485.527,490.399,497.1,507.003,515.707,523.504,530.587,537.091,543.115,548.735,554.008,558.979,563.685,568.158,576.495,584.147,591.229,597.825,604.004,609.816,615.305,620.505,625.443,630.142,634.623,638.899
Density (Liquid) at Sat. Temp (kg/m³),989.83,983.13,978.25,974.3,970.94,967.99,965.34,962.93,960.7,958.63,956.69,954.86,953.13,951.49,949.92,948.41,945.57,942.94,940.47,938.13,935.93,933.83,931.82,927.15,922.89,918.96,915.29,911.85,908.59,905.51,902.56,899.74,897.04,891.92,887.13,882.62,878.35,874.28,870.39,866.65,863.05,856.22,849.8,843.72,835.12,821.9,809.74,798.37,787.62,777.37,767.52,758,748.75,739.72,730.88,722.2,705.16,688.42,671.81,655.18,638.37,621.22,603.52,584.99,565.21,543.54,519,490.19
Density (Vapour) at Sat. Temp (kg/m³),0.068166,0.13075,0.19126,0.25044,0.30864,0.36607,0.42287,0.47914,0.53494,0.59034,0.64539,0.7001,0.75453,0.80869,0.8626,0.91629,1.023,1.1291,1.2345,1.3393,1.4436,1.5474,1.6508,1.9077,2.1627,2.4161,2.668,2.9189,3.1687,3.4177,3.666,3.9137,4.1608,4.6536,5.145,5.6354,6.1251,6.6144,7.1034,7.5924,8.0815,9.0606,10.042,11.026,12.508,15.001,17.526,20.09,22.697,25.351,28.057,30.818,33.64,36.525,39.479,42.507,48.804,55.463,62.541,70.106,78.245,87.069,96.727,107.42,119.46,133.3,149.76,170.5
Temp (K),Density (kg/m³)
273.15,999.8,999.8,999.81,999.81,999.82,999.82,999.83,999.83,999.84,999.84,999.85,999.85,999.86,999.86,999.87,999.87,999.88,999.89,999.9,999.91,999.92,999.93,999.94,999.97,999.99,1000.02,1000.05,1000.07,1000.1,1000.12,1000.15,1000.17,1000.2,1000.25,1000.3,1000.35,1000.4,1000.45,1000.5,1000.55,1000.6,1000.71,1000.81,1000.91,1001.06,1001.31,1001.57,1001.82,1002.07,1002.32,1002.57,1002.82,1003.07,1003.32,1003.57,1003.82,1004.32,1004.82,1005.32,1005.81,1006.31,1006.8,1007.29,1007.78,1008.27,1008.76,1009.25,1009.74
278.15,999.92,999.93,999.93,999.94,999.94,999.95,999.95,999.96,999.96,999.97,999.97,999.98,999.98,999.99,999.99,1000,1000.01,1000.02,1000.02,1000.03,1000.04,1000.05,1000.06,1000.09,1000.11,1000.14,1000.16,1000.19,1000.21,1000.24,1000.26,1000.29,1000.31,1000.36,1000.41,1000.46,1000.51,1000.56,1000.6,1000.65,1000.7,1000.8,1000.9,1001,1001.14,1001.39,1001.63,1001.88,1002.12,1002.36,1002.61,1002.85,1003.09,1003.33,1003.57,1003.82,1004.3,1004.78,1005.26,1005.74,1006.22,1006.7,1007.17,1007.65,1008.12,1008.59,1009.07,1009.54
283.15,999.66,999.66,999.67,999.67,999.68,999.68,999.69,999.69,999.7,999.7,999.71,999.71,999.72,999.72,999.73,999.73,999.74,999.75,999.76,999.77,999.78,999.79,999.8,999.82,999.85,999.87,999.89,999.92,999.94,999.96,999.99,1000.01,1000.04,1000.08,1000.13,1000.18,1000.23,1000.27,1000.32,1000.37,1000.42,1000.51,1000.61,1000.7,1000.85,1001.08,1001.32,1001.56,1001.79,1002.03,1002.27,1002.5,1002.74,1002.98,1003.21,1003.45,1003.91,1004.38,1004.85,1005.32,1005.78,1006.25,1006.71,1007.17,1007.63,1008.09,1008.55,1009.01
288.15,999.06,999.06,999.07,999.07,999.08,999.08,999.09,999.09,999.1,999.1,999.11,999.11,999.12,999.12,999.13,999.13,999.14,999.15,999.16,999.17,999.18,999.19,999.2,999.22,999.24,999.27,999.29,999.31,999.34,999.36,999.38,999.41,999.43,999.48,999.52,999.57,999.62,999.66,999.71,999.75,999.8,999.89,999.99,1000.08,1000.22,1000.45,1000.68,1000.92,1001.15,1001.38,1001.61,1001.84,1002.07,1002.3,1002.53,1002.76,1003.22,1003.68,1004.13,1004.59,1005.04,1005.5,1005.95,1006.4,1006.85,1007.3,1007.75,1008.2
293.15,998.17,998.17,998.17,998.18,998.18,998.19,998.19,998.2,998.2,998.21,998.21,998.22,998.22,998.22,998.23,998.23,998.24,998.25,998.26,998.27,998.28,998.29,998.3,998.32,998.34,998.37,998.39,998.41,998.44,998.46,998.48,998.5,998.53,998.57,998.62,998.66,998.71,998.76,998.8,998.85,998.89,998.98,999.08,999.17,999.3,999.53,999.76,999.99,1000.21,1000.44,1000.67,1000.89,1001.12,1001.34,1001.57,1001.8,1002.25,1002.69,1003.14,1003.59,1004.04,1004.48,1004.93,1005.37,1005.81,1006.25,1006.69,1007.13
298.15,997.01,997.01,997.02,997.02,997.02,997.03,997.03,997.04,997.04,997.05,997.05,997.06,997.06,997.07,997.07,997.07,997.08,997.09,997.1,997.11,997.12,997.13,997.14,997.16,997.18,997.2,997.23,997.25,997.27,997.3,997.32,997.34,997.36,997.41,997.45,997.5,997.54,997.59,997.63,997.68,997.72,997.81,997.9,997.99,998.13,998.35,998.58,998.8,999.02,999.25,999.47,999.69,999.91,1000.14,1000.36,1000.58,1001.02,1001.47,1001.91,1002.35,1002.79,1003.23,1003.66,1004.1,1004.54,1004.97,1005.41,1005.84
303.15,995.61,995.61,995.62,995.62,995.63,995.63,995.64,995.64,995.64,995.65,995.65,995.66,995.66,995.67,995.67,995.68,995.68,995.69,995.7,995.71,995.72,995.73,995.74,995.76,995.78,995.8,995.83,995.85,995.87,995.89,995.92,995.94,995.96,996.01,996.05,996.09,996.14,996.18,996.23,996.27,996.32,996.41,996.49,996.58,996.72,996.94,997.16,997.38,997.6,997.82,998.04,998.26,998.48,998.7,998.92,999.14,999.58,1000.02,1000.45,1000.89,1001.32,1001.75,1002.19,1002.62,1003.05,1003.48,1003.91,1004.34
308.15,993.99,994,994,994.01,994.01,994.02,994.02,994.02,994.03,994.03,994.04,994.04,994.05,994.05,994.05,994.06,994.07,994.08,994.09,994.09,994.1,994.11,994.12,994.14,994.17,994.19,994.21,994.23,994.25,994.28,994.3,994.32,994.34,994.39,994.43,994.47,994.52,994.56,994.61,994.65,994.69,994.78,994.87,994.96,995.09,995.31,995.53,995.75,995.97,996.19,996.4,996.62,996.84,997.06,997.28,997.49,997.93,998.36,998.79,999.22,999.65,1000.08,1000.51,1000.94,1001.37,1001.79,1002.22,1002.64
313.15,992.18,992.18,992.19,992.19,992.19,992.2,992.2,992.21,992.21,992.22,992.22,992.22,992.23,992.23,992.24,992.24,992.25,992.26,992.27,992.28,992.29,992.29,992.3,992.33,992.35,992.37,992.39,992.41,992.44,992.46,992.48,992.5,992.52,992.57,992.61,992.65,992.7,992.74,992.79,992.83,992.87,992.96,993.05,993.14,993.27,993.48,993.7,993.92,994.14,994.36,994.57,994.79,995.01,995.22,995.44,995.65,996.08,996.52,996.94,997.37,997.8,998.23,998.65,999.08,999.5,999.92,1000.35,1000.77
318.15,990.17,990.18,990.18,990.19,990.19,990.19,990.2,990.2,990.21,990.21,990.22,990.22,990.23,990.23,990.23,990.24,990.25,990.26,990.26,990.27,990.28,990.29,990.3,990.32,990.34,990.37,990.39,990.41,990.43,990.45,990.47,990.5,990.52,990.56,990.61,990.65,990.69,990.74,990.78,990.82,990.87,990.95,991.04,991.13,991.26,991.48,991.69,991.91,992.13,992.34,992.56,992.78,992.99,993.21,993.42,993.64,994.07,994.49,994.92,995.35,995.77,996.2,996.62,997.04,997.47,997.89,998.31,998.73
323.15,0.067263,988,988,988.01,988.01,988.02,988.02,988.03,988.03,988.03,988.04,988.04,988.05,988.05,988.06,988.06,988.07,988.08,988.09,988.1,988.1,988.11,988.12,988.14,988.17,988.19,988.21,988.23,988.25,988.27,988.3,988.32,988.34,988.38,988.43,988.47,988.51,988.56,988.6,988.64,988.69,988.78,988.86,988.95,989.08,989.3,989.51,989.73,989.95,990.16,990.38,990.59,990.81,991.02,991.24,991.45,991.88,992.31,992.73,993.16,993.58,994.01,994.43,994.85,995.27,995.69,996.11,996.53
328.15,0.06622,985.66,985.66,985.67,985.67,985.68,985.68,985.68,985.69,985.69,985.7,985.7,985.71,985.71,985.71,985.72,985.73,985.74,985.74,985.75,985.76,985.77,985.78,985.8,985.82,985.85,985.87,985.89,985.91,985.93,985.95,985.98,986,986.04,986.09,986.13,986.17,986.22,986.26,986.3,986.35,986.43,986.52,986.61,986.74,986.95,987.17,987.39,987.6,987.82,988.04,988.25,988.47,988.68,988.9,989.11,989.54,989.97,990.39,990.82,991.24,991.67,992.09,992.51,992.93,993.35,993.77,994.19
333.15,0.065211,983.16,983.16,983.17,983.17,983.18,983.18,983.19,983.19,983.2,983.2,983.2,983.21,983.21,983.22,983.22,983.23,983.24,983.25,983.26,983.27,983.27,983.28,983.3,983.33,983.35,983.37,983.39,983.41,983.44,983.46,983.48,983.5,983.54,983.59,983.63,983.68,983.72,983.76,983.81,983.85,983.94,984.02,984.11,984.24,984.46,984.68,984.89,985.11,985.33,985.54,985.76,985.97,986.19,986.41,986.62,987.05,987.48,987.9,988.33,988.76,989.18,989.6,990.03,990.45,990.87,991.29,991.71
338.15,0.064233,0.12879,980.52,980.52,980.53,980.53,980.54,980.54,980.55,980.55,980.55,980.56,980.56,980.57,980.57,980.58,980.59,980.59,980.6,980.61,980.62,980.63,980.64,980.66,980.68,980.7,980.73,980.75,980.77,980.79,980.81,980.84,980.86,980.9,980.95,980.99,981.03,981.08,981.12,981.16,981.21,981.3,981.38,981.47,981.6,981.82,982.04,982.26,982.47,982.69,982.91,983.12,983.34,983.56,983.77,983.99,984.42,984.85,985.28,985.7,986.13,986.56,986.98,987.4,987.83,988.25,988.67,989.09
343.15,0.063285,0.12686,0.19074,977.74,977.74,977.75,977.75,977.76,977.76,977.76,977.77,977.77,977.78,977.78,977.79,977.79,977.8,977.81,977.82,977.83,977.83,977.84,977.85,977.87,977.9,977.92,977.94,977.96,977.98,978.01,978.03,978.05,978.07,978.12,978.16,978.21,978.25,978.29,978.34,978.38,978.43,978.51,978.6,978.69,978.82,979.04,979.26,979.48,979.7,979.92,980.13,980.35,980.57,980.79,981,981.22,981.65,982.08,982.51,982.94,983.37,983.8,984.23,984.65,985.08,985.5,985.92,986.35
348.15,0.062366,0.125,0.1879,974.82,974.82,974.82,974.83,974.83,974.84,974.84,974.85,974.85,974.86,974.86,974.86,974.87,974.88,974.89,974.9,974.9,974.91,974.92,974.93,974.95,974.98,975,975.02,975.04,975.06,975.09,975.11,975.13,975.15,975.2,975.24,975.29,975.33,975.38,975.42,975.46,975.51,975.6,975.69,975.77,975.91,976.13,976.35,976.57,976.79,977.01,977.23,977.45,977.67,977.88,978.1,978.32,978.76,979.19,979.62,980.06,980.49,980.92,981.35,981.78,982.2,982.63,983.05,983.48
